response,context,context/0
"So, often on the front of the locomotive is a large iron wedge for clearing objects off the tracks. Now, while commonly known as a cowcatcher, I prefer the more accurate cow exploder.",Theres my big boss man.,All by myself.
Mmm.,"Okay. Sheldon, let me ask you a question.","So, often on the front of the locomotive is a large iron wedge for clearing objects off the tracks. Now, while commonly known as a cowcatcher, I prefer the more accurate cow exploder."
Are you using trains to trick me into giving you advice?,"If I was at a train station and one train could take me to my current job and the other train could take me to an audition for a movie, which train should I get on?",Mmm.
"All right, then. You should take a third train where you audition for the movie but hold off on making a career decision until you have more information.",No.,Are you using trains to trick me into giving you advice?
"Well, Penny, whos smarter, the wise man or the person who comes to him for advice?",Oh. Youre right. Im worried about something that hasnt even happened yet. Huh. You are a wise man.,"All right, then. You should take a third train where you audition for the movie but hold off on making a career decision until you have more information."
"No, its the wise man. Thats why hes called the wise man. You know how I know that? Im the wise man.","Oh, I guess youre right. Maybe it is the person who asks.","Well, Penny, whos smarter, the wise man or the person who comes to him for advice?"
"Uh, just out of curiosity, why didnt you ask Leonard for advice about this?",Im sorry. What was I thinking?,"No, its the wise man. Thats why hes called the wise man. You know how I know that? Im the wise man."
"Ah, its just like hes here.","Cause I already know what hell say. Wah, wah, wah, you shouldnt do it.","Uh, just out of curiosity, why didnt you ask Leonard for advice about this?"
"Its the eye of the tiger, its the ear of the bat, its the whiskers of the catfish and the walrus.","Well, thank you for peeing in my slippers.",Exactly what Sheldon and Howard said.
"You didnt let me finish. And also regarding the bat, it has sonar.","Hang on. Not that your song isnt terrible, it is. but how do you mention bats and leave out sonar?","Its the eye of the tiger, its the ear of the bat, its the whiskers of the catfish and the walrus."
Im sorry. I was trying to think of what rhymes with nose of the aardvark.,"Well, well, well, did you hear that, Sheldon?","Look, I know you guys are upset, but weve talked about it, and we think itd be beneficial for you to be part of the project."
"Well, well, well, did you hear that, Howard?",We want you back on the project with us.,Im sorry. I was trying to think of what rhymes with nose of the aardvark.
Certainly.,"It wasnt, so are you in?",I suppose it couldnt have been easy for you to say that.
"Get together tonight? Leonard, stop trying to control everything, and give poor Raj a chance to come up with what we should do. Go ahead, Raj.","Great. Now that were all on the same page, lets get together tonight and work on it.",Sure.
Tonight works better for me.,"Okay, I think we should do it right now.","Get together tonight? Leonard, stop trying to control everything, and give poor Raj a chance to come up with what we should do. Go ahead, Raj."
"Uh, building on that, we should order dinner.","So, Id like to try a technique where no one gets steamrolled. When you talk, instead of bringing up a new idea, respect what was just said by building on it.",Okay.
"Building on building on that, theres a new build-your-own pizza place on Colorado.","Hang on. Building on what Leonard said, no one built on what I said.","Building on what Sheldon said, I could go for Chinese."
"Bah, you didnt say building on. Youre out.",I saw the menu. They have soy cheese.,"Building on that, Id like to remind you, Im lactose intolerant."
"Youre out, and youre out. I win. Who wants pizza?","Yeah, youre missing the point, Sheldon.",Its not Simon Says.
"Yeah, I never cared for that. Its advertising to predator races just how soft and squishy we are.",The plaque they sent up on the Pioneer probe had a drawing of a naked man and woman on it.,"Well, I think we should show what earthlings look like."
"Oh, dont be offended. You know, of the four of us, you have the most veal-like consistency.",Squeeze yourself.,"Yeah, I never cared for that. Its advertising to predator races just how soft and squishy we are."
"Perhaps Howard meant passive-aggressive like asking our group to help on your project, and then only choosing Leonard.","Oh, you mean passive-aggressive like posting pictures of you and your wife eating cosmopolitan balls that you know belong in my mouth?",You want to send a passive-aggressive message out into the universe? Thats ridiculous.
We looked great.,"What about when we went to Comic-Con and dressed like Jabba the Hutt? You got to be Jabbas head, and I got to be his fat slug butt.",Its not always.
"Yeah, and if he does ask you, go. Its amazing.",You know what? Youre right. I should have asked you.,"Yeah. Like when you took Sheldon to Texas and showed him all around NASA, you didnt even think to ask me and Leonard."
"Oh, I recommend that, too. That was a magical experience.","Okay, and if were talking about being left out of things, you guys went to Skywalker Ranch without us.","Yeah, and if he does ask you, go. Its amazing."
"I sure did. Oh, my goodness. Well, from Jabbas head to ice cream with Darth Vader, Im having a heck of a ride. Yeah, look, clearly, good things happen when Im in charge. Now, why dont you boys step aside, let me knock this project out?",Wait a minute. Sheldon spent a whole day with James Earl Jones and never told any of us.,"Oh, I recommend that, too. That was a magical experience."
"Leonard, whos really in charge? The person in charge, or those who put him in charge?","Sheldon, youre not in charge. Raj is in charge.","I sure did. Oh, my goodness. Well, from Jabbas head to ice cream with Darth Vader, Im having a heck of a ride. Yeah, look, clearly, good things happen when Im in charge. Now, why dont you boys step aside, let me knock this project out?"
"No, the guy in charge is in ch why is everyone so bad at these?","Hes right. If you think about it, were all in charge.","Leonard, whos really in charge? The person in charge, or those who put him in charge?"
Greetings from planet Earth. Just turn left at Alpha Centauri. You cant miss it.,"I, uh, huh.",Dont forget your wallet.
"If your bathroom floor counts as a carry-on, youre packed.","Uh, yeah, I just need to throw in a few last minute things, you know, makeup, underwear, clothes.","Okay, we should leave in about an hour. You all packed?"
Arent you afraid of being blinded?,Nope. Its pretty exciting.,"Leonard, have you ever given a high school commencement speech before?"
"At the end of the ceremony, all the students throw those pointy hats in the air. Its all pomp and circumstance until someone loses an eye.",How would I be blinded?,Arent you afraid of being blinded?
Fine. I wonder if they make I told you so cards in braille.,Ill take my chances.,"At the end of the ceremony, all the students throw those pointy hats in the air. Its all pomp and circumstance until someone loses an eye."
And a pointy hat sticking out of your eyeball.,With a beautiful girl on your arm.,"Well, now you get to go back as a successful scientist."
All I see is a black screen. And my own reflection. I look sad.,"Okay, the WiFi extender is on, the cameras on, theyre both on the same network. We should be getting an image.",Ooh.
All right.,Maybe we should recalibrate it.,All I see is a black screen. And my own reflection. I look sad.
It actually says at least?,"Step one, rapidly flip the calibration switch from the fully up to the fully down positions for at least ten times.",All right.
Why would they say at least? Is it ten toggles? Is it a hundred toggles? You know? Is it a thousand toggles? Ten thousand toggles? A hundred thousand toggles?,Yeah.,It actually says at least?
You see where Im going with this.,Sheldon.,Why would they say at least? Is it ten toggles? Is it a hundred toggles? You know? Is it a thousand toggles? Ten thousand toggles? A hundred thousand toggles?
"All right, that seems simple enough. Initiating calibration sequence. One, two, three, four, five, six, seven, eight, nine, ten. Well, I suppose ten is technically at least ten. But theyre still getting at least one angry letter.",Just flip the switch until the lights on the drone change to solid yellow.,You see where Im going with this.
"Initiating rotation sequence. Dont look at me, initiate. What does red and yellow mean?",Now I rotate it horizontally on its centre axis until the lights turn green.,"All right, that seems simple enough. Initiating calibration sequence. One, two, three, four, five, six, seven, eight, nine, ten. Well, I suppose ten is technically at least ten. But theyre still getting at least one angry letter."
"Oh. Very well. Re-initiating calibration sequence. One, two, three, four, five, six, seven, eight, nine, ten eleven. Its a good thing I didnt send that letter.",It means the calibration failed. We have to start over.,"Initiating rotation sequence. Dont look at me, initiate. What does red and yellow mean?"
Yay.,"No red and yellow, no red and yellow.","Just to be clear, financially or mid-sentence?"
"We did it. Oh, if its this much fun to rotate, imagine when we fly it.",Its green.,Yay.
"Oh, no.","Okay, now all I have to do is rotate it vertically until the lights turn off.","We did it. Oh, if its this much fun to rotate, imagine when we fly it."
Wont that void the warranty?,"Oh. All right, playtimes over. Lets open this baby up.","Oh, no."
"You know what they all do, right?","Boy, oh, boy, thats a lot of pieces.",Yeah.
What about this one?,"Yes, of course.","You know what they all do, right?"
Not very.,"Well, I, how familiar are you with miniaturized integrated logic circuits?",What about this one?
"So, can you get it working?",That right there is a miniaturized integrated logic circuit.,Not very.
I thought the zero-gravity toilet didnt work.,Im an MIT-trained engineer. Ive built components for the space station.,"So, can you get it working?"
Hello.,Hey.,"Hey, guys."
"Well, dont worry. He went to MIT. He can solve any problem, as long as it doesnt originate in a Russian mans colon.",I have to return the helicopter. My father What did you do?,Hello.
You cant return it. Howard wiped his bottom with the warranty.,"No, you have to put this back together right now, so I can return it.","Relax, itll be fine."
I think metaphorically. But he was in the bathroom for a while.,What?,You cant return it. Howard wiped his bottom with the warranty.
"Very impressive. You know, when youre done with that, can you look at this? It doesnt make smoke anymore.","Okay, I think Ive narrowed it down to a faulty pin on the onboard communication chip.",Oh. Done and done.
"Mm. Sorry. Ah, maybe its for the best. I hear locomotive smoke is the second leading cause of death among train aficionados.",One toy at a time.,"Very impressive. You know, when youre done with that, can you look at this? It doesnt make smoke anymore."
Wrong. Obesity.,Suicide.,Whats the first one?
"Oh, look at you, the little engineer that could.","Its not about the money. Its about solving a problem. Its why I became an engineer. Its what I like to do, its what Im trained to do. Its who I am.","You guys dont have to go to the trouble. Im back in the money now, I can just buy another helicopter."
Whoa.,Hey.,Why dont you just call tech support?
You call tech support.,Ha-ha.,I call tech support all the time.
Check.,"All right, the power supply is reconnected. I think were back in business. Lets just run a few tests before we take it outside. Sheldon, we got WiFi?","Okay, bye."
Check.,Battery charged?,Check.
Thats what my train used to do.,"Four, three, two, one.",All right. All systems go. In five
"It is awful, isnt it? Listen to that noise.","What happened to me? When did I become an old man baffled by modern technology? Next thing you know, Ill be hitching my pants up to my armpits and complaining about the awful music the kids are listening to.",Your call is important to us. All our technicians are busy helping other customers. Please stay on the line and someone will be with you shortly.
Then who is?,"Well, Im not flying it.",Maybe you shouldnt be flying it inside.
"Initiate landing sequence. Initiate landing sequence. Hey, the cameras working. Oh, look, its me.",I dont know. Must be getting a WiFi signal from somewhere else.,Then who is?
"Yes, its a robot uprising. Call the police.","Tech Support, can I help you?","Initiate landing sequence. Initiate landing sequence. Hey, the cameras working. Oh, look, its me."
"Well, my mothers been there for every honour Ive won since I beat out my twin sister for the did it on the potty trophy. How does this look?",Its so nice both of your moms are coming in to see you guys get an award.,"No need to. As soon as she flies into California airspace, Ill feel a disturbance in the Force."
You act like I didnt get you that mushroom log on Valentines Day.,"Sure, his mom gets roses. When I want them, theyre a bouquet of severed plant genitals.","Aw, its so nice. Shes gonna love it."
"Maybe theyll be best friends. One of them is brilliant, one is sweet and simple. Sound familiar?","Uh, I dont know. Theyre pretty different.",Do you think the moms will get along?
"Oh, thank you, Mother.","Shelly, Im so proud of you and Leonard for getting this award.","Maybe theyll be best friends. One of them is brilliant, one is sweet and simple. Sound familiar?"
"Oh, its quite straightforward, actually. It describes a new model of the universe that conceptualizes it as the surface of an n-dimensional superfluid.","I tried to read your paper, but it was very hard for me to understand.","Oh, thank you, Mother."
"What did they feed the lions, Mother?","Interesting. You can believe that, but God filling an ark with animals two-by-two is nonsense.","Oh, its quite straightforward, actually. It describes a new model of the universe that conceptualizes it as the surface of an n-dimensional superfluid."
"Listen, Leonards mom is a renowned psychiatrist and woman of science. Can you please keep the Bible babble to yourself while shes here?","The floating bodies of drowned sinners, of course.","What did they feed the lions, Mother?"
"Of course not. I love you. Im just embarrassed by the things you believe, do and say.",Are you ashamed of me?,"Listen, Leonards mom is a renowned psychiatrist and woman of science. Can you please keep the Bible babble to yourself while shes here?"
"Oh, Doctor Hofstadter, its so good to see you again.","Hey, look whos here.",Ugh.
"Oh, thank you.","Likewise. I read your paper, it was very impressive.","Oh, Doctor Hofstadter, its so good to see you again."
"Doctor Hofstadter, I want you to meet my mother, Mary.","Thats so sweet, you think I have self-esteem.","Of course I did, but its a mothers job to make sure her childs self-esteem is not dependent on anyones approval."
"Beverly, would you like to see the math I worked out to support our hypothesis?","Oh, you mean this son. Uh, sure, hes terrific.",He did?
"Ooh, good question. Everyone loves stories about Sheldon Cooper, boy genius.","Calm down, dear. Mary, Im curious. When did you first realize that your son had such a remarkable mind?","You mean, my hypothesis. I hypothesized it all by myself."
"Ooh, this is a good one.","Well, I would have to say when he was 13 and tried to build a nuclear reactor in the tool shed.","Ooh, good question. Everyone loves stories about Sheldon Cooper, boy genius."
Tell her about the uranium. Tell her about the uranium.,"Now, the first thing you have to know about Shelly is ever since he was a little boy, he was always concerned with the well-being of others. And he didnt think that it was fair for people to pay for electricity, so he was gonna power the entire town for free.","Ooh, this is a good one."
But I wasnt. Cause I didnt have any friends.,"Oh, well. Oh, this is adorable. When he arranged to get some yellowcake from Chad, I thought he was talking about Twinkies from one of his friends.",Tell her about the uranium. Tell her about the uranium.
I was a handful.,"Oh, he was a handful.",Sounds like Sheldon was a handful.
"Oh, and heres a picture of me receiving my bachelor of science degree.","I do. And some of its wool, so dry flat if possible.","Yes or no, do you have clothes in my laundry right now?"
"Well, I had just begun puberty. It was figuratively and literally one of the hairiest moments of my life.",You dont look very happy.,"Oh, and heres a picture of me receiving my bachelor of science degree."
"Oh, true. But all the clenching in the world will not keep testicles in your abdomen.",Shelly does not like change.,"Well, I had just begun puberty. It was figuratively and literally one of the hairiest moments of my life."
You remember my mother.,"Sorry, I forgot.","Hello. Oh, okay."
"Oh, no, not at all. No, we, uh, found a place online that, uh, repurposes diamond drill bits.","Oh, lovely. Must have been very expensive.","Oh, yeah, let me show you the ring."
"Oh, sure.",We did not. Thats not true. Can I speak to you alone for a second?,"Oh, no, not at all. No, we, uh, found a place online that, uh, repurposes diamond drill bits."
"You mean the box, right?",It came from Tiffanys.,"Oh, sure."
Did I misspeak about the ring?,Really doesnt matter to me how much he spent on the ring. I think.,Keep walking.
Do you mean what marine biologists refer to as super weaning?,"Yes, and well get back to that. But, uh, even with your mother here, you are deliberately hogging all the attention from my mom. Youre like one of those elephant seal pups that steals the milk from two mothers.",Did I misspeak about the ring?
"Well, now I have to correct you. As a bit of an elephant seal buff, the more accurate comparison would be when two mother seals actively seek to nourish the same pup. So I believe the term youre looking for is a double mother suckler.","Yes, you are a super weaner.",Do you mean what marine biologists refer to as super weaning?
"Okay, well, now that we have the terminology straightened out. How dare you.","Yeah, youre right. That is the term Im looking for. You are a dirty double mother suckler.","Well, now I have to correct you. As a bit of an elephant seal buff, the more accurate comparison would be when two mother seals actively seek to nourish the same pup. So I believe the term youre looking for is a double mother suckler."
It is not my fault that your mother likes me better than she likes you.,"Why dont we all stop hitting ourselves and talk about something safe, you know, like shoes or how cute little Chinese babies are.","Well, do it some more. Maybe you can knock some sense into yourself."
"Oh, its all right. Shell forgive you. She has to or she goes to hell.",Im terribly sorry that I upset your mother.,"Youre right. Its time for me to act like an adult in this marriage. Starting with my husbandly duty of taking out the trash. Bernie, I made a mess."
"Well, you doled out affection as a reward for achievement, a proven way to raise a child. Or train a rat.",I cant help but notice how her unconditional love for you is diametrically opposed to my own parenting strategies.,"Oh, its all right. Shell forgive you. She has to or she goes to hell."
"Id feign modesty at this point, but who would believe me? Still, you need to consider how successful Leonards brother and sister are.",But look how well you turned out.,"Well, you doled out affection as a reward for achievement, a proven way to raise a child. Or train a rat."
While my brother and sister are mouth-breathing idiots.,I suppose.,"Id feign modesty at this point, but who would believe me? Still, you need to consider how successful Leonards brother and sister are."
"Perhaps. But my mom made me spaghetti with chopped-up hot dogs whenever I wanted, so who cares?",Do you suppose you wouldve flourished more in a reward-based environment?,While my brother and sister are mouth-breathing idiots.
I taught her that.,"Leonard, I always made you earn my affection, but today I realize that theres more than one way to raise a child.","Oh, really? Thats too bad."
I know. Do you think I should start watching The Flash TV show?,Can you believe its been five years since our first date?,Its a hard-knock life.
"Well, one of the things.",Thats what youre thinking about?,I know. Do you think I should start watching The Flash TV show?
"Yes. I thought, I cant decide if I should watch The Flash TV show. I know, Ill ask Amy. Anyway.",Are any of them me?,"Well, one of the things."
"Youre right, you did kind of kill the mood.",What are you doing?,"Yes. I thought, I cant decide if I should watch The Flash TV show. I know, Ill ask Amy. Anyway."
Excuse me. Starting to watch a television show that might run for years isnt a decision to take lightly. Im wrestling with a big commitment issue here.,"I didnt kill anything. You did, talking about your stupid TV show.","Youre right, you did kind of kill the mood."
"Ironys not really my strong suit. But I have been getting better with sarcasm, if you want to give that a try.","Really? Thats the commitment issue youre wrestling with? Sheldon, do you understand the irony of your fixation on a man with super speed, while after five years all I can get out of you is a distracted make-out session on a couch?",Excuse me. Starting to watch a television show that might run for years isnt a decision to take lightly. Im wrestling with a big commitment issue here.
Whenever youre ready.,"Oh, sure, Id love to.","Ironys not really my strong suit. But I have been getting better with sarcasm, if you want to give that a try."
"Oh, good. Youre here. I need your assistance.",Hey.,"Well, now we know, next time we go to the farmers market, the order is petting zoo first, then buy vegetables."
What happened?,Can it wait until I put a Band-Aid on a goat bite?,"Oh, good. Youre here. I need your assistance."
Been there.,"Oh, your buddy got mugged by some baby farm animals.",What happened?
"Amys mad at me, and Im not clear why.",Mmm. So what do you need help with?,Been there.
Yes.,Okay. Were you talking before she got upset?,"Amys mad at me, and Im not clear why."
"Well, I just asked her if I should start watching the new Flash TV series.",Thats probably it. Whatd you say to her?,Yes.
"Baffling, right? We were necking like a couple of hooligans under the school bleachers. I stopped so I could ask the question. Next thing I know, good-bye, kissy face. Hello, yelly face.",And that made her angry?,"Well, I just asked her if I should start watching the new Flash TV series."
It was. I asked her if she thought I should watch The Flash.,"Well, Sheldon, when youre kissing a girl, she expects the attention to be on her.","Baffling, right? We were necking like a couple of hooligans under the school bleachers. I stopped so I could ask the question. Next thing I know, good-bye, kissy face. Hello, yelly face."
"Oh, no, not just a season. If Im in, Im in for the whole run, even if the quality declines.",Im gonna guess that your main concern is the time commitment of watching an entire season of a new show.,Yeah. Im tapping out. Leonard?
"Yeah. Exactly. You know, I waited ten years to see a guy everyone knows can fly, fly.",I get it. Smallville almost wrecked you.,"Oh, no, not just a season. If Im in, Im in for the whole run, even if the quality declines."
"Oh, not just date night, our fifth anniversary.","Wait, what is wrong with you two? He was talking about television during their date night.","Yeah. Exactly. You know, I waited ten years to see a guy everyone knows can fly, fly."
"If that happens, dont make me wait ten years to watch you eat a tin can.","Okay, see, thats even dumber than you wondering if being bitten by a goat would give you the powers of a goat.","Oh, not just date night, our fifth anniversary."
"No, and Im confused. Its been nearly 24 hours. Amy should have figured out shes wrong by now.",Still havent heard from her?,Yeah. I wish Id fought harder for the rest of em.
Too slow?,"Hey, I dont think shes wrong about you going too slow in the relationship.","No, and Im confused. Its been nearly 24 hours. Amy should have figured out shes wrong by now."
Thats right. Its called foreplay. And I could make the case that you two arent moving forward in your relationship.,"Yeah, youve been going out for years. You havent even slept together.",Too slow?
Hello.,"Uh, hello.",Thats right. Its called foreplay. And I could make the case that you two arent moving forward in your relationship.
"But youve been engaged for over a year now, and you dont even have a wedding date.","No. Sheldon, were getting married.",Hello.
Okay.,"Well, we will. Were just not in a rush.","But youve been engaged for over a year now, and you dont even have a wedding date."
Okay. If you say so.,Were gonna set a date.,Okay.
Okay.,Yeah.,"Yeah, well pick a date when we pick a date."
"Yeah, shut up, Sheldon.","You know, I can see why Amys mad at you.",Okay.
Things are good right now.,"Not in a rush, busy with work","Well, of course I know why. But just for fun, why?"
Outdoor? Oh. I can RSVP no right now.,"Its not just the date. We havent talked about anything. Big wedding, small wedding, indoor, outdoor?","Well, you want a date, pick a date."
Seriously? Airborne worms?,Fine. I want to release butterflies.,Fine. I want black-tie.
You still didnt pick a date.,Great.,Sounds perfect.
Im sorry Ive upset you. I shouldnt have asked so many questions.,"Of ghosts, no. Of you, little bit.","You arent scared, are you?"
"Well, look at that, even when Im causing problems, I make the world a better place. Hey, next, why dont we tackle your penchant for whining and Pennys love of the ol glug-glug?","Yeah, maybe its good you got us talking about this stuff.","No, its okay."
"Ah, well, very well. So does this mean youll finally pick a wedding date?","Uh, Sheldon, I think were good for now.","Well, look at that, even when Im causing problems, I make the world a better place. Hey, next, why dont we tackle your penchant for whining and Pennys love of the ol glug-glug?"
"So youre never getting married? Its his whining, isnt it?",Here we go again. Why is everyone so concerned with us setting a date? Were committed to each other. Were happy. A ceremony isnt gonna change anything.,"Ah, well, very well. So does this mean youll finally pick a wedding date?"
Its amusing that he doesnt hear it.,"Sheldon, Im not a whiner.","So youre never getting married? Its his whining, isnt it?"
"My aunt and uncle were married 63 years. Towards the end, it was like watching cheese melt.","Yeah, but well be old and gross together.","Ew, 50? Well be old and gross."
After all these years. Im really happy for the two of you.,Im in. Lets do it.,Vegas isnt that far away.
Now get out of my spot.,Thanks.,"Oh, thank you."
"Hello. Listen, Ive been thinking a lot about relationships and how difficult they can be, and I think",Hello.,"Ha-ha, dont push it."
Strongly disagree. Go on.,"Ive been thinking about them, too, Sheldon. Being your girlfriend is so challenging. Emotionally, physically. Ive been incredibly patient for years.","Hello. Listen, Ive been thinking a lot about relationships and how difficult they can be, and I think"
Oh.,"Okay, well, this isnt easy to say, because I love you, but I need some time to take a step back and re-evaluate our situation.",Strongly disagree. Go on.
Okay.,I hope you understand.,Oh.
"Leonard, have you gotten married yet?","Aw. Thats exactly what you said the first time we slept together.  Oh, excuse me. Sheldon. Hey.","No. No, I want to. Look, weve put this off long enough. Lets do it."
Good. Dont do it.,No. Why?,"Leonard, have you gotten married yet?"
"Some important new information has come to light. Women are the worst. I thought it was paper cuts, but I was wrong. No piece of paper ever cut me this deep.",Why not?,Good. Dont do it.
Amy has ended our relationship.,What happened now?,"Some important new information has come to light. Women are the worst. I thought it was paper cuts, but I was wrong. No piece of paper ever cut me this deep."
Is Penny crying?,She did?,Amy broke up with Sheldon.
"No, of course not. They thrive on our suffering.",No.,Is Penny crying?
"Yes. If I ever talk about going out with a girl again, roll your eyes at me like I do to you when you say dumb things.","Buddy, Im so sorry. Is there anything I can do?","No, of course not. They thrive on our suffering."
Whatever.,"Sheldon, uh, okay, just because youre going through this with Amy doesnt mean that all women are bad.","Yes. If I ever talk about going out with a girl again, roll your eyes at me like I do to you when you say dumb things."
Why did I just hear Amys name?,"Amy, dont be like that.",Wow. Hope I can catch the bouquet from here.
"Did she say anything about me? Never mind. I dont care. Well, if you care, you can find out and tell me. Just dont be shocked when you find out that I dont care.",Pennys on the phone with her.,Why did I just hear Amys name?
Amys upset? Is it about me?,"Shes upset. Look, its gonna be a great wedding. Look at you in your little suit.",Hey.
"Your marriage is causing her pain? Yeah, great, I take it back. Go ahead and do it. Yay for love.","No, I think its because were eloping.",Amys upset? Is it about me?
Hello.,"Your marriage is causing her pain? Yeah, great, I take it back. Go ahead and do it. Yay for love.","No, I think its because were eloping."
"When last we spoke, you said you needed time.",Oh. What are you doing here?,Hello.
"The Lord of the Rings trilogy was nearly 11 hours. I made you watch that, you said it was an eternity.","Well, its only been 11 hours.","When last we spoke, you said you needed time."
Very well. You seem to be headed somewhere. May I walk with you?,"Sheldon, when Im ready to talk, Ill let you know.","The Lord of the Rings trilogy was nearly 11 hours. I made you watch that, you said it was an eternity."
"Boy, Im glad were going out again.",Sure.,Very well. You seem to be headed somewhere. May I walk with you?
"Why? Is there someone else? Just couldnt wait for that first notch on your bedpost, could you?",Were not back together.,"Boy, Im glad were going out again."
And whos this guy youre taking?,"If you must know, Im going to Howard and Bernadettes to watch the wedding.","Why? Is there someone else? Just couldnt wait for that first notch on your bedpost, could you?"
"Oh, youre going to a wedding alone? Thats sad.",Theres no guy.,And whos this guy youre taking?
"Your friends? Well, I think you mean my friends. And why wasnt I invited to this?",Im not gonna be alone. Ill be with my friends.,"Oh, youre going to a wedding alone? Thats sad."
We make everyone feel awkward. Thats our thing.,Maybe because the two of us being there would make them feel awkward.,"Your friends? Well, I think you mean my friends. And why wasnt I invited to this?"
I didnt want to come in. I was told it would make everyone feel uncomfortable. So Ill just stay out here and pretend that I dont have to go to the bathroom.,"For Gods sake, Sheldon, what are you doing?","Hey, its a true story. I dont need the third degree."
I see. And is that why everybody was invited but me?,"Sheldon, you being here might not be making things better.",Im on it.
"Raj, youre probably wondering why Amy and I arent showing any affection to one another.",Were good.,"No, thank you."
"Well, you should know that she recently broke up with me.",Didnt even crack the top ten.,"Raj, youre probably wondering why Amy and I arent showing any affection to one another."
You hear that? Raj is devastated.,Im sure you guys will figure something out.,I said I needed time to think.
"I see whats happening. Sides are forming. Well, if Bernadettes on Amys team, I pick Howard.","Sheldon, shh. The weddings starting.",You hear that? Raj is devastated.
"Fine, I guess Im stuck with Raj.",Im not taking sides.,"I see whats happening. Sides are forming. Well, if Bernadettes on Amys team, I pick Howard."
"Amy, I dont understand, are we broken up or not? Its like you cant make up your mind.","No, we totally won.","Yeah. I mean, not like our wedding beautiful."
"Well, you should think fast, because men can sire offspring their entire lives, but those eggs youre toting around have a sell-by date.",Its because youre not giving me any space to think.,"Amy, I dont understand, are we broken up or not? Its like you cant make up your mind."
Will someone take me home?,Amy.,"You know what, Sheldon, youve made this really easy. Youre immature, youre selfish, you just insulted me to my face. I dont need any more time to think. Were broken up."
"Hello, Mother.","No, of course not. Okay, look, instead of fighting, why dont we dim the lights, um, get naked and make a baby? I was trying to lighten the mood. Its not easy. You try it.","Oh, okay. So youre saying this is my fault?"
I just wanted to let you know that you can remove Amy from your nightly prayers. Unless youre open to praying for a beehive to fall on her head.,Shelly! Hows my baby doing?,"Hello, Mother."
She broke up with me.,"Oh, whats going on?",I just wanted to let you know that you can remove Amy from your nightly prayers. Unless youre open to praying for a beehive to fall on her head.
"No, Ill be okay. But I think that Id like to send the ring back to you.","Oh, Shelly.",She broke up with me.
Its over for me. Im done with women. Like when I swore off Pop Rocks. They both hurt you on purpose.,"Well, lets not be hasty. Are you sure its over for good?","No, Ill be okay. But I think that Id like to send the ring back to you."
Are you going to say its all part of Gods plan?,You want to tell me what happened?,Its over for me. Im done with women. Like when I swore off Pop Rocks. They both hurt you on purpose.
"Then no, thank you.",Good chance.,Are you going to say its all part of Gods plan?
Wasnt Mary Magdalene a woman of ill repute?,"Well, honey, dont send it back yet. Your sisters married, and Im not letting your brother give my grandmothers ring to that whore hes dating.","Then no, thank you."
"Wow. Well, marriage must agree with you. Well, you are just glowing.","Okay, listen, I may not have been entirely faithful, but you, you are not easy to lift.","I thought I was okay, but it turns out Im not."
"Well, whatever it is, it agrees with you.",Im not glowing. Im upset.,"Wow. Well, marriage must agree with you. Well, you are just glowing."
"Knock, knock, knock, Penny? Knock, knock, knock, Penny? Knock, knock, knock, Penny?","Well, whatever it is, it agrees with you.",Im not glowing. Im upset.
"Leonard told me what happened, so I took it upon myself to make you a hot beverage.",Whats this?,"Knock, knock, knock, Penny? Knock, knock, knock, Penny? Knock, knock, knock, Penny?"
"Yeah. I know. Turns out, being sweet isnt enough to keep a girl these days. I blame Madonna.",Oh. Thats so sweet of you.,"Leonard told me what happened, so I took it upon myself to make you a hot beverage."
"Well, Im sorry about Leonard. Thought I raised him better than that.",Im sorry to hear about you and Amy.,"Yeah. I know. Turns out, being sweet isnt enough to keep a girl these days. I blame Madonna."
He does? Who is it?,"You know, its bad enough what happened, but then he tried to hide the fact that he sees her all the time at the university.","Well, Im sorry about Leonard. Thought I raised him better than that."
Mandy Chao?,Some girl named Mandy.,He does? Who is it?
"Oh, you dont need to worry about her. Shes brilliant and attractive. She can do way better",Yeah.,Mandy Chao?
"Wait a minute. I know this may sound far fetched, but Im on the market now. You know, if I dated Mandy, that would teach both Leonard and Amy a lesson.",Thats great.,"Oh, you dont need to worry about her. Shes brilliant and attractive. She can do way better"
"Oh, youre right. I could never be with a woman whose self-esteem was so low shed be with Leonard.",Thats ridiculous.,"Wait a minute. I know this may sound far fetched, but Im on the market now. You know, if I dated Mandy, that would teach both Leonard and Amy a lesson."
"Yeah, I know. Forever. Who would have believed these things would happen to us?",Im with Leonard.,"Oh, youre right. I could never be with a woman whose self-esteem was so low shed be with Leonard."
Hang on. You knew that she was going to end it with me? Did you try and stop her?,Right? I cant believe Amy actually went through with it.,"Yeah, I know. Forever. Who would have believed these things would happen to us?"
Do what makes her happy? She plays the harp and her car is paid for. How much happier can she be?,I told her to be true to herself and do what makes her happy.,Hang on. You knew that she was going to end it with me? Did you try and stop her?
"I see. Well, I think Ill be going.","Okay, look, its not my fault that she thought you were a bad boyfriend.",Do what makes her happy? She plays the harp and her car is paid for. How much happier can she be?
"No, no, no, no. We are done here. Would you mind opening the door and then angrily slamming it behind me?",Sheldon.,"I see. Well, I think Ill be going."
"Thank you. And slam it hard, because I am pretty steamed.",Sure.,"No, no, no, no. We are done here. Would you mind opening the door and then angrily slamming it behind me?"
