response,context/0,context/1,context/2,context/3,context/4
Bees make honey and jelly? Huh. How come nothing humans make taste good? Help! I can't swim in jelly as far as I know!,Royal jelly. They feed it to the queen.,Hey what's this goop?,We found it! The honey comb hideout!,Ew!,"Uh, couldn't make that out. Too much static!"
Leela! Stop bonding and lets go! I got jelly in my underpants!,Look! It's a baby queen! Aww she's so cute! You adorable wittle itty bitty fuzzy wuzzy -,Bees make honey and jelly? Huh. How come nothing humans make taste good? Help! I can't swim in jelly as far as I know!,Royal jelly. They feed it to the queen.,Hey what's this goop?,We found it! The honey comb hideout!
We made it! We're alive!,I'm back baby!,Good luck Bender!,This is where we distinguish ourselves from the last crew. Activate emergency high speed self contained escape pack crisis response unit! Quick!,"You try keeping your figure after 10,000 kids!",He insulted our fat queen!
Leela we got lucky this time but you should be more careful. I don't want anything to happen to you.,Burn on that old crew! The only things they did better than us were suck and die!,We made it! We're alive!,I'm back baby!,Good luck Bender!,This is where we distinguish ourselves from the last crew. Activate emergency high speed self contained escape pack crisis response unit! Quick!
Look out! You want her you'll have to go through me.,"Thanks, but I can look out for myself. Frankly I can smell danger a mile away.",Leela we got lucky this time but you should be more careful. I don't want anything to happen to you.,Burn on that old crew! The only things they did better than us were suck and die!,We made it! We're alive!,I'm back baby!
Leela?,They say a spoonful of space honey helps ease the pain. It's good. I feel funny. Haha funny!,Farewell from the world of tomorrow!,All those times I said Kill all humans I'd always whisper except one. And Fry was that one. And I never told him so.,Him do good snu-snu.,This makes me the oldest member of my family.
"Nope, I'm better than ever. Before the accident I couldn't do this!",Fry? I thought you were dead.,Leela?,They say a spoonful of space honey helps ease the pain. It's good. I feel funny. Haha funny!,Farewell from the world of tomorrow!,All those times I said Kill all humans I'd always whisper except one. And Fry was that one. And I never told him so.
Then I'll prove I'm alive! By telling you something only I could know. There's a surprise for you in my locker. I got it at a Swedish novelty shop before we left.,Impressive! But it does sorta support my You-Are-Dead theory.,"Nope, I'm better than ever. Before the accident I couldn't do this!",Fry? I thought you were dead.,Leela?,They say a spoonful of space honey helps ease the pain. It's good. I feel funny. Haha funny!
Sure. There's just one thing I want you to.,It's too beautiful to open! Can I open it?,Then I'll prove I'm alive! By telling you something only I could know. There's a surprise for you in my locker. I got it at a Swedish novelty shop before we left.,Impressive! But it does sorta support my You-Are-Dead theory.,"Nope, I'm better than ever. Before the accident I couldn't do this!",Fry? I thought you were dead.
I want you to wake up.,What?,Sure. There's just one thing I want you to.,It's too beautiful to open! Can I open it?,Then I'll prove I'm alive! By telling you something only I could know. There's a surprise for you in my locker. I got it at a Swedish novelty shop before we left.,Impressive! But it does sorta support my You-Are-Dead theory.
"Hi Leela! I'm just gonna keep talking, even if you can't hear me. Blah blah blah, blah blah blah blah blah.","No no, no one's saying that! But I'm certainly thinking it loudly.",Are you saying I'm going crazy?,Easy! He told you about it before he died! And your grief roasted mind blocked it out.,"But, my dream. Your science can't unprove that! How could I have know the gift was in Fry's locker?","No. According to this gizmometer, Fry is dead and nothing can bring him back! Remarkable."
Oh yeah? Could a dream take you dancing in an illusion garden?,"Shut up, I can hear you. The Professor says you're just a dream.","Hi Leela! I'm just gonna keep talking, even if you can't hear me. Blah blah blah, blah blah blah blah blah.","No no, no one's saying that! But I'm certainly thinking it loudly.",Are you saying I'm going crazy?,Easy! He told you about it before he died! And your grief roasted mind blocked it out.
Then what if we shared a sleigh ride across the ice fields of Hiperia?,"Well yes, technically. It's still very sweet of you.",Oh yeah? Could a dream take you dancing in an illusion garden?,"Shut up, I can hear you. The Professor says you're just a dream.","Hi Leela! I'm just gonna keep talking, even if you can't hear me. Blah blah blah, blah blah blah blah blah.","No no, no one's saying that! But I'm certainly thinking it loudly."
"Here, take my jacket. You look a little cold.",Oh Fry you must be alive! I've never been treated so romantically by my own imagination before!,Then what if we shared a sleigh ride across the ice fields of Hiperia?,"Well yes, technically. It's still very sweet of you.",Oh yeah? Could a dream take you dancing in an illusion garden?,"Shut up, I can hear you. The Professor says you're just a dream."
You can. All you have to do is wake up.,Thank you. It's all so beautiful I forgot how many hundreds of degrees zero it must be. I just wish I could convince the others you're alive.,"Here, take my jacket. You look a little cold.",Oh Fry you must be alive! I've never been treated so romantically by my own imagination before!,Then what if we shared a sleigh ride across the ice fields of Hiperia?,"Well yes, technically. It's still very sweet of you."
Why and I sticky and naked? Did I miss something fun?,"One spoonful to calm me down. OK, I've got a pretty good calm going! Two spoonfuls to help me sleep. Uh oh, still awake. I guess one more spoonful couldn't hurt. Oh my gosh! I'd better get a sponge! Fry? Is that you? I don't need a sponge!",Never!,"One spoonful calms you down, two spoonfuls help you sleep, but three spoonfuls, you'll go into a sleep and never wake up! Never!",You've been taking space honey? Be careful you purple haired imbecile!,I need to calm down. I'd better take some more of that space honey.
Neat!,"Yes Bender, thank you. In short, the various fluids Fry left in the couch caused the royal jelly to regenerate his entire being!",And blood! Don't forget about Fry's blood!,"Incredible! According to the gizmometer, Fry touched the royal jelly in the space hive, leaving an imprint of his DNA and brainwaves. Then, when it spilled on the couch, it recombined with trace amounts of Fry's hair and skin -",Why and I sticky and naked? Did I miss something fun?,"One spoonful to calm me down. OK, I've got a pretty good calm going! Two spoonfuls to help me sleep. Uh oh, still awake. I guess one more spoonful couldn't hurt. Oh my gosh! I'd better get a sponge! Fry? Is that you? I don't need a sponge!"
Me too.,"Fry, I'm so glad I didn't kill you.",I should warn you: I'm a mean drunk.,This is great! My buddy's alive and his credit cards are valid again! Lets go get hammered!,Neat!,"Yes Bender, thank you. In short, the various fluids Fry left in the couch caused the royal jelly to regenerate his entire being!"
"Uh, not everything.",Feeling responsible for your death was driving me mad. But now everything is alright.,Me too.,"Fry, I'm so glad I didn't kill you.",I should warn you: I'm a mean drunk.,This is great! My buddy's alive and his credit cards are valid again! Lets go get hammered!
You have to wake up.,What? What do you mean?,"Uh, not everything.",Feeling responsible for your death was driving me mad. But now everything is alright.,Me too.,"Fry, I'm so glad I didn't kill you."
"Leela! No! Listen to me, you don't want to lie in bed like a vegetable and do nothing the rest of your life. I've tried it. Bedsores hurt!","OK, I'm insane! But I'm still sane enough to know it. The only time I feel alright is in my dreams. With you. Three spoonfuls. Then I can dream forever. One. Two Here goes. Goodbye waking world.",You killed Fry!,Stop it! Stop it!,What happened? Why am I in my apartment?,"OK, it's just an ordinary coffin. Containing my ordinary dead friend, who I killed."
Fight it!,Then what am I s'posed to do?,"Leela! No! Listen to me, you don't want to lie in bed like a vegetable and do nothing the rest of your life. I've tried it. Bedsores hurt!","OK, I'm insane! But I'm still sane enough to know it. The only time I feel alright is in my dreams. With you. Three spoonfuls. Then I can dream forever. One. Two Here goes. Goodbye waking world.",You killed Fry!,Stop it! Stop it!
You can! The Leela I know doesn't give up this easily.,I can't!,Fight it!,Then what am I s'posed to do?,"Leela! No! Listen to me, you don't want to lie in bed like a vegetable and do nothing the rest of your life. I've tried it. Bedsores hurt!","OK, I'm insane! But I'm still sane enough to know it. The only time I feel alright is in my dreams. With you. Three spoonfuls. Then I can dream forever. One. Two Here goes. Goodbye waking world."
I don't know if you can hear me Leela but there's something I wanna tell you. I love you.,OK. I'll try. Go away!,You can! The Leela I know doesn't give up this easily.,I can't!,Fight it!,Then what am I s'posed to do?
Just wake up Leela. Please. Just wake up.,I'm so scared Fry I don't know what to do.,I don't know if you can hear me Leela but there's something I wanna tell you. I love you.,OK. I'll try. Go away!,You can! The Leela I know doesn't give up this easily.,I can't!
Just wake up. Please. Just wake up Leela.,I don't understand what you mean!,Just wake up Leela. Please. Just wake up.,I'm so scared Fry I don't know what to do.,I don't know if you can hear me Leela but there's something I wanna tell you. I love you.,OK. I'll try. Go away!
Leela! You're awake!,Fry. You're alive!,Just wake up. Please. Just wake up Leela.,I don't understand what you mean!,Just wake up Leela. Please. Just wake up.,I'm so scared Fry I don't know what to do.
In the hospital. The ambulance brought you here right after the bee stung you.,Of course I'm awake. You wouldn't stop waking me. Where am I?,Leela! You're awake!,Fry. You're alive!,Just wake up. Please. Just wake up Leela.,I don't understand what you mean!
Stinger went right through me and you got all the poison. My new spleen came from a guy who liked to motorcycle.,But the bee stung you. It barely touched me.,In the hospital. The ambulance brought you here right after the bee stung you.,Of course I'm awake. You wouldn't stop waking me. Where am I?,Leela! You're awake!,Fry. You're alive!
"I though that if you heard a familiar voice, it might help keep your mind together. But, who knows if it really got through.","And he talked non-stop, like a parrot of the sea he was.",Two weeks. Fry never left your side for a minute.,Really? How long was I out?,The doctor said you'd never wake up.,You were in the best coma I've ever seen!
"I know you've rejected me a lot before but frankly I wasn't sure we were right for each other either, but now I am! So how 'bout a date tonight?","By Bill Odenkirk Transcribed by Dave, The Neutral Planet",FUTURAMA,It got through Fry. It got through.,"I though that if you heard a familiar voice, it might help keep your mind together. But, who knows if it really got through.","And he talked non-stop, like a parrot of the sea he was."
"C'mon Leela, what's the real reason you won't go out with me?",": Sorry I think I, um, I think I left my toaster on.","I know you've rejected me a lot before but frankly I wasn't sure we were right for each other either, but now I am! So how 'bout a date tonight?","By Bill Odenkirk Transcribed by Dave, The Neutral Planet",FUTURAMA,It got through Fry. It got through.
"So, will you go out with me?",No spluh! Why do you think I'm sitting over here in the stink-free zone?,"Look, I'm embarrassed to admit this but you forced me to. I can't go out tonight because ......I have sweaty boot rash!","C'mon Leela, what's the real reason you won't go out with me?",": Sorry I think I, um, I think I left my toaster on.","I know you've rejected me a lot before but frankly I wasn't sure we were right for each other either, but now I am! So how 'bout a date tonight?"
Whatever's in there it's the only thing I've ever wanted.,"I don't care. Listen well: No matter what happens, no matter how great your curiosity, you are forbidden to look in this box. Forbidden! Pretty tantilising though!",Ow! You hurt my collater!,No peeking! I don't know what's in there but I'm sure our minds would be unable to comprehend -,So what's in the box already?,Yes yes!
Let's just forget about the box. The Professor said to stay away.,Whatever.,Right! If they try to look in the box.,"Scram you lousy green snakes! Here Leela, take this and use it to shoot those guys.",In my experience boxes are usually empty. Or maybe with a little cheese stuck to the top. And one time pepperoni! What a day that was! Give me the box!,Whatever's in there it's the only thing I've ever wanted.
No.,"Fry, how can you be so naive? He was joking. Get it?",Let's just forget about the box. The Professor said to stay away.,Whatever.,Right! If they try to look in the box.,"Scram you lousy green snakes! Here Leela, take this and use it to shoot those guys."
Ow it's hot! The butter in my pocket is melting!,That's what makes it so funny! OK he wasn't joking now shut up and follow me.,No.,"Fry, how can you be so naive? He was joking. Get it?",Let's just forget about the box. The Professor said to stay away.,Whatever.
Tangled up Christmas lights! We can take shifts untangling them!,We thank you Bender for the gift we are about to receive!,Ow it's hot! The butter in my pocket is melting!,That's what makes it so funny! OK he wasn't joking now shut up and follow me.,No.,"Fry, how can you be so naive? He was joking. Get it?"
"Leela, what have you done?",Ouch! My lawyer will hear about this!,"Well, I got through the night and no one looked in the box. Not even me. The person who gave up her whole evening to watch it. A whole evening of TV gone. What a mockery of justice it is that I can't take even a little tiny peek! I need coffee. OK. Heads I look, tails I don't. Oh yeah! Heads! I mean - alright then! No. I have a duty not to look. But then again, I promised the coin I would. Oh it's deep. Deeper than a small box should be.",That oughta keep those dopes occupied. I can guard the real box in peace now that no one's curious about it.,Unlabled booze! Widemouth too!,Tangled up Christmas lights! We can take shifts untangling them!
I mean your hair. It's all different-y.,Nothing. What do you mean why was I looking in the box?,"Leela, what have you done?",Ouch! My lawyer will hear about this!,"Well, I got through the night and no one looked in the box. Not even me. The person who gave up her whole evening to watch it. A whole evening of TV gone. What a mockery of justice it is that I can't take even a little tiny peek! I need coffee. OK. Heads I look, tails I don't. Oh yeah! Heads! I mean - alright then! No. I have a duty not to look. But then again, I promised the coin I would. Oh it's deep. Deeper than a small box should be.",That oughta keep those dopes occupied. I can guard the real box in peace now that no one's curious about it.
It's some guy wearing a Leela costume! Get him!,"No, that's how you always look. This throws my entire perception of reality into question. Clone? Robot? Or long lost twin? Taking all bets! I also offer video poker!",I didn't dye my hair. This is how I always look.,"Leela? Oh, there's a woman for you! Always dying her hair instead of not looking in a box.",You know it! Large and in charge!,Bender? Is that you?
You shut up sir.,Hold it! You have this all wrong. I just fell into the box and then I fell out somehow.,It's some guy wearing a Leela costume! Get him!,"No, that's how you always look. This throws my entire perception of reality into question. Clone? Robot? Or long lost twin? Taking all bets! I also offer video poker!",I didn't dye my hair. This is how I always look.,"Leela? Oh, there's a woman for you! Always dying her hair instead of not looking in a box."
Am not!,"No wait, I've got it! I know what's in the box. Oh I've been as dumb as Fry!",You shut up sir.,Hold it! You have this all wrong. I just fell into the box and then I fell out somehow.,It's some guy wearing a Leela costume! Get him!,"No, that's how you always look. This throws my entire perception of reality into question. Clone? Robot? Or long lost twin? Taking all bets! I also offer video poker!"
Oh wow. It's like that drug trip I saw in that movie when I was on that drug trip.,Come out of your universe with your hands up!,I tell you they're not evil. But don't be confused. They are jerks.,Leela? The good Leela. I want you to snoop around the other universe and find out how evil they are. Here.,Oh this is awful. Somewhere there's a Bender more evil than me. I do my best dammit!,Oh you'd like us to believe that wouldn't you Leela? Or should I say Eveela?
Yeah!,"Hey, why can't we be universe A?",This is getting confusing. Why don't we call our universe Universe A and this universe Universe B?,"While I, in a simultaineous blunder created a box containing your universe.",Let's recap what's happened so far. As you can see I accidentally created a box containing your universe.,"Now now, perfectly symmetrical violence never solved anything."
"We called it first. Besides, this place kinda feels like a B y'know?",We want the best letter!,Yeah!,Yeah!,"Hey, why can't we be universe A?",This is getting confusing. Why don't we call our universe Universe A and this universe Universe B?
"Or The Mongooses, that's a cool team name. The Fighting Mongooses!","Alright, you can be crummy universe A. And we'll be universe 1!","We called it first. Besides, this place kinda feels like a B y'know?",We want the best letter!,Yeah!,Yeah!
Oh no no no. We're married.,You guys are dating?,"Um, can Fry and I watch our parallel selves together? We have plans tonight.",And you all do the same!,"In any case, I've hidden the box and it will remain hidden unitil I'm convinced you're not evil! Everyone, keep an eye on your evil counterpart.",You heard me!
Funny story. I asked Leela out a million times and she just kept rejecting me.,"So Fry, Leela, how'd you two get together?",I am not evil!,"Is that not pink nail polish? The Professor's right, you are evil! And shallow!","I'm not imaginary, I'm parallel! We're exactly the same, right down to the - Splech! Is that pink nail polish?",This is so great! I always wanted an imaginary friend!
"Oh man, you never heard such excuses! But, like a dope, I believed her. Looking back on it now it's kinda funny!",I'd make up things like I have sweaty boot-rash or I have to meet the President!,Funny story. I asked Leela out a million times and she just kept rejecting me.,"So Fry, Leela, how'd you two get together?",I am not evil!,"Is that not pink nail polish? The Professor's right, you are evil! And shallow!"
"It sure is, right Leela? Funny. Ha ha ha ha!","Oh man, you never heard such excuses! But, like a dope, I believed her. Looking back on it now it's kinda funny!",I'd make up things like I have sweaty boot-rash or I have to meet the President!,Funny story. I asked Leela out a million times and she just kept rejecting me.,"So Fry, Leela, how'd you two get together?",I am not evil!
You mean you flipped the coin too? And it was tails? So that's why you said you had to meet that ghost.,I flipped a coin. It came up heads and we went out.,Oh Lord!,Then one night when Fry asked me out the only excuse I could think of involved ghosts. I knew he wouldn't buy it so I did what I always do in those situations.,"It sure is, right Leela? Funny. Ha ha ha ha!","Oh man, you never heard such excuses! But, like a dope, I believed her. Looking back on it now it's kinda funny!"
"One year later I gave Leela a diamond scrunchy, and we were married.",You really missed out on something Leela. That date was magical.,You mean you flipped the coin too? And it was tails? So that's why you said you had to meet that ghost.,I flipped a coin. It came up heads and we went out.,Oh Lord!,Then one night when Fry asked me out the only excuse I could think of involved ghosts. I knew he wouldn't buy it so I did what I always do in those situations.
One year later I got beat up at a Neil Diamond concert by a guy named Scrunchy!,Woo!,"One year later I gave Leela a diamond scrunchy, and we were married.",You really missed out on something Leela. That date was magical.,You mean you flipped the coin too? And it was tails? So that's why you said you had to meet that ghost.,I flipped a coin. It came up heads and we went out.
Well? Is that your universe in there?,No. We must attempt to create another box containing our universe! Doy!,Is it a kind of hairspray?,Now don't give up yet you cry babies. The box is gone but we still have one preposterously slim hope.,Dooooomed!,Our universe is doomed!
Nope. Too cold.,Well? Is that your universe in there?,No. We must attempt to create another box containing our universe! Doy!,Is it a kind of hairspray?,Now don't give up yet you cry babies. The box is gone but we still have one preposterously slim hope.,Dooooomed!
"Yo, did two shellfish in scrubs go by?",We didn't see anything.......ever!,Hello? Did you see two smelly lobsters?,"We'll have to search a universe. Everyone, grab a length of wire first so you can find your way back.",Splug! Which one did they go into?,Grab them!
Hell no.,"Yo, did two shellfish in scrubs go by?",We didn't see anything.......ever!,Hello? Did you see two smelly lobsters?,"We'll have to search a universe. Everyone, grab a length of wire first so you can find your way back.",Splug! Which one did they go into?
"There but for the flip of a coin go we. So uh Leela, seeing how the universe wasn't destroyed, you wanna catch an ape fight? Y'know? Together?",So long your majesty!,ZOIDBERG,OK.,Hermes don't press that button!,Hurry! Back to Universe A!
So? Heads or tails?,"Well, I guess you deserve one more flip.","There but for the flip of a coin go we. So uh Leela, seeing how the universe wasn't destroyed, you wanna catch an ape fight? Y'know? Together?",So long your majesty!,ZOIDBERG,OK.
"That's it! I'm getting a hundred cups of coffee! Starting now. Coffee machine, one cup of coffee please.","Shmeesh! It's just 300 bucks, what is that, like a hundred cups of coffee?","Hey, cut it out! Go away! Get away from me!","A fortune it is! At last, Zoidberg will live like a rich man!",Scruffy's gonna get himself one of them 300 haircuts. This ones lost it's pizazz!,I'm well aware of that.
"Uh, I'll have a coffee.",I don't know you well enough to get into that. 300 please. Noon tomorrow. If you're late you only get to tread water in the scallop tank.,Then why'd you become a whale biologist?,Well you asked the right guy! I'm the whale biologist! Though personally I hate whales. Espeically Mushu.,I'd like a pass to swim with Mushu please.,Ow!
Whale please.,"Guppy, trout, mermaid or -","Uh, I'll have a coffee.",I don't know you well enough to get into that. 300 please. Noon tomorrow. If you're late you only get to tread water in the scallop tank.,Then why'd you become a whale biologist?,Well you asked the right guy! I'm the whale biologist! Though personally I hate whales. Espeically Mushu.
Yeah yeah yeah keep it comin' put the pot down get away!,Freshen your coffee sir?,Scruffy's formulated a plan. But you'll need a ready source of nausiatin' rotten fish.,"Hmm, this may seem like a huge coincidence but I happen to have it in with that whale!","To induce vomitting, that was the solution! Everywhere it went! What a Valentine's Day that was!","Hey, it is kinda like that!"
This isn't Yemeni! It's Sulowesi! And the cup's shaking I don't want my coffee shaking!,So far so good. Where's Kif?,Pee-yew! This fish is slightly too rotten to even make jambolaya!,Grand theft tobacco. Sounds like we should get off our fat cop asses and ride!,You see that?,Le Grand Cigar! She's mine! And with absolutely no consequences!
Of course I've been up all night! Not because of caffine it was insomnia I couldn't stop thinking about coffee I need a nap. Coffee time!,You seem a tad wound up buddy. And your face is greasy! Real greasy. You been up all night?,This isn't Yemeni! It's Sulowesi! And the cup's shaking I don't want my coffee shaking!,So far so good. Where's Kif?,Pee-yew! This fish is slightly too rotten to even make jambolaya!,Grand theft tobacco. Sounds like we should get off our fat cop asses and ride!
Fancy cigar why don't you smoke it already? Puff puff go go go go go!,Ah! Mighty fine smokable!,Of course I've been up all night! Not because of caffine it was insomnia I couldn't stop thinking about coffee I need a nap. Coffee time!,You seem a tad wound up buddy. And your face is greasy! Real greasy. You been up all night?,This isn't Yemeni! It's Sulowesi! And the cup's shaking I don't want my coffee shaking!,So far so good. Where's Kif?
Coffee coffee coffee coffee coffee coffee coffee coffee coffee coffee!,We're trapped my sweet hippopotamus!,It's on fire!,Everyone! To the fire door!,Leela! My precious rock tub! I'll save you!,The loot! The loot! The loot is on fire!
"By Ron Weiner Transcribed by Dave, The Neutral Planet",FUTURAMA,All right! Closure!,There he is!,"Speaking of which, my story kinda peetered out without me learning a lesson!",Oh my yes!
Shh! What was that sound?,Oh Lord. Hiking is always such a strain on the buttocks.,"By Ron Weiner Transcribed by Dave, The Neutral Planet",FUTURAMA,All right! Closure!,There he is!
I meant the sound Bigfoot just made. He's been sighted a lot in this area recently. Just last week a blind hiker felt him!,"It wasn't a bird's nest falling. That sounds like this. Aww, they're so cute when they're scared!",Shh! What was that sound?,Oh Lord. Hiking is always such a strain on the buttocks.,"By Ron Weiner Transcribed by Dave, The Neutral Planet",FUTURAMA
"Of course I do! Bigfoot's my hero. Growing up, he was the celebrity I most identified with.",Don't tell me you actually believe in Bigfoot you blathering ninny-hammer!,I meant the sound Bigfoot just made. He's been sighted a lot in this area recently. Just last week a blind hiker felt him!,"It wasn't a bird's nest falling. That sounds like this. Aww, they're so cute when they're scared!",Shh! What was that sound?,Oh Lord. Hiking is always such a strain on the buttocks.
'Cause he was a loner who hated the popular monsters yet longed to be one.,Why?,"Of course I do! Bigfoot's my hero. Growing up, he was the celebrity I most identified with.",Don't tell me you actually believe in Bigfoot you blathering ninny-hammer!,I meant the sound Bigfoot just made. He's been sighted a lot in this area recently. Just last week a blind hiker felt him!,"It wasn't a bird's nest falling. That sounds like this. Aww, they're so cute when they're scared!"
I get it!,Hey I'm Ranger Park the park ranger.,"Nah, I'm comfy out here under the stars. Real comfy!","Bender, if you want to sleep in the tent tonight, you're welcome to join me and Hermes for a little just friends spooning.",Ahh!,"Ugh, enough emotions! This isn't a fat camp for God sake. Though you wouldn't know it from looking."
That proves it!,Now since this area's a National Bigfoot Reserve we'll start with a short film about Bigfoot while I make a few phonecalls.,I get it!,Hey I'm Ranger Park the park ranger.,"Nah, I'm comfy out here under the stars. Real comfy!","Bender, if you want to sleep in the tent tonight, you're welcome to join me and Hermes for a little just friends spooning."
"Sir, if I may, why don't you set up like a billion video cameras in the woods and see if he walks by one.",Ohh...,What you saw was Bigfoot the monster truck. But thanks for a great question.,Oh! I saw Bigfoot crushing cars at the county fair!,Eh he's gone. He says you should keep wasting your life though.,Where?
You doin' alright out there buddy?,Goodnight Hubert.,Goodnight.,Goodnight employess.,The sky out here is amazing. Look at all those satellites.,Up your face! Everybody do the Bender!
Bigfoot? Bigfoot?,"Who's that? A wolf? Or some kind of boogen? Oh God I wish I was safe inside a tent. Fry, Fry wake up! It's me! Bigface!",Better than these gnats! That guy won't be goin' home to his kids!,You doin' alright out there buddy?,Goodnight Hubert.,Goodnight.
"Bigfoot? Is that you? I'm not like the others Bigfoot. I see through your monster coatings to the gentle loner inside. I bet you have a wounded racoon friend that you tenderly nurse back to health and go......and in the end they shoot you. But you teach us about things. Oh, it's a flying saucer. Excuse me? You can't park here. The parking area's over there. Wow nice tube! Hey. Hey what's the big idea? Stop abducting me. Why does your vanity plate say Probe 1?",Bigfoot? Bigfoot?,"Who's that? A wolf? Or some kind of boogen? Oh God I wish I was safe inside a tent. Fry, Fry wake up! It's me! Bigface!",Better than these gnats! That guy won't be goin' home to his kids!,You doin' alright out there buddy?,Goodnight Hubert.
"Amy, you won't believe what happened......it was so scary that you wouldn't - I know but listen it gets even scarier.","Bender raises a good point, where is Fry?","Bender, wasn't that Fry's tent?","Well, see you in an hour. I gotta go do some business behind that tree.","There's nothing so refreshing as the clean, crisp taste of old Canadian beer!","Bigfoot? Is that you? I'm not like the others Bigfoot. I see through your monster coatings to the gentle loner inside. I bet you have a wounded racoon friend that you tenderly nurse back to health and go......and in the end they shoot you. But you teach us about things. Oh, it's a flying saucer. Excuse me? You can't park here. The parking area's over there. Wow nice tube! Hey. Hey what's the big idea? Stop abducting me. Why does your vanity plate say Probe 1?"
That's what I'm trying to tell you. See - Why are you all staring at me like that? Is there something on my face?,Fry! What in Sega Genesis happened to you?,"Amy, you won't believe what happened......it was so scary that you wouldn't - I know but listen it gets even scarier.","Bender raises a good point, where is Fry?","Bender, wasn't that Fry's tent?","Well, see you in an hour. I gotta go do some business behind that tree."
Tell me what?,Someone should tell him.,Uh...no.,That's what I'm trying to tell you. See - Why are you all staring at me like that? Is there something on my face?,Fry! What in Sega Genesis happened to you?,"Amy, you won't believe what happened......it was so scary that you wouldn't - I know but listen it gets even scarier."
What?,"Well I have a lot of experience telling patients bad news so, let me break it to him gently. Fry you have no nose! Your nose is gone! You have no nose on your face! Where it is I can't say but on your face it's not!",Nothing.,Tell me what?,Someone should tell him.,Uh...no.
"In the woods, I was walking. For Bigfoot, looking and then aliens beamed me up.",Which last night?,"Aww, I think it's sweet! You chopped off your nose so you could look more like your hero. Me, Bender!",What?,"Well I have a lot of experience telling patients bad news so, let me break it to him gently. Fry you have no nose! Your nose is gone! You have no nose on your face! Where it is I can't say but on your face it's not!",Nothing.
I'm a pathetic freak. My life is ruined.,Cheer up friend. When we get home a high quality prosthesis will have you looking good as new.,Were they little grey dudes with big oval heads? I don't get that gesture. Am I wrong?,"In the woods, I was walking. For Bigfoot, looking and then aliens beamed me up.",Which last night?,"Aww, I think it's sweet! You chopped off your nose so you could look more like your hero. Me, Bender!"
I'll never have another moment of happiness.,"Man, you are such a jokester!",I'm a pathetic freak. My life is ruined.,Cheer up friend. When we get home a high quality prosthesis will have you looking good as new.,Were they little grey dudes with big oval heads? I don't get that gesture. Am I wrong?,"In the woods, I was walking. For Bigfoot, looking and then aliens beamed me up."
Like me!,"Alien abductions: Until now, a harmless nuisance. But recently they've taken on a sinister dimension as unsuspecting victims are returned...without noses!","Guys, guys! There's something on television.",Well there's no sense fretting. Good Lord you're ugly! The fact is your nose is gone and we'll never find out who did it or why.,I know you're trying to mask your pain with humour but don't worry. I'm sure the Professor can clone you a new nose.,I'll never have another moment of happiness.
My nose is an aphrodisiac? I'm gonna drop a barf!,The valuable nose or human horn fetches a high price on alien worlds as an aphrodisiac.,"The culprits: Shameless poachers, hunting humans without a permit.",Like me!,"Alien abductions: Until now, a harmless nuisance. But recently they've taken on a sinister dimension as unsuspecting victims are returned...without noses!","Guys, guys! There's something on television."
Blech! We have to track down my nose before some alien snarfs it and does the worm. Who's in?,Demand for human horn is great. Due in part to titilating scenes from depraved alien TV programmes too filthy for Earth broadcast. Let's watch.,My nose is an aphrodisiac? I'm gonna drop a barf!,The valuable nose or human horn fetches a high price on alien worlds as an aphrodisiac.,"The culprits: Shameless poachers, hunting humans without a permit.",Like me!
"It's no use. We've been to ever scuzzy bazaar in the galaxy, including Pottery Barn.","Lets see, I'll have a pancreas, two sphincters and a large colon.",No I'm good.,Me and Bender and maybe Zoidberg if he feels like it.,Blech! We have to track down my nose before some alien snarfs it and does the worm. Who's in?,Demand for human horn is great. Due in part to titilating scenes from depraved alien TV programmes too filthy for Earth broadcast. Let's watch.
"Uh, I'm looking for human horn.",Welcome friends. How may I pervert you?,"Wait, what's that?","It's no use. We've been to ever scuzzy bazaar in the galaxy, including Pottery Barn.","Lets see, I'll have a pancreas, two sphincters and a large colon.",No I'm good.
"Nope, uh-uh, eww! Now look, this is the nose we want. Did you sell it to somebody?",Human horn. So fresh you can still see the eyeglass marks.,Right this way.,Yep. Stolen Pez anyone?,Of course not. In fact he's a crook.,Shh! You're not cops right?
Oh great space king. I humbly beg you to return my human horn.,Yep. That's exactly the lie we used to get past your guards.,"So let me get this straight: If I buy eight caramello bars, you all get to go to some camp.","Oh no no, I'm just some guy. Ruler of the planet Omicron Persei 8!",I said uh... human horn?,Speak up! You're muttering!
Alright. I give up. I guess I'll just go home and marry a skunk.,"She has issues! I'm fine! But there's no human horn around here so, make friends with the door.","Whoa, you guys have issues!",My weight is appropriate and attractive!,Like you've ever seen a salad.,"Uh, human horn? How ridiculous! Why would virile male like Lrrr need human horn? I don't even know what it's for. What is it, something you-you put in salad dressing?"
My nose! Light of my face!,Oh let's just give it to him. Here.,Alright. I give up. I guess I'll just go home and marry a skunk.,"She has issues! I'm fine! But there's no human horn around here so, make friends with the door.","Whoa, you guys have issues!",My weight is appropriate and attractive!
Hey! You burned my cheek!,Hold still Fry. I can reattach it with my emergency face laser.,"Uh, what is that? How do you have that Nd-Nd? I've never seen it before. My friend left it here.",My nose! Light of my face!,Oh let's just give it to him. Here.,Alright. I give up. I guess I'll just go home and marry a skunk.
