response,context/0,context/1,context/2,context/3,context/4
Everything.,All of your clothes?,It's all upstairs.,Yes? All your books?,Yes.,Got everything?
Thank you.,Good boy.,Everything.,All of your clothes?,It's all upstairs.,Yes? All your books?
Mr. Weasley.,Harry Potter.,Thank you.,Good boy.,Everything.,All of your clothes?
"Yeah, sure.","Harry, wonder if I might have a word?",Mr. Weasley.,Harry Potter.,Thank you.,Good boy.
Yeah. It should be great.,Looking forward to a new term?,"Good morning, Mr. Weasley.",Hermione.,"Yeah, sure.","Harry, wonder if I might have a word?"
"Has this anything to do with Sirius Black, sir?",Grave danger.,You are in danger.,But I think that you need to know the facts.,"Harry, some within the Ministry would strongly discourage me from divulging what I'm about to reveal to you.",Yeah. It should be great.
Only that he's escaped from Azkaban.,"What do you know about Sirius Black, Harry?","Has this anything to do with Sirius Black, sir?",Grave danger.,You are in danger.,But I think that you need to know the facts.
Voldemort.,"Thirteen years ago, when you stopped...",Do you know why?,Only that he's escaped from Azkaban.,"What do you know about Sirius Black, Harry?","Has this anything to do with Sirius Black, sir?"
Sorry.,Don't say his name.,Voldemort.,"Thirteen years ago, when you stopped...",Do you know why?,Only that he's escaped from Azkaban.
And kill me.,To find you.,And that is why he has escaped from Azkaban.,And in his mind you are the only thing that stands in the way of You-Know-Who returning to power.,"But to this day, he still remains a faithful servant.",When you stopped You-Know-Who Black lost everything.
Mr. Weasley why would I go looking for someone who wants to kill me?,"Harry, swear to me that whatever you might hear you won't go looking for Black.",And kill me.,To find you.,And that is why he has escaped from Azkaban.,And in his mind you are the only thing that stands in the way of You-Know-Who returning to power.
I didn't mean to blow her up. I just...I lost control.,Don't lose him!,"Oh, for goodness' sake!","Ron, Ron!",Quick. Quick.,Mr. Weasley why would I go looking for someone who wants to kill me?
I was lucky not to be arrested actually.,Harry was lucky not to be expelled.,"Honestly, Ron, it's not funny.",Brilliant.,I didn't mean to blow her up. I just...I lost control.,Don't lose him!
Do you think he's really asleep?,Oh.,"It's on his suitcase, Ronald.",How is it she knows everything?,Do you know everything?,Professor R.J. Lupin.
I gotta tell you something.,Seems to be. Why?,Do you think he's really asleep?,Oh.,"It's on his suitcase, Ronald.",How is it she knows everything?
Yeah.,Sirius Black escaped from Azkaban to come after you?,Let me get this straight.,I gotta tell you something.,Seems to be. Why?,Do you think he's really asleep?
"Thanks, Ron.","Except no one's ever broken out of Azkaban before and he's a murderous, raving lunatic.",Sure.,"I mean, everyone's looking for him.","But they'll catch Black, won't they?",Yeah.
I don't know.,What's going on?,We can't be there yet.,Why are we stopping?,"Thanks, Ron.","Except no one's ever broken out of Azkaban before and he's a murderous, raving lunatic."
Maybe we've broken down.,I don't know.,What's going on?,We can't be there yet.,Why are we stopping?,"Thanks, Ron."
Thank you.,"Harry, are you all right?",Harry.,Bloody hell! What's happening?,I think someone's coming aboard.,There's something moving out there.
What was that thing that came?,It's all right. It's chocolate.,"Here, eat this. It'll help.",Thank you.,"Harry, are you all right?",Harry.
What happened to me?,Eat. You'll feel better.,"If you'll excuse me, I need to have a little word with the driver.",It was searching the train for Sirius Black.,One of the guards of Azkaban. It's gone now.,It was a dementor.
And did either of you two you know pass out?,We thought maybe you were having a fit or something.,"Well, you sort of went rigid.",What happened to me?,Eat. You'll feel better.,"If you'll excuse me, I need to have a little word with the driver."
But someone was screaming.,Like I'd never be cheerful again.,"I felt weird, though.",No.,And did either of you two you know pass out?,We thought maybe you were having a fit or something.
A woman.,But someone was screaming.,Like I'd never be cheerful again.,"I felt weird, though.",No.,And did either of you two you know pass out?
How did he find out?,"Shove off, Malfoy.","I mean, you actually fainted?",Potter. Is it true you fainted?,"Of course. That's why he knew to give you the chocolate, Harry.","Good luck, professor."
Fortuna Major.,She just won't let me in.,"Here, listen.",Fortuna Major.,"But you know, happiness can be found even in the darkest of times if one only remembers to turn on the light.",It is not in the nature of a dementor to be forgiving.
Fortuna Major.,Amazing. Just with my voice.,Watch this.,"No, no. Wait, wait.",Fortuna Major.,She just won't let me in.
Thank you.,"Yes, all right. Go in.",Fortuna Major.,Amazing. Just with my voice.,Watch this.,"No, no. Wait, wait."
Still doing that after three years.,Thank you.,"Yes, all right. Go in.",Fortuna Major.,Amazing. Just with my voice.,Watch this.
She can't even sing.,Still doing that after three years.,Thank you.,"Yes, all right. Go in.",Fortuna Major.,Amazing. Just with my voice.
"Hey, man.",Exactly.,She can't even sing.,Still doing that after three years.,Thank you.,"Yes, all right. Go in."
"Shut up, Malfoy.",Wait until Father hears Dumbledore's got this oaf teaching classes.,"Witty. God, this place has gone to the dogs.","Oh, yeah. Terribly funny.",I think they're funny.,I'm okay. Okay.
What?,I think he may let you ride him now.,Does he get to fly?,well done!,"Well done! Well done, Harry,",That's itYes!
"Hey, hey, hey!",Come on.,What?,I think he may let you ride him now.,Does he get to fly?,well done!
"Brilliant, professor.",How am I doing me first day?,"Well done, well done.","Oh, please.","That was wicked, Harry!","Well done, Harry, and well done, Buckbeak."
At least Hagrid didn't get fired.,"He's really laying it on thick, isn't he?",Listen to the idiot.,I can't do homework for weeks.,Madam Pomfrey said another minute and I could've lost my arm.,"Still, I consider myself lucky."
"I thought if you signed it, then I could...","Those without, stay put.","Those with permission, follow me.","That's the rule, Potter.","No permission form signed, no visiting the village.",Should your behavior reflect poorly on the school that privilege shall not be extended again.
"Forget about it, guys. See you later.",That's my final word.,"I'm sorry, Potter.","Since I am neither, it would be inappropriate.",I can't. Only a parent or a guardian can sign.,"I thought if you signed it, then I could..."
"Professor, can I ask you something?","Forget about it, guys. See you later.",That's my final word.,"I'm sorry, Potter.","Since I am neither, it would be inappropriate.",I can't. Only a parent or a guardian can sign.
I did think of Voldemort at first.,I assumed it would take the shape of Lord Voldemort.,I thought it'd be obvious.,"You want to know why I stopped you facing that boggart, yes?","Professor, can I ask you something?","Forget about it, guys. See you later."
But then I remembered that night on the train and the dementor.,I did think of Voldemort at first.,I assumed it would take the shape of Lord Voldemort.,I thought it'd be obvious.,"You want to know why I stopped you facing that boggart, yes?","Professor, can I ask you something?"
Before I fainted I heard something.,This is very wise.,That suggests what you fear the most is fear itself.,I'm very impressed.,But then I remembered that night on the train and the dementor.,I did think of Voldemort at first.
A woman screaming.,Before I fainted I heard something.,This is very wise.,That suggests what you fear the most is fear itself.,I'm very impressed.,But then I remembered that night on the train and the dementor.
I think it was my mother the night she was murdered.,Our pain becomes their power.,Dementors force us to relive our very worst memories.,A woman screaming.,Before I fainted I heard something.,This is very wise.
Haunted building in Britain. I know.,You heard it's the most...,We never got to go to the Shrieking Shack.,"Honeyduke's Sweetshop is brilliant, but nothing beats Zonko's Joke Shop.","In time, you'll come to see just how much.","You're more like them than you know, Harry."
What's going on?,Haunted building in Britain. I know.,You heard it's the most...,We never got to go to the Shrieking Shack.,"Honeyduke's Sweetshop is brilliant, but nothing beats Zonko's Joke Shop.","In time, you'll come to see just how much."
"Excuse me, sir.",Turn to page 394.,Let them swim in the deepest ocean or glide over the highest cloud.,"For in dreams, we enter a world that's entirely our own.","Perhaps. But for now, let him sleep.",Should he be warned?
Where's Professor Lupin?,"Excuse me, sir.",Turn to page 394.,Let them swim in the deepest ocean or glide over the highest cloud.,"For in dreams, we enter a world that's entirely our own.","Perhaps. But for now, let him sleep."
It's Quidditch tomorrow.,"As an antidote to your ignorance, and on my desk, by Monday morning two rolls of parchment on the werewolf, with emphasis on recognizing it.",Five points from Gryffindor.,"He's got a point, you know.",Are you incapable of restraining yourself or do you take pride in being an insufferable know-it-all?,"That's the second time you've spoken out of turn, Miss Granger."
Probably a right sight better than he normally does.,Let's walk you off a tower and see what you look like.,He fell over 100 feet.,What do you expect?,Peaky?,"He looks a bit peaky, doesn't he?"
"Oh, brilliant.",How are you feeling?,Probably a right sight better than he normally does.,Let's walk you off a tower and see what you look like.,He fell over 100 feet.,What do you expect?
What happened?,You gave us a right good scare.,"Oh, brilliant.",How are you feeling?,Probably a right sight better than he normally does.,Let's walk you off a tower and see what you look like.
Really? I meant the match. Who won?,"Well, you fell off your broom.",What happened?,You gave us a right good scare.,"Oh, brilliant.",How are you feeling?
No.,Is there no chance of fixing it?,I'm sorry to hear about your broomstick.,"When you fell, your broom sort of blew into the Whomping Willow, and...Well...",There's something else you should know too.,"After he saved you, he sent them off."
"Professor, why do the dementors affect me so?",No.,Is there no chance of fixing it?,I'm sorry to hear about your broomstick.,"When you fell, your broom sort of blew into the Whomping Willow, and...Well...",There's something else you should know too.
"I mean, more than everyone else?","Professor, why do the dementors affect me so?",No.,Is there no chance of fixing it?,I'm sorry to hear about your broomstick.,"When you fell, your broom sort of blew into the Whomping Willow, and...Well..."
"I'm scared, professor.",You have nothing to be ashamed of.,Horrors your classmates can scarcely imagine.,Dementors affect you most because there are true horrors in your past.,"You are not weak, Harry.","They feed on every good feeling, every happy memory until a person is left with absolutely nothing but his worst experiences."
I need to know how to fight them.,"Well, I'd consider you a fool if you weren't.","I'm scared, professor.",You have nothing to be ashamed of.,Horrors your classmates can scarcely imagine.,Dementors affect you most because there are true horrors in your past.
You could teach me.,I need to know how to fight them.,"Well, I'd consider you a fool if you weren't.","I'm scared, professor.",You have nothing to be ashamed of.,Horrors your classmates can scarcely imagine.
You made the one on the train go away.,You could teach me.,I need to know how to fight them.,"Well, I'd consider you a fool if you weren't.","I'm scared, professor.",You have nothing to be ashamed of.
But you made it go away.,There was only one that night.,You made the one on the train go away.,You could teach me.,I need to know how to fight them.,"Well, I'd consider you a fool if you weren't."
"Guys, let me go.","Come on, now!",Last call for Hogsmeade!,"For now, I need to rest.",But after the holidays.,But as the dementors seem to have developed an interest in you perhaps I should teach you.
I'm trying to get to Hogsmeade.,We've got a better way.,But not clever enough.,"Clever, Harry.","Guys, let me go.","Come on, now!"
"Let me go! Come on, guys. Don't...",Bless him.,If you pipe down.,We'll show you a quicker way.,We'll get you there.,We know.
What are you doing?!,Come and join the big boys.,"Now, Harry.","Let me go! Come on, guys. Don't...",Bless him.,If you pipe down.
What's this rubbish?,What are you doing?!,Come and join the big boys.,"Now, Harry.","Let me go! Come on, guys. Don't...",Bless him.
"Messrs. Moony, Wormtail, Padfoot and Prongs are proud to present the Marauder's Map.",I solemnly swear that I am up to no good.,"George, if you will.",But we've decided your needs are greater than ours.,It's a wrench giving it to you...,It's the secret to our success.
Hang on. This is Hogwarts. And that,We owe them so much.,"Messrs. Moony, Wormtail, Padfoot and Prongs are proud to present the Marauder's Map.",I solemnly swear that I am up to no good.,"George, if you will.",But we've decided your needs are greater than ours.
No. Is that really...?,Hang on. This is Hogwarts. And that,We owe them so much.,"Messrs. Moony, Wormtail, Padfoot and Prongs are proud to present the Marauder's Map.",I solemnly swear that I am up to no good.,"George, if you will."
So you mean this map shows...,Does that a lot.,Pacing.,In his study.,Dumbledore.,No. Is that really...?
Everyone?,Everyone.,So you mean this map shows...,Does that a lot.,Pacing.,In his study.
Brilliant! Where did you get it?,Every day.,Every minute.,What they're doing.,Where they are.,Everyone?
He was their friend and he betrayed them.,"Harry, what happened?",Merry Christmas.,"Sorry. Sorry. Excuse me, excuse me.","Ron, look!",This: Sirius Black was and remains to this day Harry Potter's godfather!
He was their friend!,He was their friend and he betrayed them.,"Harry, what happened?",Merry Christmas.,"Sorry. Sorry. Excuse me, excuse me.","Ron, look!"
I hope he finds me.,He was their friend!,He was their friend and he betrayed them.,"Harry, what happened?",Merry Christmas.,"Sorry. Sorry. Excuse me, excuse me."
"Because when he does, I'm gonna be ready!",I hope he finds me.,He was their friend!,He was their friend and he betrayed them.,"Harry, what happened?",Merry Christmas.
"When he does, I'm gonna kill him!","Because when he does, I'm gonna be ready!",I hope he finds me.,He was their friend!,He was their friend and he betrayed them.,"Harry, what happened?"
I'm sure.,This is very advanced magic well beyond the Ordinary Wizarding Level.,"Are you sure about this, Harry?",Harry. There you are. You came.,"When he does, I'm gonna kill him!","Because when he does, I'm gonna be ready!"
Yes.,Can you do this?,"Not just any memory, a very happy memory, a very powerful memory.","But in order for it to work, you need to think of a memory.","For the wizard who conjures one it works like a shield, with the dementor feeding on it rather than him.",No? Well...A Patronus is a positive force.
Expecto Patronum.,"Then speak the incantation, Expecto Patronum.",Lose yourself within it.,Allow it to fill you up.,Do you have a memory?,Explore your past.
Shall we? Wand at the ready.,Very good.,Expecto Patronum.,"Then speak the incantation, Expecto Patronum.",Lose yourself within it.,Allow it to fill you up.
Expecto Patronum!,Shall we? Wand at the ready.,Very good.,Expecto Patronum.,"Then speak the incantation, Expecto Patronum.",Lose yourself within it.
Expecto... Expecto...Expect...,Expecto Patronum!,Shall we? Wand at the ready.,Very good.,Expecto Patronum.,"Then speak the incantation, Expecto Patronum."
That's one nasty dementor.,"Here, eat this. You'll feel better.",That would have been remarkable.,It's all right. I didn't expect you to do it the first time.,Sit up. Deep breaths.,Here we go. Come on.
The first time I rode a broom.,Which memory did you choose?,"As a matter of interest, what were you thinking?","Much, much worse.",The real thing would be worse.,"That was a boggart, Harry. A boggart."
There's another.,Not nearly good enough.,That's not good enough.,The first time I rode a broom.,Which memory did you choose?,"As a matter of interest, what were you thinking?"
"It's not happy, exactly.",There's another.,Not nearly good enough.,That's not good enough.,The first time I rode a broom.,Which memory did you choose?
"Well, it is.","It's not happy, exactly.",There's another.,Not nearly good enough.,That's not good enough.,The first time I rode a broom.
It's the happiest I've ever felt but it's complicated.,"Well, it is.","It's not happy, exactly.",There's another.,Not nearly good enough.,That's not good enough.
Just do it.,Then let's give it a try. You feel ready?,Is it strong?,It's the happiest I've ever felt but it's complicated.,"Well, it is.","It's not happy, exactly."
Expecto Patronum!,Just do it.,Then let's give it a try. You feel ready?,Is it strong?,It's the happiest I've ever felt but it's complicated.,"Well, it is."
Expecto Patronum!,Expecto Patronum!,Just do it.,Then let's give it a try. You feel ready?,Is it strong?,It's the happiest I've ever felt but it's complicated.
I think I've had enough for today.,"Yes! Well done, Harry. Well done!",Expecto Patronum!,Expecto Patronum!,Just do it.,Then let's give it a try. You feel ready?
I was thinking of him. And Mum.,And that is saying something.,"And just so you know, Harry I think you'd have given your father a run for his money.","Eat this, it helps. It really helps.",Yes. Sit down. Here.,I think I've had enough for today.
Seeing their faces.,I was thinking of him. And Mum.,And that is saying something.,"And just so you know, Harry I think you'd have given your father a run for his money.","Eat this, it helps. It really helps.",Yes. Sit down. Here.
They were talking to me.,Seeing their faces.,I was thinking of him. And Mum.,And that is saying something.,"And just so you know, Harry I think you'd have given your father a run for his money.","Eat this, it helps. It really helps."
Just talking.,They were talking to me.,Seeing their faces.,I was thinking of him. And Mum.,And that is saying something.,"And just so you know, Harry I think you'd have given your father a run for his money."
That's the memory I chose.,Just talking.,They were talking to me.,Seeing their faces.,I was thinking of him. And Mum.,And that is saying something.
I don't even know if it's real.,That's the memory I chose.,Just talking.,They were talking to me.,Seeing their faces.,I was thinking of him. And Mum.
But it's the best I have.,I don't even know if it's real.,That's the memory I chose.,Just talking.,They were talking to me.,Seeing their faces.
Ripped to pieces?,Unless you've been ripped to pieces!,Gorgeous.,Beautiful day.,But it's the best I have.,I don't even know if it's real.
What are you talking about?,Ripped to pieces?,Unless you've been ripped to pieces!,Gorgeous.,Beautiful day.,But it's the best I have.
Tell those spiders.,I don't wanna tap-dance!,Spiders. They want me to tap-dance.,Spiders! There's... There's spiders.,Buckbeak's been sentenced to death!,"No, I'm not sacked."
Sorry.,Put that light out!,"He didn 't kill Pettigrew, he destroyed him!",Black was vicious.,Always trailing after Sirius Black.,Little lump of a boy.
Mischief managed. Nox.,We're trying to sleep here!,"Watch it there, boy.",Sorry.,Put that light out!,"He didn 't kill Pettigrew, he destroyed him!"
I was sleepwalking.,What are you doing wandering the corridors at night?,Potter.,Mischief managed. Nox.,We're trying to sleep here!,"Watch it there, boy."
My dad didn't strut. And nor do I.,"He, too, was exceedingly arrogant, strutting about the castle.","How extraordinarily like your father you are, Potter.",I was sleepwalking.,What are you doing wandering the corridors at night?,Potter.
"If you don't mind, I would appreciate it if you could lower your wand.",My dad didn't strut. And nor do I.,"He, too, was exceedingly arrogant, strutting about the castle.","How extraordinarily like your father you are, Potter.",I was sleepwalking.,What are you doing wandering the corridors at night?
Spare bit of parchment.,What's this?,Turn out your pockets!,Turn out your pockets.,"If you don't mind, I would appreciate it if you could lower your wand.",My dad didn't strut. And nor do I.
"Messrs. Moony, Wormtail, Padfoot, and Prongs offer their compliments to Professor Snape and...",Read it.,Reveal your secrets.,Really? Open it.,Spare bit of parchment.,What's this?
And request he keep his large nose out of other people's business.,Go on.,"Messrs. Moony, Wormtail, Padfoot, and Prongs offer their compliments to Professor Snape and...",Read it.,Reveal your secrets.,Really? Open it.
"No, sir.",No.,"Did it never occur to you that this, in the hands of Sirius Black is a map to you?","I haven't the faintest idea how this map came to be in your possession but quite frankly, I am astounded that you didn't hand it in.",Come in.,Are you deaf? Put that light out!
"Yes, sir.",Do you hear me?,"Now, I will not cover up for you again.",Gambling their sacrifice by wandering the castle unprotected with a killer on the loose seems to me a poor way to repay them!,But he and your mother gave their lives to save yours.,Your father never set much store by the rules either.
"Professor, just so you know, I don't think that map always works.","If you do, I shall know.",And don't take any detours.,I want you to return to your dormitory and stay there.,"Yes, sir.",Do you hear me?
"Earlier, it showed someone in the castle.","Professor, just so you know, I don't think that map always works.","If you do, I shall know.",And don't take any detours.,I want you to return to your dormitory and stay there.,"Yes, sir."
Someone I know to be dead.,"Earlier, it showed someone in the castle.","Professor, just so you know, I don't think that map always works.","If you do, I shall know.",And don't take any detours.,I want you to return to your dormitory and stay there.
Peter Pettigrew.,"Oh, really? And who might that be?",Someone I know to be dead.,"Earlier, it showed someone in the castle.","Professor, just so you know, I don't think that map always works.","If you do, I shall know."
It's just what I saw.,That's not possible.,Peter Pettigrew.,"Oh, really? And who might that be?",Someone I know to be dead.,"Earlier, it showed someone in the castle."
"Good night, professor.",It's just what I saw.,That's not possible.,Peter Pettigrew.,"Oh, really? And who might that be?",Someone I know to be dead.
Hang on.,"I mean, not that she wasn't always mental but now it's in the open for everyone to see.","She's gone mental, Hermione has.",Have I said something?,"You may be young in years, but your heart is as shriveled as an old maid's, your soul as dry as the pages of the books to which you so desperately cleave.","No, you see, there."
We better take this back.,Hang on.,"I mean, not that she wasn't always mental but now it's in the open for everyone to see.","She's gone mental, Hermione has.",Have I said something?,"You may be young in years, but your heart is as shriveled as an old maid's, your soul as dry as the pages of the books to which you so desperately cleave."
Fine. See you later.,I'm not going back.,We better take this back.,Hang on.,"I mean, not that she wasn't always mental but now it's in the open for everyone to see.","She's gone mental, Hermione has."
Professor Trelawney...,Harry Potter,See you.,Fine. See you later.,I'm not going back.,We better take this back.
Sorry?,He will return tonight.,Professor Trelawney...,Harry Potter,See you.,Fine. See you later.
No. Nothing.,Did you say something?,"I'm so sorry, dear boy.",Innocent blood shall be spilt and servant and master shall be reunited once more.,"Tonight, he who betrayed his friends, whose heart rots with murder shall break free.",Sorry?
Why don't we just set him free?,Look at him. Loves the smell of the trees when the wind blows through them.,"Not good, brilliant.",That felt good.,"Not a word to anyone, understood?",Let's go. Quick.
Hagrid!,Blimey. What was that?,I meant me!,"Right. Next time I see Crookshanks, I'll let him know.",I think you owe someone an apology.,Keep a closer eye on your pet.
Hagrid.,Quick. Quick!,With you in a moment!,"Particularly you, Harry.","Someone sees you outside this time of night, you'll be in trouble.",You shouldn't be here.
It'll be fine. It'll be okay.,Hagrid.,Quick. Quick!,With you in a moment!,"Particularly you, Harry.","Someone sees you outside this time of night, you'll be in trouble."
What?,The execution shall dispatch...,All right. It'll be all right.,"Now, now, Hagrid. Now, come on.","Dear, dear...","Very well. It is the decision of the Committee for the Disposal of Dangerous Creatures that the hippogriff Buckbeak here in after called the condemned, shall be executed this day at sundown."
"Oh, no.",Buckbeak didn't mean no harm.,Let's go!,I thought I just saw...Never mind.,What?,The execution shall dispatch...
Ron!,Ron. Ron!,He bit me. Scabbers.,"Oh, no.",Buckbeak didn't mean no harm.,Let's go!
Wait!,"Scabbers, come back.",Ron!,Ron. Ron!,He bit me. Scabbers.,"Oh, no."
"That's not good. Ron, run!","Harry, you do realize what tree this is?","Scabbers, you bit me!",Wait!,"Scabbers, come back.",Ron!
"Ron! Ron, wait!",Ah! Harry!,It's the Grim!,"Harry, Hermione, run!","That's not good. Ron, run!","Harry, you do realize what tree this is?"
Ron!,Ron!!,Harry!Help!,"Ron! Ron, wait!",Ah! Harry!,It's the Grim!
Ron. Ron.,Ron!,Ron!!,Harry!Help!,"Ron! Ron, wait!",Ah! Harry!
Come on!,Ron!,Ron. Ron.,Ron!,Ron!!,Harry!Help!
Move!,Come on!,Ron!,Ron. Ron.,Ron!,Ron!!
Don't worry.,"Oh, I'm sorry.",Harry!,Duck!,Move!,Come on!
I have a hunch.,Where do you suppose this goes?,Don't worry.,"Oh, I'm sorry.",Harry!,Duck!
I just hope I'm wrong.,I have a hunch.,Where do you suppose this goes?,Don't worry.,"Oh, I'm sorry.",Harry!
Come on.,"We're in the Shrieking Shack, aren't we?",I just hope I'm wrong.,I have a hunch.,Where do you suppose this goes?,Don't worry.
Ron.,Come on.,"We're in the Shrieking Shack, aren't we?",I just hope I'm wrong.,I have a hunch.,Where do you suppose this goes?
The dog. Where is it?,Ron. You're okay.,Ron.,Come on.,"We're in the Shrieking Shack, aren't we?",I just hope I'm wrong.
Then it'll be you!,No. Only one will die tonight.,"If you want to kill Harry, you have to kill us too!",He's an Animagus.,It's a trap. He's the dog.,The dog. Where is it?
I know why.,Harry has the right to know why.,But wait one more minute.,Very well. Kill him.,Twelve years of it! In Azkaban!,I did my waiting!
You betrayed my parents.,I know why.,Harry has the right to know why.,But wait one more minute.,Very well. Kill him.,Twelve years of it! In Azkaban!
You're the reason they're dead!,You betrayed my parents.,I know why.,Harry has the right to know why.,But wait one more minute.,Very well. Kill him.
"Who was it, then?","Somebody did betray your parents somebody who, until quite recently, I believed to be dead!","No, it wasn't him.",You're the reason they're dead!,You betrayed my parents.,I know why.
Expelliarmus!,After you.,"Severus, please.","It's said to be nearly unbearable to witness, but I'll do my best.","Oh, yes. A Dementor's Kiss. One can only imagine what that must be like.",Do I detect a flicker of fear?
Tell me about Peter.,You attacked a teacher!,Harry! What did you just do?,Expelliarmus!,After you.,"Severus, please."
No. Pettigrew's dead. You killed him!,We thought he was our friend!,He was at school with us.,Tell me about Peter.,You attacked a teacher!,Harry! What did you just do?
"The map was lying, then.","I thought so too, until you mentioned Pettigrew on the map!","No, he didn't.",No. Pettigrew's dead. You killed him!,We thought he was our friend!,He was at school with us.
All they could find of Pettigrew was his...,So what?,"He's missing a toe, isn't he?",Curiously long life for a common garden rat!,Twelve years?,Scabbers has been in my family for...
Show me.,And then he transformed into a rat!,Dirty coward cut it off so everyone would think he was dead!,Finger!,All they could find of Pettigrew was his...,So what?
"Give it to him, Ron.",Show me.,And then he transformed into a rat!,Dirty coward cut it off so everyone would think he was dead!,Finger!,All they could find of Pettigrew was his...
No!,"Should have realized if Voldemort didn't kill you, we would. Together!",He would have shown me mercy!,Your dad would have spared me!,James wouldn't have wanted me killed!,"I'm gonna died, I'm gonna die rather than betray my friends!"
I know what he is.,"Harry, this man...",No!,"Should have realized if Voldemort didn't kill you, we would. Together!",He would have shown me mercy!,Your dad would have spared me!
But we'll take him to the castle.,I know what he is.,"Harry, this man...",No!,"Should have realized if Voldemort didn't kill you, we would. Together!",He would have shown me mercy!
Get off!,"Bless you, boy. Bless you!",But we'll take him to the castle.,I know what he is.,"Harry, this man...",No!
I said we'd take you to the castle.,Get off!,"Bless you, boy. Bless you!",But we'll take him to the castle.,I know what he is.,"Harry, this man..."
"After that, the dementors can have you.",I said we'd take you to the castle.,Get off!,"Bless you, boy. Bless you!",But we'll take him to the castle.,I know what he is.
Okay.,"But the fleas, they're murder.",The tail I could live with.,"More than once, James suggested that I make the change permanent.","Normally, I have a very sweet disposition as a dog.",I was going for the rat.
"No. Don't worry, okay?",You better go.,Okay.,"But the fleas, they're murder.",The tail I could live with.,"More than once, James suggested that I make the change permanent."
It's fine. I'll stay.,"No. Don't worry, okay?",You better go.,Okay.,"But the fleas, they're murder.",The tail I could live with.
You okay?,"You go, I'll stay.",It's fine. I'll stay.,"No. Don't worry, okay?",You better go.,Okay.
I didn't think my dad would have wanted his best friends to become killers.,He doesn't deserve it.,That was a noble thing you did back there.,It'll be nice to do it again as a free man.,I'll never forget the first time I walked through those doors.,"It's beautiful, isn't it?"
"Besides, dead, the truth dies with him.",I didn't think my dad would have wanted his best friends to become killers.,He doesn't deserve it.,That was a noble thing you did back there.,It'll be nice to do it again as a free man.,I'll never forget the first time I walked through those doors.
"Alive, you're free.","Besides, dead, the truth dies with him.",I didn't think my dad would have wanted his best friends to become killers.,He doesn't deserve it.,That was a noble thing you did back there.,It'll be nice to do it again as a free man.
I know.,"I don't know if you know, Harry but when you were born, James and Lily made me your godfather.",Get away from her!,"Sweet, clever girl! Surely you won't...",I was your rat!,"You won't let them give me to the dementors, will you?"
What? Come and live with you?,I can understand if you choose to stay with your aunt and uncle but if you ever wanted a different home...,I know.,"I don't know if you know, Harry but when you were born, James and Lily made me your godfather.",Get away from her!,"Sweet, clever girl! Surely you won't..."
Expelliarmus!,This flesh is only flesh!,This heart is where you truly live! Here!,"You know the man you truly are, Remus!",Have you taken your potion tonight?,"Remus, my old friend."
Come on.,Run! Run!,Remus! Remus!,Harry!,Expelliarmus!,This flesh is only flesh!
Sirius!,"There you are, Potter!",Nice doggy. Nice doggy!,Professor? Professor Lupin?,Hermione! Bad idea. Bad idea.,Wait. Wait.
Sirius!,"Come back here, Potter!",Sirius!,"There you are, Potter!",Nice doggy. Nice doggy!,Professor? Professor Lupin?
No. Sirius!,Sirius!,"Come back here, Potter!",Sirius!,"There you are, Potter!",Nice doggy. Nice doggy!
Expecto Patronum!,No. Sirius!,Sirius!,"Come back here, Potter!",Sirius!,"There you are, Potter!"
I saw my dad.,Harry?,Expecto Patronum!,No. Sirius!,Sirius!,"Come back here, Potter!"
He sent the dementors away.,What?,I saw my dad.,Harry?,Expecto Patronum!,No. Sirius!
I saw him across the lake.,He sent the dementors away.,What?,I saw my dad.,Harry?,Expecto Patronum!
They're gonna kill him?,Any minute the dementors are gonna perform the Kiss.,"Listen Harry, they've captured Sirius.",I saw him across the lake.,He sent the dementors away.,What?
It's true sir. Sirius is innocent.,They've got the wrong man.,"Headmaster, you've got to stop them.",They're going to suck out his soul.,Much worse.,No. It's worse.
What just happened?,"Sorry, Ron, but seeing as you can't walk...",What the bloody hell was that all about?,Good luck.,"When in doubt, I find retracing my steps to be a wise place to begin.","Oh, and by the way."
Where's Ron?,What just happened?,"Sorry, Ron, but seeing as you can't walk...",What the bloody hell was that all about?,Good luck.,"When in doubt, I find retracing my steps to be a wise place to begin."
I don't know. Going to Hagrid's?,07:30. Where were we at 7:30?,Where's Ron?,What just happened?,"Sorry, Ron, but seeing as you can't walk...",What the bloody hell was that all about?
Hermione!,Come on. And we can't be seen.,I don't know. Going to Hagrid's?,07:30. Where were we at 7:30?,Where's Ron?,What just happened?
"Hermione! Hermione, wait.",Hermione!,Come on. And we can't be seen.,I don't know. Going to Hagrid's?,07:30. Where were we at 7:30?,Where's Ron?
"Hermione, will you please tell me what it is we're doing?","Hermione! Hermione, wait.",Hermione!,Come on. And we can't be seen.,I don't know. Going to Hagrid's?,07:30. Where were we at 7:30?
That's us.,"You! You foul, loathsome,evil little cockroach!",Come to see the show?,"Hermione, will you please tell me what it is we're doing?","Hermione! Hermione, wait.",Hermione!
This is not normal.,"Hermione, no! He's not worth it.",That's us.,"You! You foul, loathsome,evil little cockroach!",Come to see the show?,"Hermione, will you please tell me what it is we're doing?"
