response,context,context/0
I wouldn't consider any part of that bragging.,"Oh, no, thank you. I brew my own. At the risk of bragging, my Hazelnut Pilsner won fourth prize at the Weehawken Retirement Home Clam Bake and Wheelchair Maintenance Picnic.","Hey, Randy. Uh, you want a beer?"
Looks like that bee got busy.,"Look at them heading home after their dirty, filthy hookups.","Oh, we were big fans of New York's annual Halloween parade. I don't mean the one that takes place Halloween night in the Village. I mean the one that takes place the morning of November 1st, the Annual Post Halloween Walk of Shame Parade."
That's a line.,"Come on, Marshall.","Oh, looks like Pocahontas has a couple of wounded knees."
Does it get any better than this?,We get it.,"No, it's because of the..."
There she is Florence Night-In-Bed-With-A-Stranger.,Crap.,"Uh, yes.  Yes, it does."
Please tell me you are hooking up with one of your co-anchors again.,My co-anchor's a woman.,Please tell me you're not hooking up with one of your co-anchors again.
I care about our precious Earth.,"What makes Goliath National Bank different from other big banks? Here at GNB, we care.","No, GNB was not popular. That's why every year they produced a feel-good video to improve the bank's image."
All you have to do is say I care about making dreams come true.,"Yeah. Okay, get that camera out of my face before I flip you like a cheese omelet.","I care about high-yield offshore investments. And so does Tugboat here. Isn't that right, Tugboat?"
Everyone is in this video. Randy's in the video.,"First of all, that line makes me sound like a hooker and saying it makes me feel like a hooker, so.",All you have to do is say I care about making dreams come true.
I'll say this: There is no quit in that guy. You should fire him.,"Okay, I can fix this. I am all over this project.",That's not an expression! That has never been an expression!
"Marshall popped his cherry! Oh! Come on, Marshall, you have to admit, the guy was a disaster. I mean, it reflected badly on the company. He was an embarrassment. A huge embarrassment.","Sorry, Randy, but... this just isn't working out.","Well, I'll do what I can. But in my experience, twice shredded is fairly permanent."
"See, Marshall, if getting fired is an execution, at least the guy had a last meal. I promise you, tomorrow you'll feel a lot better.",That's...exactly what happened.,"Oh, God, this happens every time I get an erection. I am so sorry."
"Uh-oh. I know that smile. Lily, there's no easy way to say this. Marshall's dead. Randy mrderd him.","Hey, guys.","Like gangbusters. We're buddies again. After class, we hacked a little sack to the thumpin' strains of my Prof Rock CD. And no, none of them had heard the Pixies B-side. Actually, none of them had heard of the Pixies. Or a B-side."
"Anyhoo, while I got you-- big smile. We care about making dreams come true, in three, two...","Oh, we'll see about that.","Listen, Randy, I'm sorry, but I broke my own moral code once and I felt evil. I will not let GNB change me. I will never fire anyone again ever."
"I'm not even here. Randy, the coffee.",I've been meaning to clean out that file cabinet for ages.,Now am I fired?
"Here, try this, but really go for it. Remember, this guy ruined your life.","Oh! Okay. Okay. Thank you, Randy. I've been meaning to cut back on my caffeine.","I'm not even here. Randy, the coffee."
"Speaking of pickups, can we try the first one again?",That's just the pick-me-up I needed.,"Here, try this, but really go for it. Remember, this guy ruined your life."
Yep. That's a wrap.,I care about making dreams come true. You got what you need?,"Kids, the next morning, my class had the highest attendance it had ever had. And not long after that, Randy used his severance money to start a little brewery. Now you can have a Wharmpiss at every bar in America. And all because..."
"Exactly. I say, Marshall, my good man, how's my bow tie?",She ruined crossword day! I can't believe this. She singles me out by name. Calls me a fat cat. Me and my fat-cat friends. We're not fat cats.,"In those four column inches, she railed against me and my company, GNB, for wanting to tear down a beautiful old building: The Arcadian. And as if that wasn't bad enough, the piece ran on a Saturday, which as you both know, is Dad's crossword day."
"Ah, bully!","Impeccable, old bean. To industry!","Exactly. I say, Marshall, my good man, how's my bow tie?"
"Wow, that's pretty cool. When I was a kid, I knocked down the blue whale.",Ooh.,"Ooh! I love this exhibit. One time when I was a kid, this room was closed for cleaning, so I snuck under the rope."
"I was six. My uncle Jerry brought me here for the day. He said, Don't touch anything. To a kid. That's like someone telling us Don't look at that girl's perky and impossibly symmetrical knockers.","Okay, the giant blue whale hanging from the ceiling?","Wow, that's pretty cool. When I was a kid, I knocked down the blue whale."
"So, naturally, I snapped the rib off a triceratops, blahbity-blahbity-blue, I knocked down the whale. I'm surprised security didn't stop me on the way in.",Not bad.,Ooh.
It happened. And these people don't forget. This is not the Natural Stuff That Happened No More Than Five Minutes Ago Museum. Huh?,"Well, I'm sure they don't remember. I mean, it's been like 30 years since that completely made-up story didn't happen.","So, naturally, I snapped the rib off a triceratops, blahbity-blahbity-blue, I knocked down the whale. I'm surprised security didn't stop me on the way in."
The Captain?,The Captain?,"But you can, and should, call me The Captain."
Ahoy.,"Well, ahoy.","Back in school we met during a production of Guys and Dolls. The Captain was Nathan Detroit to my assistant stage manager. Marshall and Barney here, are the future of Goliath National Bank."
Challenge accepted.,"Thank you, The Captain.","Please, enjoy yourselves, have fun, but don't touch anything."
"Ah, that's the stuff.",I think I'm going to say yes.,"So whatever you do, don't tell him here tonight, 'cause..."
Impressive. Try this on for size.,"I didn't realize you were small potatoes. And to be clear, I am referring to your testicles.","Ah, that's the stuff."
I live for the dance.,You want to dance? Let's dance.,Impressive. Try this on for size.
"Sorry, sorry.",Get... your other hand... off my ass.,I live for the dance.
"This is ridiculous. We are two grown adults standing among the greatest collection of natural artifacts in the Western hemisphere, and look at what we're doing.","Mmm. Ah, this Scotch is good. How's your drink?","Yeah, old stuff's great."
Want to go touch a bunch of stuff?,You're right.,"This is ridiculous. We are two grown adults standing among the greatest collection of natural artifacts in the Western hemisphere, and look at what we're doing."
Niled it.,"Okay. Lily, what do you want from me? I want you to be the person I fell in love with.","Okay, that's also a made-up word."
Thank God you're here. She's been messing with the exhibits.,Excuse me.,Niled it.
"Oh, yeah, that story is legend...  Hold on....dary. And, um, would you happen to know what that young man's name was?","Oh no, not just someone. A six-year-old.",I'm sorry. Did you say someone knocked down the blue whale?
Thank you.,"No. But I could, uh, check the files.","Oh, yeah, that story is legend...  Hold on....dary. And, um, would you happen to know what that young man's name was?"
"Who's the master, Leroy?","July 23, 1981, incident report. At approximately 1000 hours,...vandal dislodged rib from triceratops skeleton...and flung said rib at giant whale. Causing said giant whale to fall in a downward trajectory. And the vandal's name... Well, I'll be damned... Barney Stinson.","Kids, there's an amazing architectural phenomenon in the Natural History Museum. If you stand in the right spot, you can hear an entire conversation all the way across the room."
"Uh, no, uncle. Jerome Whittaker is my uncle.","Stinson was reprimanded and returned to the custody of his father, Jerome Whittaker.","Who's the master, Leroy?"
Jerry's my uncle.,Uncle Jerry. Says father. Even signed it and checked the box for father and everything.,"Uh, no, uncle. Jerome Whittaker is my uncle."
"It was that day... July 23, 1981. My mom got pretty mad that he let me destroy a New York City landmark.",So when was the last time you saw him?,There he goes. The Marathon Man. Mr. Stamina himself. I can kiss better than that old man.
He never came around anymore after that. Think he moved away.,Moms.,"It was that day... July 23, 1981. My mom got pretty mad that he let me destroy a New York City landmark."
"But you do know, you do know. That's the thing. You know. He's my dad.","Well, maybe the security guy had it wrong. You never know...",He never came around anymore after that. Think he moved away.
"I don't want to do anything. Don't tell anyone about this, okay?","Barney, do you want...?","But you do know, you do know. That's the thing. You know. He's my dad."
Thank you.,"Oh, you're wearing a flower.","But all in all, it wasn't a problem. That is, until the night of Barney's boutonniere."
I know. Isn't it?,"Ah, didn't compliment. Just observed.",Thank you.
"Exactly. Science. There is an 83 correlation between the times men wear boutonnieres and the times they get laid. Think about it. Proms, weddings. Grandmas' funerals. Thanks for the redhead, Nana. The everyday boutonniere by Stinson.",Why does Barney do anything ever?,Why are you wearing that?
"Robin, did you know that boutonniere is French for bootie is near? True story. Une histoire vraie.",Along with 50 other clowns. It's a clown car. Oh.,"And nope. I'm sorry, Barney, but no girl is going home with a guy with a flower on his chest. Unless he's a clown, and she's in the trunk of his car."
"Woman, you best check yourself.",Hmm! Did you know that Barney is French for sad little guy who works way too hard to get laid,"Robin, did you know that boutonniere is French for bootie is near? True story. Une histoire vraie."
Madam... that is an insult that cannot be borne! I demand satisfaction!,"Yeah, on the bright side, I guess suits are pretty boring without them, so...","Woman, you best check yourself."
"No. I'm going to show everyone this embarrassing video of you. It's Robin Sparkles III, y'all!","What, are we gonna duel?",Madam... that is an insult that cannot be borne! I demand satisfaction!
I cannot wait to see what's on this DVD!,"Kids, by this point, we knew Aunt Robin had been a teen pop sensation in Canada, known as Robin Sparkles. And we also knew that her Robin Sparkles character came from a Canadian TV show, which we'd never seen... until now.","No. I'm going to show everyone this embarrassing video of you. It's Robin Sparkles III, y'all!"
"No, of course not. I wanted my first time to be with someone I cared about.","Oh, you haven't watched it yet?",I cannot wait to see what's on this DVD!
Space Teens?! Is this a porno?,"Yeah, I figured I should get one now because once I get pregnant, no more massages. Just so annoying.","Oh, I'd love to. I've got this knot in my neck that's so annoying."
"Yeah, yeah, yeah, it's a big old bowl of pornflakes. Whoa! And who is this exquisite keytarist I assum you're about to make sweet love to?","I don't know. This does have all the earmarks of prn. Stripper pole, bad lighting, delusional girl who thinks it's a stepping stone to mainstream success.","No, no. Dude, dude. Sweet! It's a kids' show."
"Ah, BFFs. Did you guys have sleepovers? Get mad at each other and wrestle, but then end up kissing in a tender embrace? Here, show us on Lily.","Oh, that's Jessica Glitter. She was my BFF on the show and in real life.","Yeah, yeah, yeah, it's a big old bowl of pornflakes. Whoa! And who is this exquisite keytarist I assum you're about to make sweet love to?"
"I'm sorry. We got to ration this. It's like we're on a desert island, and this video is a really hot, naked chick, and she's got, like, seaweed on her and a seashell bra. You all feel me?",Don't stop now! Almost there! 23 times three?,72!
The last thing she would want to do is hang out with some little brat.,Of course. Robin hates kids.,Which means Jessica got pregnant five years ago. Right around the time she and Robin stopped being friends.
Two dudes on the couch together watching prn? That's kind of weird.,Just watch it without me.,We've been waiting all day!
We...,"Okay, fine, I'll watch it with you. Yeah! But if either of you makes even one peep about the show being dirty, I'm turning it off.",Two dudes watching a kids' show might be worse.
It's a noble creature.,The beaver is the official animal of Canada. It's our national mascot.,Sure.
No arguments here.,"Hey! No! You don't get to hear the beaver song! It is a sweet song about friendship, and you guys are being disgusting, and beavers are adorable!","Okay, girls. Everyone knows a beaver's favorite food is wood. I just hope we brought along enough of it for our three-day galactic space journey. So let's do the math. If Robin's beaver devours six inches of wood every half hour, and Jessica's beaver devours eight inches of wood every 45 minutes, how much wood will I need to keep both of these beavers well-fed all weekend long? While you figure it out at home, how about we sing you a song about our beavers?"
"Seriously, dude, he has got to go. You need to be like, You are the weakest link. Goodbye. Punchy, the tribe has spoken. Please pack up your knives and go. Your work of art didn't work for us. Your time's up. I have to ask you to leave the mansion. You must leave the chateau. Your tour ends here. You've been chopped.",I'm going to go pee in the jar I got going in the alley.,"Here. You know what? Hold this, okay?"
"You've been evicted from the Big Brother house. Your dessert just didn't measure up. Sashay away. Give me your jacket and leave Hell's Kitchen. I'm sorry, you did not get a rose. You have been eliminated from the race. You are no longer in the running to be America's Next Top Model. You're fired. Auf Wiedersehen.","Okay, yeah. I know.","Seriously, dude, he has got to go. You need to be like, You are the weakest link. Goodbye. Punchy, the tribe has spoken. Please pack up your knives and go. Your work of art didn't work for us. Your time's up. I have to ask you to leave the mansion. You must leave the chateau. Your tour ends here. You've been chopped."
Where do I know this song from?,"Me, too.",I'm so happy you guys made up.
Wow. This is so dirty.,Ice cream cone; We'll lick it side by side,"Hey, beaver, come on; When you feel alone; Just pick up that phone; And I'll be there to share my..."
"What? No! You can't go now. It's the night before Thanksgiving. College chicks are back in town. Their moms just made a snide comment about the weight they gained. They called her a bitch, but deep down, they know she's right. And they're about to walk through that door, where we will be waiting with some light beer and some rock hard approval. Wh-what u-up?","Your loss. All right, it's dead in here. I'm gonna call it a little early.","Yeah, I was there for the insertion. He used shoehorns. I'll be having sides."
My Blitzy lies over the ocean; My Blitzy lies over the sea; My Blitzy lies over the ocean; So bring back my Blitzy...,"Aw, man! No, no! Let's get one thing straight, okay? I am not The Blitz.","Hey! Morning, Blitz!"
...To me.,"Please stop. Okay, fine.",My Blitzy lies over the ocean; My Blitzy lies over the sea; My Blitzy lies over the ocean; So bring back my Blitzy...
"And then I'm just going to leave her there... buck-naked, covered in candle wax, tied to the bed.","Okay, well, we all started brainstorming ways to mess with her. There were a lot of different ideas kicking around.","Finish the story, Red."
Wait... Ted doesn't like that girl?,"Barney, I know that Ted doesn't like that girl, but that's a little extreme.","And then I'm just going to leave her there... buck-naked, covered in candle wax, tied to the bed."
"It was legen-- wait for Ted to leave, 'cause he's now The Blitz-- -- dary. Legendary!","Oh, I was there for the whole thing. Something inside me just said Grand Theft Auto can wait a night.",The Gentleman!
"Well, not anymore, Blitz.","I'm finally free! I mean, you have no idea what I've missed all these years: The university president's toupee being snatched by a hawk at graduation, Zeppelin reuniting at my cousin Ira's bar mitzvah, countless nip-slips, crotch shots, shting stars and double rainbows. I've missed them all!",Blitz...
"Hey, Robin, you should dance on the oven.",The oven.,"No, we hate Zoey! I'm so furious at you all right now, but it's Thanksgiving, and I have a Turturkeykey to make. And not that I'm The Blitz, but could everyone please come with me into the kitchen?  Okay, I'm, uh, just gonna preheat the oven."
"Full disclosure. We also used all your butter, greasing up Lily so we could see how far we could slide her down the hall.","Great. So not only did you guys betray me, but you broke my oven on Thanksgiving?",Did they tell you about the skateboarding dog? It was awesome!
Huh. I should probably disconnect the gas.,"Barney, I don't know if the oven is deep enough. Plus, it's a display made of cardboard.",This is awesome! I'm part of this!
Um... Um... I'm have... I'm having trouble breathing!,I think the smaller turkey just tried to crawl further inside the bigger turkey.,It's not awesome!
"And here's the twist, Babaka. Because Ted left early, he's now The Blitz.",Guys? Wait a minute. Where's Barney?,"Ted, you violated a dead turkey with another dead turkey. Don't let that be in vain."
No. I c... Because... Step on it.,"But Barney, now you left the group. Wouldn't that put you in danger of becoming The Blitz yourself?","And here's the twist, Babaka. Because Ted left early, he's now The Blitz."
But he's The Blitz.,Tony Bennett passed Ted the mike and he sang Twist and Shout!,"Oh, my goodness. Our cab took a wrong turn. We were in the Thanksgiving Day parade!"
"Oh, God, no!",Blitz...,No. I'm not The Blitz. I'm The Bueller. You know what this means. You're The Blitz.
Sure. But... no one move while I'm gone. : I'm scared.,"Barney, could you get me some more ice?","No, I meant the wang."
Thanks. You're the only one who's nice to me about this.,You're safe. It's okay to leave the room. You have to actually leave the building for something cool to happen.,Sure. But... no one move while I'm gone. : I'm scared.
What happened?,"Okay, I got to test this.",Thanks. You're the only one who's nice to me about this.
"Aw, man! You said I could leave the room!","Dude, you walked out of the room, the laws of physics stopped and the laws of awesome tripled.",You missed it!
"No! Y-You... Robin, Robin. I will pay you to be The Blitz. 100! No-- 10,000. No-- 60 bucks. That's a lot of money for someone like you.",I just wanted to see something cool happen. I'm sorry. But I was on that island for what seems like eternity. I'm going to enjoy things on the other side.,"Aw, man! You said I could leave the room!"
"That is amazing. And I was here for it. Now Zoey is The Blitz. Ha, ha!  Burn on her.","Uh, did Wang Guy just quote Gandhi?","Oh, look. We got an answer. Here it is. Yes, enemies can become friends. Remember what Gandhi said. 'Be the change you want to see in the world.'"
I'm not any Blitz! You're The Blitz! You're all The Blitz! I slept with that cute Indian girl who cuts my hair!,"Come on, man. Don't be that Blitz.","That is amazing. And I was here for it. Now Zoey is The Blitz. Ha, ha!  Burn on her."
Nothing! I just forgot to brag about it before!,What does that have to do with anything?,I'm not any Blitz! You're The Blitz! You're all The Blitz! I slept with that cute Indian girl who cuts my hair!
"Hey, guys, the most amazing thing just happened to me in that other roo... Aw, man.",Wait... Where's Barney?,Out!
"Aw, man! Wait. Which half?",Barney was here? I was walking around half-naked.,Barney let us in.
What happened? I saw it!,The Gentleman!,"And just as Barney looked away, it happened."
"Thank you, God!","Oh, hold the door!","Aw, come on, Blitz. Now it's just sad. Aw, man. Oh, go ahead. I forgot my jacket."
"Everything he said was nice, but I am profoundly scared.",Okay. That man is terrifying.,"Boys! Great to see you! Looking smart. Have a wonderful time tonight, okay?"
"Captain, what do you think of rainy days?","Yeah. I snapped this photo of him last time he dropped off Zoey.Observe. The bottom half of his face... is smiling. He seems happy. Seems like a nice guy.  But the top half of his face...wants to mrder you! Cheerful. Wants to mrder you. No. Cheerful. Wants to mrder you. Now, hold on. Let me ask him a question. Captain, what do you think of ice cream? Oh, he loves it!",Okay.
And I'll be home trying to get over the fact that no one invited meto the big hair washing party.,Holding the towel.,Running the water.
Don't use the husband's condoms. That's just rude.,"Oh, wait. Just the two of you? Tread lightly, Mosby. Any time a single guy hangs out with a married woman, there are rules that must be followed. Rule number one...","All right, fine. Guess it'll just be me and Zoey."
Lubricant is public property.,And the most important rule of all...,"Well, if I can't share her lipstick,there's really no pointin even going."
"Lily, I guess that leaves just you and me. Want to hang?",Oh! Sweet. No candles.,"Well, let's. Let's have dinner together, just the two of us."
"Save it, Lily. I am still mad at you for... something, and for that other thing.",Barney.,"That same night, Barney and Lily were still fighting about, um... something. Or was it that other thing?"
"No, I haven't! God, how can you say that?!","Look, I'm sorry I hurt your feelings. But let's be honest. You've been super sensitive lately.","Save it, Lily. I am still mad at you for... something, and for that other thing."
"Oh! Wow. Thanks, Lily. You saved me. You saved us. Look, I know you didn't mean whatever it was you said that made me so mad.",Watch out!,Wait. They were on the street.
"So, who's the eye broccoli?","Two years ago, I had just hired a new assistant at GNB.",It's 'cause of The Mermaid Theory.
"Mark my words, Marshall. Someday you will find Iris so excruciatingly attractive, you won't be able to look her directly in the boobs.","Okay, that's Iris, my new assistant. And yes, she's a little plain, but I'm married, so that's good.","So, who's the eye broccoli?"
"Marshall, do you know how the myth of mermaids came to be?",I don't think that's gonna be a problem.,"Mark my words, Marshall. Someday you will find Iris so excruciatingly attractive, you won't be able to look her directly in the boobs."
"It was 300 years ago. Sailors stuck at sea would get desperate for female companionship. It got so bad that, eventually, the manatees out in the water started to look like... beautiful women. Mermaids. Let's go get some tail! Oh. You see, every woman, no matter how initially repugnant, has a mermaid clock... the time it takes for you to realize you want to bone her. Sure, today you see Iris as a manatee. But she ain't gonna stay that way. Marshall, your secretary's mermaid clock starts right now.",I'm sorry. Myth?,"Marshall, do you know how the myth of mermaids came to be?"
D'oh! Told you. The Mermaid Theory. It's a thing. You owe me 500 bucks.,"And it took one year, three months, and 16 days, but eventually...","It was 300 years ago. Sailors stuck at sea would get desperate for female companionship. It got so bad that, eventually, the manatees out in the water started to look like... beautiful women. Mermaids. Let's go get some tail! Oh. You see, every woman, no matter how initially repugnant, has a mermaid clock... the time it takes for you to realize you want to bone her. Sure, today you see Iris as a manatee. But she ain't gonna stay that way. Marshall, your secretary's mermaid clock starts right now."
Let's say yes.,Did we bet on this?,D'oh! Told you. The Mermaid Theory. It's a thing. You owe me 500 bucks.
"What's that supposed to mean? Are you calling me fat? If there is one thing you never do, it is call a woman fat right to her face!","Seriously? I step away for five seconds, and you eat all my onion rings? No surprise there.","Okay, back to Barney and Lily and whatever the hell they were fighting about."
Nah. Watch out!,Want to hang?,"Wait. Barney's not a woman. That's right... Barney wasn't hurt by Lily, Lily was hurt by Barney."
"Oh, Lily, I'm sorry. Hey, you want to see a magic trick?","Okay, now I'm on track. The rest of this story should make perfect sense.","If there's one thing you never do, it's call a woman fat right to her face!"
"Once mermaid-ified, there's only one way a woman can go back to being unattractive again, but it's pretty gruesome.",I asked Barney the same thing.,"Okay, even if that happens, is there any way to un-mermaid me?"
"Worse. Pregnancy. If a baby's on board that train, it is headed straight back to Manatee City... where the grass ain't green and the girls ain't pretty.",Death?,"Once mermaid-ified, there's only one way a woman can go back to being unattractive again, but it's pretty gruesome."
"Well, Lily, I guess it's just you and me. You wanna hang?","Wait! That's it! That's what Barney and Lily were fighting about! The Mermaid Theory! But their argument didn't happen at the same time as all this other stuff. I'm literally in the wrong year! It happened much, much later when Lily was... pregnant.","Mm-hmm. Once a mermaid gets pregnant, she becomes a manatee again. Never thought I'd say that sentence."
"High heels chafe my shoulders. But you don't have to worry about that anymore. Ever since you got pregnant, you're just a big fat manatee.","Nah. Whenever we're alone, you spend the whole time undressing me with your eyes. You even take off my shoes.","Well, Lily, I guess it's just you and me. You wanna hang?"
"I'm sorry, Lily. Hey, you want to see a magic trick?","Wow. Thanks, Barney. You saved me. You saved us. If there's one thing you never do, it's call a woman fat right to her face!",That was it! I remember now!
"Hey. Hey, wait. Come on. I was kid... Wait, wait, wait! There's another addendum to The Mermaid Theory. A pregnant woman who's become a manatee can become a mermaid again through one simple act.",Oh... You're a jerk.,"I'm sorry, Lily. Hey, you want to see a magic trick?"
Breast-feeding. Hot.,What's that?,"Hey. Hey, wait. Come on. I was kid... Wait, wait, wait! There's another addendum to The Mermaid Theory. A pregnant woman who's become a manatee can become a mermaid again through one simple act."
Really. When those things swell up to three times their normal size... so do I.,Really?,Breast-feeding. Hot.
I've never seen that woman before in my life! Sorry. Force of habit. Congratulations!,What?!,I'm pregnant.
"Hey, guys. A yuletide riddle. What is my second favorite word that begins with b-o-n?",And now she's totally winning Celebrity Rehab.,...This was happening.
"Yeah. What is my third favorite word that begins with b-o-n?  Bonus. As in, my end-of-the-year bonus check.",Bon Jovi?,"Hey, guys. A yuletide riddle. What is my second favorite word that begins with b-o-n?"
"And you earned it, buddy. Check out what I'm gonna buy for myself. The dibiase. See those pinstripes? Diamonds. It is the uppest a person could ever suit.","My God, Barney! I work for GNB, too. All I got was 15 gift card to Costa Coffee.","Yeah. What is my third favorite word that begins with b-o-n?  Bonus. As in, my end-of-the-year bonus check."
"Charity? You're seriously talking to me about charity? Dude, I am Mr. Charity. I frequently sleep with sixes, chubsters, over-thirties... I am the bill and Melinda gates of the sympathy bang.","Uh, has it ever occurred to you to give some of this to charity?","And you earned it, buddy. Check out what I'm gonna buy for myself. The dibiase. See those pinstripes? Diamonds. It is the uppest a person could ever suit."
"What?! I've never seen that woman before in my life! Sorry, force of habit. Congratulations!",What?!,I'm pregnant.
Huh. Marshall and Lily are doing something meaningful. And it's making me less happy about this bonus. And I'm still single. At least I got that going for me. So why do I still feel outside of awesome looking in? What am I doing with my life?,"What?! I've never seen that woman before in my life! Sorry, force of habit. Congratulations!",What?!
"Oh, Marshall, you only think you're happy. Just wait, because tonight,  is Barney's Favorite Things!",we've never been happier. can't imagine bringing e down right now.,Huh. Marshall and Lily are doing something meaningful. And it's making me less happy about this bonus. And I'm still single. At least I got that going for me. So why do I still feel outside of awesome looking in? What am I doing with my life?
"Barney's Favorite Things! I'm gonna give you all a bunch of free stuff... like Oprah. Just get excited, okay?",Huh? I don't know what that is.,That was the reaction Barney expected. This was the one he got.
Velour track suits!,The next hour got pretty weird.,"Barney's Favorite Things! I'm gonna give you all a bunch of free stuff... like Oprah. Just get excited, okay?"
Remote control helicopters! Condoms! And last but not least... There is a fleet of limos outside waiting to take us to... A strip club!  You get a lap dance! You get a lap dance! You're gonna give me a lap dance! Everybody gets a lap dance! That was amazing! It was like a diamond suit for my soul. I gotta keep going. I gotta do more.,Velour is so comfortable. They're so soft.,Velour track suits!
I'm not going back either. I'm taking the rest of my bonus to God's strip club.,No. No! I cannot go back to that strip club. I seen some things.,Remote control helicopters! Condoms! And last but not least... There is a fleet of limos outside waiting to take us to... A strip club!  You get a lap dance! You get a lap dance! You're gonna give me a lap dance! Everybody gets a lap dance! That was amazing! It was like a diamond suit for my soul. I gotta keep going. I gotta do more.
"Sam. Uh, father. I-I don't mean father father. Unless...","The next day, he paid a visit to the most charitable man he knew, his half-brother's father, Sam Gibbs, a minister at a church out on Long Island.",I'm not going back either. I'm taking the rest of my bonus to God's strip club.
I'm thinking about giving some money to charity.,"What's up, Barney?","Sam. Uh, father. I-I don't mean father father. Unless..."
"No, I don't mean that charity. That charity is doing peachy. You'll see pics of the two of them in next week's e-mail.","Is that the name of the stripper you've been e-mailing me about? You got to take me off that list, Barney.",I'm thinking about giving some money to charity.
"I-I recently started giving, and it felt surprisingly good. I want to do more.","What up! Barney, I'm a minister. Unsubscribe.","No, I don't mean that charity. That charity is doing peachy. You'll see pics of the two of them in next week's e-mail."
"Well, I would love to help by writing a check for... one, zero, zero, zero...","Well, now you're talking. We have this program that helps those in need get back on their feet. We give them food, a place to live, clothes for job interviews.","I-I recently started giving, and it felt surprisingly good. I want to do more."
"...Zero...  Woops. Hold on a second. Wait. They're not doing something meaningful with their lives. Well, this changes everything. Oh, no, I've already written four zeroes. Thank you, decimal point. One hundred dollars.",You're not pregnant.,"Well, I would love to help by writing a check for... one, zero, zero, zero..."
"Diamond suited up. Hey, Ted, can you spot me for the movie? I don't like to carry a lot of cash on me.","That's great. Thank you, Barney!","...Zero...  Woops. Hold on a second. Wait. They're not doing something meaningful with their lives. Well, this changes everything. Oh, no, I've already written four zeroes. Thank you, decimal point. One hundred dollars."
"Yeah, that was back when Lily was pregnant. Now she's not. Ergo, a suit is born.  Dude, what's up with the gingerbread house? You look ridiculous!",What happened to giving the money away?,"Diamond suited up. Hey, Ted, can you spot me for the movie? I don't like to carry a lot of cash on me."
"Ah, I know that move. You cut a hole in the floor, she reaches into the living room, finds the tree... Nice.",It's a Christmas-themed movie snack!,"Yeah, that was back when Lily was pregnant. Now she's not. Ergo, a suit is born.  Dude, what's up with the gingerbread house? You look ridiculous!"
"What?! I've never seen that woman before in my life! Sorry, force of habit. Congratulations!",What?!,I'm pregnant.
What am I doing with my life?,What am I doing with my life?,Do you think the others can tell we're freaking out?
Get a puppy!,"Yeah, we were thinking maybe we would just get a dog.","Yeah, this whole thing got us thinking. Maybe we're not ready for kids yet after all."
Oh. Our movie snack.,No!,Can you imagine... That would be the cutest thing!
Marshall and Lily got in trouble.,"Are you kidding me?! All you ever talk about is having kids! And now you have one little freak-out and you want to get a dog instead?! No. Unacceptable! You're gonna turn around, you're gonna go home, get naked, lie together as man and wife until Lily is great with child. Right now! I'm serious! Go, go, go!",Oh. Our movie snack.
"I can't give this suit back. Ted, I glow in the dark. I finally glow in the dark!","And you! Ooh. Barney, you look real stupid in that suit. You're gonna go get your money back and give it to charity. And I don't mean that stripper you keep e-mailing us about, even though we beg you to take us off that list.",Marshall and Lily got in trouble.
Nope.,Wow. That's a lot of zeroes. Y-you sure you're not missing a decimal point?,We're ready for this.
And there's more. Do you still do that thing where you give people in need clothes for job interviews?,Positive.,You sure?
"Bring 'em in, boys! Merry Christmas.",Yeah. Why?,And there's more. Do you still do that thing where you give people in need clothes for job interviews?
Son?!,"Thank you, son.","Bring 'em in, boys! Merry Christmas."
"Hi, there. We've had a lot of fun tonight, but on a more serious note, this is the time of year when we remember the importance of giving. And there's no greater gift than the gift of booty. So, this holiday season, why not bang someone in need? I'm Barney Stinson, and that's... One to grow on.",Scherbatsky... I'm gonna crush it.,"Ted, will you be my best man?"
"Hi, there. You know, we've had a lot of fun tonight...","Um, no.","Hi, there. We've had a lot of fun tonight, but on a more serious note, this is the time of year when we remember the importance of giving. And there's no greater gift than the gift of booty. So, this holiday season, why not bang someone in need? I'm Barney Stinson, and that's... One to grow on."
"Guys, we've got a problem. This is the application for the regional doubles laser tag tournament in Poughkeepsie. Problem is, only one of you can be my partner. So it looks like we've got a bake-off. You may now present your arguments.","Well, what's your plan, Marshall, just have unprotected sx day after day after day in every position imaginable until...? Wait, it sounded worse in my head.","Dr. John Stangel? I don't know, baby, do we really need a specialist?"
And Marshall's the winner.,Damn it.,I'm absolutely not playing laser tag.
"Yeah, and it cuts in and out.",So I understand you want to get pregnant.,"So Aunt Lily went to see Dr. John Stangel, the man who knew more about human reproduction than anyone in New York City."
"Oh, God, you found one of the cameras. I swear that's the only one. Wait, which one did you find?",Ooh! How did you do it?,"Yeah, and it cuts in and out."
What are you talking about?,What are you talking about?,"Oh, God, you found one of the cameras. I swear that's the only one. Wait, which one did you find?"
Not today I wasn't.,"Wait, so you weren't wearing a fake beard and examining girl parts all day?","Lily, I've been with Barney since 9:00 a.m. Between the sexual harassment seminar all morning and the secretary beauty pageant all afternoon, he hasn't left my sight."
