response,context/0,context/1,context/2,context/3,context/4
"I know! All right, Ill see you guys over there! Im off to fight the Nazis.",Oh. Well then way to go you big movie star!,"Oh no, Ill be done by then.",Wait! Wait! Wait! You cant start today! Todays the rehearsal dinner!,Oh thats great!,Congratulations!
"Whoa! Okay. Yeah well, who-who was in World War I?","Oh, wait Joey! We fought the Nazis in World War II, not World War I.","I know! All right, Ill see you guys over there! Im off to fight the Nazis.",Oh. Well then way to go you big movie star!,"Oh no, Ill be done by then.",Wait! Wait! Wait! You cant start today! Todays the rehearsal dinner!
Yeah! Me too.,Hey Joey! Were ready.,Yes! Very good.,Mexico?,Who did we fight in World War I?,Youre gonna be late! Go! Go!
Im doing my scenes with you?,Joey Tribbiani? This is Richard Crosby hes playing Vincent.,Yeah! Me too.,Hey Joey! Were ready.,Yes! Very good.,Mexico?
Wow! I cant believe this! This is incredible. I mean you just won an Oscar!,Nice to meet you Joey.,Im doing my scenes with you?,Joey Tribbiani? This is Richard Crosby hes playing Vincent.,Yeah! Me too.,Hey Joey! Were ready.
I think you did.,No I didnt.,Wow! I cant believe this! This is incredible. I mean you just won an Oscar!,Nice to meet you Joey.,Im doing my scenes with you?,Joey Tribbiani? This is Richard Crosby hes playing Vincent.
UhCookie?,I think I lost. Three times.,I think you did.,No I didnt.,Wow! I cant believe this! This is incredible. I mean you just won an Oscar!,Nice to meet you Joey.
We have to find the rest of the platoon!,"Okay, all right. Lets do it.  AndAction!","Yeah, sure.","Okay! Were about an hour away from getting the scene lit. So uh, if you guys dont mind, can we run it a couple of times?",UhCookie?,I think I lost. Three times.
What?!,Forget the platoon! The platoon is gone!,We have to find the rest of the platoon!,"Okay, all right. Lets do it.  AndAction!","Yeah, sure.","Okay! Were about an hour away from getting the scene lit. So uh, if you guys dont mind, can we run it a couple of times?"
So what are we gonna do?! We have no reinforcements! No-no food!,The platoon is dead! Face facts Tony!,What?!,Forget the platoon! The platoon is gone!,We have to find the rest of the platoon!,"Okay, all right. Lets do it.  AndAction!"
Hey! Where have you been?,Ugh!  What grandmother?,Okay. Sorry.,Well of course that is what Im here for!,"Yknow what? Youre right, Im sorry. Actually you were a big help tonight. Yeah, and thanks for putting my grandmother in the cab and making sure she got to the hotel safely.",Monica! Im not gonna screw it up!
Oh.,"Oh, taking my parents back to the hotel.",Hey! Where have you been?,Ugh!  What grandmother?,Okay. Sorry.,Well of course that is what Im here for!
Yeah.,What? Are you going back to work?,Oh.,"Oh, taking my parents back to the hotel.",Hey! Where have you been?,Ugh!  What grandmother?
"Thanks. Yeah, I figure if I wear these in my scenes at least I wont get spit in the eyes, yknow?",Nice shades.,Yeah.,What? Are you going back to work?,Oh.,"Oh, taking my parents back to the hotel."
Great! All right. Ill see you later.,"And if I remember correctly, Ray Ban was the official sponsor of World War I!","Thanks. Yeah, I figure if I wear these in my scenes at least I wont get spit in the eyes, yknow?",Nice shades.,Yeah.,What? Are you going back to work?
"Uh, I think hes in Rachels room. See ya.","Hey, wheres Chandler?",Great! All right. Ill see you later.,"And if I remember correctly, Ray Ban was the official sponsor of World War I!","Thanks. Yeah, I figure if I wear these in my scenes at least I wont get spit in the eyes, yknow?",Nice shades.
Oh man! They-they just redid my make-up!,"Hey Joey, could you uh, go through these lines with me?","I will, I will find him.","Okay but if you dont find him and bring him back, I am gonna hunt you down and kick your ass!",Okay.,"LookOkay, Im just gonnaIm gonna have to go find him and bring him back! Okay? You-you make sure Monica does not find out, okay?"
All right.,Just the last two pages.,Oh man! They-they just redid my make-up!,"Hey Joey, could you uh, go through these lines with me?","I will, I will find him.","Okay but if you dont find him and bring him back, I am gonna hunt you down and kick your ass!"
Picture? What picture?,I found the picture!,All right.,Just the last two pages.,Oh man! They-they just redid my make-up!,"Hey Joey, could you uh, go through these lines with me?"
"Okay uh, look I know youre a great actor, okay? And you play all those Shakespeare guys and stuff","Could you uh, could you lower your script? I need to see your face so I can uh, play off your reaction.",Picture? What picture?,I found the picture!,All right.,Just the last two pages.
But youre spittin all over me man!,"Oh, thanks.","Okay uh, look I know youre a great actor, okay? And you play all those Shakespeare guys and stuff","Could you uh, could you lower your script? I need to see your face so I can uh, play off your reaction.",Picture? What picture?,I found the picture!
You know youve been spitting on me?!,Well of course I am!,But youre spittin all over me man!,"Oh, thanks.","Okay uh, look I know youre a great actor, okay? And you play all those Shakespeare guys and stuff","Could you uh, could you lower your script? I need to see your face so I can uh, play off your reaction."
Wow! Didnt know that.,"Thats what real actors do! Annunciation is the mark of a good actor! And when you enunciate, you spit!",You know youve been spitting on me?!,Well of course I am!,But youre spittin all over me man!,"Oh, thanks."
Thanks! Okay-okay check it out!  Eh?,Great!,Wow! Didnt know that.,"Thats what real actors do! Annunciation is the mark of a good actor! And when you enunciate, you spit!",You know youve been spitting on me?!,Well of course I am!
What picture?!,I found the picture!,Action!,"And if you see Rita Moreno, let her know Im looking for her.","Yes! No-no! I know, I know what the list is! Mom! Look if you see Chandler, could you just let him know Im looking for him?","Yeah, the list thatof people were allowed to sleep"
You went through my personal property?,The picture of my wife! In your pack!,What picture?!,I found the picture!,Action!,"And if you see Rita Moreno, let her know Im looking for her."
For two years!,Why do have a picture of Paulette in your pack?!,You went through my personal property?,The picture of my wife! In your pack!,What picture?!,I found the picture!
Great scene yeah?,Cut! Wonderful!,For two years!,Why do have a picture of Paulette in your pack?!,You went through my personal property?,The picture of my wife! In your pack!
Thanks a lot.,"Oh youre awesome! And, in that last speech? You soaked me.",Great scene yeah?,Cut! Wonderful!,For two years!,Why do have a picture of Paulette in your pack?!
"Oh, Im-Im not working tomorrow.",Heres your call sheet for tomorrow.,Thanks a lot.,"Oh youre awesome! And, in that last speech? You soaked me.",Great scene yeah?,Cut! Wonderful!
No! No! I cant! You gotta get me out of it! Ive got plans!,You are now.,"Oh, Im-Im not working tomorrow.",Heres your call sheet for tomorrow.,Thanks a lot.,"Oh youre awesome! And, in that last speech? You soaked me."
"Excuse me, Aaron?  Hi! Umm, I have a little problem with the schedules. Originally, I wasnt supposed to work today, and I have this wedding that I really have to be at. Its my best friends, and Im officiating so I really cant work past four.",Rachel! You okay?,Well maybe it would make me feel better if I slept with Joey.,Any woman would be lucky to have ya.,"No Monica! Im serious! Oh, maybe I should just forget about it. Become a lesbian or something.","Yeah you will! The right guy is just around the corner! Okay, are we done with that?"
Im having surgery!,"Joey, you gotta stay until the end. We cant stop filming just for you. Its not like its your wedding.","Excuse me, Aaron?  Hi! Umm, I have a little problem with the schedules. Originally, I wasnt supposed to work today, and I have this wedding that I really have to be at. Its my best friends, and Im officiating so I really cant work past four.",Rachel! You okay?,Well maybe it would make me feel better if I slept with Joey.,Any woman would be lucky to have ya.
"Yeah, I-I just made up the stuff about the wedding because I didnt want you to worry about me. But, Im having surgery today.",What?!,Im having surgery!,"Joey, you gotta stay until the end. We cant stop filming just for you. Its not like its your wedding.","Excuse me, Aaron?  Hi! Umm, I have a little problem with the schedules. Originally, I wasnt supposed to work today, and I have this wedding that I really have to be at. Its my best friends, and Im officiating so I really cant work past four.",Rachel! You okay?
Transplant.,What kind of surgery?!,"Yeah, I-I just made up the stuff about the wedding because I didnt want you to worry about me. But, Im having surgery today.",What?!,Im having surgery!,"Joey, you gotta stay until the end. We cant stop filming just for you. Its not like its your wedding."
Hair transplant.,But youre supposed to work on Monday.,Transplant.,What kind of surgery?!,"Yeah, I-I just made up the stuff about the wedding because I didnt want you to worry about me. But, Im having surgery today.",What?!
Its not on my head.,But youre not bald.,Hair transplant.,But youre supposed to work on Monday.,Transplant.,What kind of surgery?!
"Hey! Youre here! Great! Great! Great! Lets get going buddy, weve got a scene to shoot!","Look Joey, theres nothing I can do. Besides, youre probably gonna be out by four anyway. Weve just got one short scene. Its just you and Richard, and God knows hes a pro. Youll be fine.  Morning Richard.",Its not on my head.,But youre not bald.,Hair transplant.,But youre supposed to work on Monday.
Are you drunk?,Im wearing two belts.,"Hey! Youre here! Great! Great! Great! Lets get going buddy, weve got a scene to shoot!","Look Joey, theres nothing I can do. Besides, youre probably gonna be out by four anyway. Weve just got one short scene. Its just you and Richard, and God knows hes a pro. Youll be fine.  Morning Richard.",Its not on my head.,But youre not bald.
Yes you are!,No!,Are you drunk?,Im wearing two belts.,"Hey! Youre here! Great! Great! Great! Lets get going buddy, weve got a scene to shoot!","Look Joey, theres nothing I can do. Besides, youre probably gonna be out by four anyway. Weve just got one short scene. Its just you and Richard, and God knows hes a pro. Youll be fine.  Morning Richard."
I would sooner die in this hellhole then see her back with you!,"Oh wow! Okay. Dont scare me like that okay? I mean for a minute there I was like, Oh my God! The worst has happened!",Oh!,"Found the vest! I mean were gonna have to keep an eye on it, yknow make sure we dont lose it again","How can that be?! Oh wait! Wait! Are you, are you serious?!",We cant find Chandlers vest. We cant find Chandlers vest.
What?! He got me! Owwwwww!!!,Lets reset.,That can be arranged.,I would sooner die in this hellhole then see her back with you!,"Oh wow! Okay. Dont scare me like that okay? I mean for a minute there I was like, Oh my God! The worst has happened!",Oh!
"Look, my best friends are getting married in like an hour. Okay? And Im the minister. Please! Please! Can you pull it together?",Are you a little off today? Its going terribly slowly.,Lets take it from there.,What?! He got me! Owwwwww!!!,Lets reset.,That can be arranged.
Thank you. Thank you.,Of course! Im-Im sorry. I-Id hate you to miss anything like that on account of me. I can do this!,"Look, my best friends are getting married in like an hour. Okay? And Im the minister. Please! Please! Can you pull it together?",Are you a little off today? Its going terribly slowly.,Lets take it from there.,What?! He got me! Owwwwww!!!
I would sooner die in this hellhole then see her back with you!,"Still rolling, annnnd action!",Thank you. Thank you.,Of course! Im-Im sorry. I-Id hate you to miss anything like that on account of me. I can do this!,"Look, my best friends are getting married in like an hour. Okay? And Im the minister. Please! Please! Can you pull it together?",Are you a little off today? Its going terribly slowly.
Hey! Did Chandler show up yet?,Hello?,Im so happy for me.,You look so beautiful.,I wanna wear this everyday.,Oh my God Monica!
Damnit!,"Yeah, we got him back. Everythings fine.",Hey! Did Chandler show up yet?,Hello?,Im so happy for me.,You look so beautiful.
Im still on the set!,What? Why? Where are you?,Damnit!,"Yeah, we got him back. Everythings fine.",Hey! Did Chandler show up yet?,Hello?
"I know! Im sorry! The guys drunk, they wont let me go until we get this.",Joey! The wedding is in less than an hour!,Im still on the set!,What? Why? Where are you?,Damnit!,"Yeah, we got him back. Everythings fine."
"No! No, Im the minister! All right, look-look, put em both on the phone, Ill marry them right now.",Oh my God! Im gonna have to find another minister.,"I know! Im sorry! The guys drunk, they wont let me go until we get this.",Joey! The wedding is in less than an hour!,Im still on the set!,What? Why? Where are you?
Hey! Dont you hang up on me! Ill marry you and me right now! I have the power!,"Ugh! Joey, I have to go.","No! No, Im the minister! All right, look-look, put em both on the phone, Ill marry them right now.",Oh my God! Im gonna have to find another minister.,"I know! Im sorry! The guys drunk, they wont let me go until we get this.",Joey! The wedding is in less than an hour!
Aaron! You gotta let me go. The guys hammered!,Oh my God! Why would you play hide and seek with someone you know is a flight risk?!,Chandlers gone again!,Whats going on?,Yeah!,"Uh Phoebe, can I see you for a second?"
"So I uh, I just talked to the director. Thats it, were done for the day.",You wouldnt happen to have a very big fork?,"Im sorry Joey, as long as hes here and hes conscious were still shooting.",Aaron! You gotta let me go. The guys hammered!,Oh my God! Why would you play hide and seek with someone you know is a flight risk?!,Chandlers gone again!
Yeah! Youyou were wonderful.,Well have we finished the scene?,"So I uh, I just talked to the director. Thats it, were done for the day.",You wouldnt happen to have a very big fork?,"Im sorry Joey, as long as hes here and hes conscious were still shooting.",Aaron! You gotta let me go. The guys hammered!
"So I got your car, its right outside.",As were you.,Yeah! Youyou were wonderful.,Well have we finished the scene?,"So I uh, I just talked to the director. Thats it, were done for the day.",You wouldnt happen to have a very big fork?
Thats what you told me.,Why? Are we done for the day?,"So I got your car, its right outside.",As were you.,Yeah! Youyou were wonderful.,Well have we finished the scene?
No-no-no! We gotta go! Come on!  Here we go.,"Oh, thank you. Youre welcome.",Thats what you told me.,Why? Are we done for the day?,"So I got your car, its right outside.",As were you.
"We are gathered here today, to join this man and this woman in the bonds of holy matrimony. Ive known Monica and Chandler for a long time, and I can not imagine two people more perfect for each other. And now, as Ive left my notes in my dressing room. We shall proceed to the vows. Monica?",Let us begin. Dearly beloved,As are you,Hes Greek Orthodox.,I am Father Kalebasous.,Who is this?
Chandler?,"Chandler, for so long II wondered if I would ever find my prince, my soul mate. Then three years ago, at another wedding I turned to a friend for comfort. And in stead, I found everything that Id ever been looking for my whole life. And nowhere we arewith our future before usand I only want to spend it with you, my prince, my soul mate, my friend. Unless you dont want to. You go!",Go on! Go on.,He took off?,"We are gathered here today, to join this man and this woman in the bonds of holy matrimony. Ive known Monica and Chandler for a long time, and I can not imagine two people more perfect for each other. And now, as Ive left my notes in my dressing room. We shall proceed to the vows. Monica?",Let us begin. Dearly beloved
"You may not kiss the bride. So, I guess by the powers vested in my by the state of New York and the Internet guys, I now pronounce you husband and wife. Oh wait! Do you take each other?",Chandler?,"Chandler, for so long II wondered if I would ever find my prince, my soul mate. Then three years ago, at another wedding I turned to a friend for comfort. And in stead, I found everything that Id ever been looking for my whole life. And nowhere we arewith our future before usand I only want to spend it with you, my prince, my soul mate, my friend. Unless you dont want to. You go!",Go on! Go on.,He took off?,"We are gathered here today, to join this man and this woman in the bonds of holy matrimony. Ive known Monica and Chandler for a long time, and I can not imagine two people more perfect for each other. And now, as Ive left my notes in my dressing room. We shall proceed to the vows. Monica?"
Yeah you do!,I do.,I do.,"You may not kiss the bride. So, I guess by the powers vested in my by the state of New York and the Internet guys, I now pronounce you husband and wife. Oh wait! Do you take each other?",Chandler?,"Chandler, for so long II wondered if I would ever find my prince, my soul mate. Then three years ago, at another wedding I turned to a friend for comfort. And in stead, I found everything that Id ever been looking for my whole life. And nowhere we arewith our future before usand I only want to spend it with you, my prince, my soul mate, my friend. Unless you dont want to. You go!"
Aw crap! Okayuhuh lets-lets do the rings.,Rings?,Yeah you do!,I do.,I do.,"You may not kiss the bride. So, I guess by the powers vested in my by the state of New York and the Internet guys, I now pronounce you husband and wife. Oh wait! Do you take each other?"
"We good? Yeah? Good? Once again, I pronounce you husband and wife.  Now kiss her again.",Aw crap! Okayuhuh lets-lets do the rings.,Rings?,Yeah you do!,I do.,I do.
"Ha-ha. LookCome on, I dont know what to door say.","So, we realize thatOh no","Oh uh-uh, no-no-no-no-uh-uh.","Uh, oh-oh, umm no you didnt. I did.","Our energy just comes way up when theres an audience here and when that happens, something happens between your brain and your mouth sometimes and it just doesnt, it just doesnt work.","For example, I dont have to memorize lines. You guys actually have to remember what to say and you probably forget from time to time. Yes?"
"Ha-ha, very funny. I dont know what to do! Yknow? Holy crud!","Ha-ha. LookCome on, I dont know what to door say.","So, we realize thatOh no","Oh uh-uh, no-no-no-no-uh-uh.","Uh, oh-oh, umm no you didnt. I did.","Our energy just comes way up when theres an audience here and when that happens, something happens between your brain and your mouth sometimes and it just doesnt, it just doesnt work."
"Ha-ha-ha, very funny. Look, I dont know what to do!","Ha-ha, very funny. I dont know what to do! Yknow? Holy crud!","Ha-ha. LookCome on, I dont know what to door say.","So, we realize thatOh no","Oh uh-uh, no-no-no-no-uh-uh.","Uh, oh-oh, umm no you didnt. I did."
"Hey and, this is a little extra something for yknow, always being there for me.","But there must be, there mustare a lot of moments over the years where youre just trying to do your job, something goes wrong.",I love you!,I love you.,"Do I? Absolutely. Absolutely. Yeah, thats your fault. Isay.","Sorry, lets go back! Cause youve got more to say."
Oh yeah? Then how come I keep,Hey Rach!,Are you okay?,Ahh! Shit that hurt!,What?!,Hey Joey! The camera hit our wall!
Pheebs!,You could actually see him trying not to fall down.,He fell down once! And we re-did it and we went back. And hehe was afraid he was gonna fall down,I have had some clumsy moments I guess you can call em.,"You dont verbally mess up, but sometimes physically? You mess up.",But le Blanc really doesnt mess up much.
Pheebs! Check it out! Check it out! Check it out! Check it out!,"This particular time when he continued to fall or yknow, try not to fall, I was in the room with Matthew and Matthew was like, Should I do it?",Pheebs!,You could actually see him trying not to fall down.,He fell down once! And we re-did it and we went back. And hehe was afraid he was gonna fall down,I have had some clumsy moments I guess you can call em.
Oh! Ooh-ooh!,He said true or false!,I dont necessarily like to juice things,"Matthew, you have a reputation with the rest of the cast that sometimes you like to, you like to fool around a bit. I mean like if somethings naturally going wrong you like to get in there and juice it a little bit. True or false?","Ooh, Soap Opera Digest!",Pheebs! Check it out! Check it out! Check it out! Check it out!
Youre still a tiny bit on fire there.,What are you doing?!,Oh! Ooh-ooh!,He said true or false!,I dont necessarily like to juice things,"Matthew, you have a reputation with the rest of the cast that sometimes you like to, you like to fool around a bit. I mean like if somethings naturally going wrong you like to get in there and juice it a little bit. True or false?"
Mornin,"I keep a straight face he-he delivers like this look, a reaction to you, or a certain take, I-II mean I find it so funny.","Yeah, what did I do?",You bastard.,"For me, I have a hard time with le Blanc in particular. When-whenI mean when",And then it just builds on itself and theres no doing the scene after. I mean you probably wait and really get it together and do it.
"I mean what kind of an actor, what kind of an actor cant even say, Hmm, noodle soup?",Mornin,Mornin,"I keep a straight face he-he delivers like this look, a reaction to you, or a certain take, I-II mean I find it so funny.","Yeah, what did I do?",You bastard.
"Nope, you lost me.","I think, subconsciously","Okay, Ill just put a little more booze on there.","Now, we should go back and take the other line.",Thats a good one?,"I mean what kind of an actor, what kind of an actor cant even say, Hmm, noodle soup?"
"Okay, the next situation is for Rachel. The wedding is about to start you walk into the back room and you find Monica taking a nap with Ross.",No! Come on!,"Nope, you lost me.","I think, subconsciously","Okay, Ill just put a little more booze on there.","Now, we should go back and take the other line."
"I dont know, but it smells good.",What do I smell?,Le Blanc.,What do I smell?,And then it was like four takes later before we could get through it with a straight face.,What do I smell?
Nothin.,Nothing.,What are you guys doing?,But audiencesYou have a live studio audience and they must love that. They must love it when they see you guys playing.,"I dont know, but it smells good.",What do I smell?
"Oh yeah, and shes really nice too! She taught me about yknow, how to work with the cameras and smell-the-fart acting.",Whoa! Shes purty!,cookies they serve in hell!,"You see, I dont say",Are you saying that you dont want to get with this?,"You-you mentally make a flag on it and you say, Okay show night, Im justIll never be able to get through this."
Youre still a tiny bit on fire there!,Oh what are doing?!,Thank you my babies.,"Well thank for coming here, its good to see you.",Thank you Conan!,Well thank you so much.
What? Whats going on?,"Okay, I know Im not supposed to know, but I do. And Im so excited for you!",Okay.,Great.  Great! Just give me a sec to change film.,Let me start that again.,That is too much!
Oh my God! Is that why you guys had to get married?!,Monicas pregnant!,What? Whats going on?,"Okay, I know Im not supposed to know, but I do. And Im so excited for you!",Okay.,Great.  Great! Just give me a sec to change film.
Ah.,Guys! Im not pregnant.,Oh my God! Is that why you guys had to get married?!,Monicas pregnant!,What? Whats going on?,"Okay, I know Im not supposed to know, but I do. And Im so excited for you!"
I cant! I-I dont have any other clothes here.,"Oh, about that. Joey, you have to change before the party.",Now why dont we get a shot of just Monica and the bloody soldier.,No!,You didnt tell anybody I was did you?!,What?! What do you mean? You-you-youre not pregnant?
"Im sorry! Okay? I went down to the gift shop and its either this or a bathrobe! Look, whats more important, the way Im dressed or me being with you on your special day?",Oh sweet Lord.,Ah-hah! At least we know its a him.,"Honey, stop it! I am not going to tell you until I tell him.","Is it Ross? Its Ross isnt itOh my God, its Joey!",Okay.
"Thats better, now just bend your arms a little more. There you go. Okay, look straight ahead. Now this time I want you to really put your ass into it.","Oh guess what, Molly Gilbert youve just been bumped up to table one. And if its all right with you Im gonna take your place at table sixMartin Clickclocken.",Oh good. Now therell be someone there who likes my name.,"Linda Clickclocken.  Oh, uh me too.",Really?! Well see? I never knew about her.,"Mona ummClickclocken. The famous botanist? Huh? Oh no shes uhwell shes dead now. No, supposedly she was once quite the hottie of the plant world."
"I dont believe weve met, Joey Tribbiani.","Oh yes, Dennis is directing a new Broadway show.","Oh, Im so sorry I missed the ceremony, I was stuck at auditions.",Bravo Dennis thanks for pleasing my mother so.,Dennis is a dear old friend and a fantastic lover.,Thank you.
"Wow, Ive admired your work for years. You-youve done some really amazing stuff.",Dennis Phillips,"I dont believe weve met, Joey Tribbiani.","Oh yes, Dennis is directing a new Broadway show.","Oh, Im so sorry I missed the ceremony, I was stuck at auditions.",Bravo Dennis thanks for pleasing my mother so.
Wow Dennis Phillips! Thats great! How did you guys meet?,"Oh, thank you. Well if youll excuse me, Im gonna go get myself a drink. Be back in a moment.","Wow, Ive admired your work for years. You-youve done some really amazing stuff.",Dennis Phillips,"I dont believe weve met, Joey Tribbiani.","Oh yes, Dennis is directing a new Broadway show."
"Chandler. Will you see if your mom can give my resume to Dennis Phillips? Cause if I can get in a Broadway show then I wouldve done it all, film, television, and theater. The only think left would be radio, and thats just for ugly people.","Oh see, before you uh, when you showed it to me you-you held it that way  Hello.","No, nine.","Hey! Uh, I thought, I thought you were at table six.","Thank you, thank you very much. If everyone will please take your seats, dinner will be served.",Funny: ha-ha or funny:
"Uh, eleven, eleven and a half.",What size shoes do you wear?,"Chandler. Will you see if your mom can give my resume to Dennis Phillips? Cause if I can get in a Broadway show then I wouldve done it all, film, television, and theater. The only think left would be radio, and thats just for ugly people.","Oh see, before you uh, when you showed it to me you-you held it that way  Hello.","No, nine.","Hey! Uh, I thought, I thought you were at table six."
"Uh, I dont even really know where I left those. Sorry.","Great, because my shoes are giving me a little problem on the dance floor, can I borrow the boots from your costume?","Uh, eleven, eleven and a half.",What size shoes do you wear?,"Chandler. Will you see if your mom can give my resume to Dennis Phillips? Cause if I can get in a Broadway show then I wouldve done it all, film, television, and theater. The only think left would be radio, and thats just for ugly people.","Oh see, before you uh, when you showed it to me you-you held it that way  Hello."
"Okay fine! Im a seven! All right, I have surprisingly small feet. But the rest of me is good, Ill show ya!",Those arent eleven and a half.,"Uh, I dont even really know where I left those. Sorry.","Great, because my shoes are giving me a little problem on the dance floor, can I borrow the boots from your costume?","Uh, eleven, eleven and a half.",What size shoes do you wear?
Hey! Did you talk to Dennis about me yet?,And the world will never know.,Keep dancing.,Uh-huh.,Yeah? Hop on.  Is the pretty lady looking?,Sure!
No-no! No! No! You dont tell a Broadway guy that! Now he just thinks Im a soap actor.,"Yes, I told him how talented you were. I told him all about Days Of Our Lives.",Hey! Did you talk to Dennis about me yet?,And the world will never know.,Keep dancing.,Uh-huh.
Hey!,But youre not just a soap actor. You are a soap actor with freakishly tiny feet.,No-no! No! No! You dont tell a Broadway guy that! Now he just thinks Im a soap actor.,"Yes, I told him how talented you were. I told him all about Days Of Our Lives.",Hey! Did you talk to Dennis about me yet?,And the world will never know.
Oh! To the happy couple!,I like your bow.,What?,I am so gonna score.,"Okay, but I get to hop on after her.",What? Of course you can! Hop on!
"So did you uh, happen to catch my toast up there?",Maybe I should stand on your feet!,Faster! Youre not going fast enough!,Im trying.,Why arent you moving your feet?,Okay.
"Well, Id like to think there was something for everyone. Look, I know youre casting for this new show","Oh my God, that was for my benefit?","So did you uh, happen to catch my toast up there?",Maybe I should stand on your feet!,Faster! Youre not going fast enough!,Im trying.
"Oh, see thats where youre wrong. Whatever it is I can do it. And if didnt see it up there, just-just try me.","Look umm Joey, I-I dont think youre quite right for this project.","Well, Id like to think there was something for everyone. Look, I know youre casting for this new show","Oh my God, that was for my benefit?","So did you uh, happen to catch my toast up there?",Maybe I should stand on your feet!
"Well Im not proud of this, but",Its an all Chinese cast. Can you be Chinese?,"Oh, see thats where youre wrong. Whatever it is I can do it. And if didnt see it up there, just-just try me.","Look umm Joey, I-I dont think youre quite right for this project.","Well, Id like to think there was something for everyone. Look, I know youre casting for this new show","Oh my God, that was for my benefit?"
"Shh. Shh. Dont try to talk, well get you up to your room, well soak your feet, youll be okay.",I just didnt see the fast song coming.,"Ah, its still not the time.",With who?,Yeah. Im gonna have a baby. Im gonna have a baby. Im gonna have a baby!,Are you really gonna do this?
Yeah.,That is so sweet!,"Oh, thank you.","Shh. Shh. Dont try to talk, well get you up to your room, well soak your feet, youll be okay.",I just didnt see the fast song coming.,"Ah, its still not the time."
"Tell me about it, I feel like Im holding down the fort all by myself.","No, I mean it. There are so few genuinely nice guys out there.",Yeah.,That is so sweet!,"Oh, thank you.","Shh. Shh. Dont try to talk, well get you up to your room, well soak your feet, youll be okay."
Yeah.,Its Joey right?,"Tell me about it, I feel like Im holding down the fort all by myself.","No, I mean it. There are so few genuinely nice guys out there.",Yeah.,That is so sweet!
Hey!,"Listen yknow what sir? For the last time, I dont care what the computer says, we did not take a bag of Mashuga nuts from the mini-bar and we did not watch Dr. Do-Me-A-Little!",David Schwimmer,Wait a minute! No! Im the nice one! Im the one who danced with the kids all night! HowHow small are your feet?!,Yeah.,Its Joey right?
No.  I was told the name of the movie would not appear on the bill!,"Oh! Joey uh, were you in our room last night?",Hey!,"Listen yknow what sir? For the last time, I dont care what the computer says, we did not take a bag of Mashuga nuts from the mini-bar and we did not watch Dr. Do-Me-A-Little!",David Schwimmer,Wait a minute! No! Im the nice one! Im the one who danced with the kids all night! HowHow small are your feet?!
Nothing! It was something.,What? What did you take a picture of?,Okay.,"Ill tell you what, I will go get them developed and you can go home.",Thats true!  I knew I married you for a reason!,Not the disposable cameras from the tables.
"Yeah, thats sad. Mashuga nut?","Oh thanks.  Champagne, strawberriesOh my God! I cant believe Chandler ordered porn on our wedding night!",Heres a copy of your bill.,"Okay, well Im gonna get Ross, get the cameras, and get them developed.","Yeah, one time, when we were dating, uh we got a late checkout, he got so excited it was the best sex we ever had. Until yknow, he screamed out Radisson at the end.",Ross has never checked out of a room a minute before he had to.
Hey!,I dont. He gothe-he-he-hes hit by a bus.,What was that bam?,"Okay. Then he still has this huge decision to make. Now hes walking around thinking, Do I want to be a dad? and then bam!","Well its only different if he wants it to be. I mean, Im not gonna ask him for anything.","Pretty big? Its huge! God, this guy doesnt have a clue! Hes just walking down the street thinking, I had sex with Rachel Green. I rock! then bam! Hes a father and everythings different."
I shoulda never walked into that Sunglass Hut!,"Hey Joey, what would you do if someone that you slept with told you that she was pregnant?",Hey!,I dont. He gothe-he-he-hes hit by a bus.,What was that bam?,"Okay. Then he still has this huge decision to make. Now hes walking around thinking, Do I want to be a dad? and then bam!"
Oh. Why would you scare me like that? What the hell is going on?  Is somebody pregnant?,"Oh Joey! Joey! No, its not you! You didnt get anybody pregnant!",I shoulda never walked into that Sunglass Hut!,"Hey Joey, what would you do if someone that you slept with told you that she was pregnant?",Hey!,I dont. He gothe-he-he-hes hit by a bus.
Oh my God Pheebs! Youre gonna have a baby?,Oh yeah. Thats me.,Oh. Why would you scare me like that? What the hell is going on?  Is somebody pregnant?,"Oh Joey! Joey! No, its not you! You didnt get anybody pregnant!",I shoulda never walked into that Sunglass Hut!,"Hey Joey, what would you do if someone that you slept with told you that she was pregnant?"
"Whoa, wait a minute. Whos the father?","Yes. Yes I am. Oh my God, Im gonna have a baby!",Oh my God Pheebs! Youre gonna have a baby?,Oh yeah. Thats me.,Oh. Why would you scare me like that? What the hell is going on?  Is somebody pregnant?,"Oh Joey! Joey! No, its not you! You didnt get anybody pregnant!"
Well who is this guy?! Huh? Who is he? Cause I will track him down and kick his ass!,You dont know him. Its not important. He wants nothing to do with me or the baby.,"Whoa, wait a minute. Whos the father?","Yes. Yes I am. Oh my God, Im gonna have a baby!",Oh my God Pheebs! Youre gonna have a baby?,Oh yeah. Thats me.
David Lynn! David Lynn! David Lynn!!,David Lynn.,Well who is this guy?! Huh? Who is he? Cause I will track him down and kick his ass!,You dont know him. Its not important. He wants nothing to do with me or the baby.,"Whoa, wait a minute. Whos the father?","Yes. Yes I am. Oh my God, Im gonna have a baby!"
