episode,line,character
05x24,"It was a recording? You called me Big Chief, my nickname special job.",Marshall
05x24,"Come, Grand Chief.",Barney
05x24,Come on. Stops.,Marshall
05x24,Why it happens now? While all was well with Don. This is the never ending battle of my life: career vs. love.,Robin
05x24,"Endless Battle? Your career has crashed love for years.It's like the Globetrotters vs. the Generals. Crochet career in half, the love is greenhorns who deserve it the Italian league.",Ted
05x24,I'm lost. What do I do?,Robin
05x24,You really need to talk to Don.,Ted
05x24,I'm too upset to talk with him. I have to avoid the time I decide what I want.,Robin
05x24,"It sounds logical. Sorry to not be able to help you more than that. In truth, I can not be objective about the fact you're gone.",Ted
05x24,You did a manicure?,Robin
05x24,"No, I did not...",Ted
05x24,It makes a.,Woman
05x24,Why are you brown taxi driver?,Marshall
05x24,"Oh, that. You know how I dream of making love to a woman from each country?",Barney
05x24,Sure. You're doing well in the Baltics.,Marshall
05x24,I thought the fastest way to circumnavigate the world in 180 days. Take a taxi and wait before the United Nations.,Barney
05x24,It was the perfect plan. There's a detail I had not expected.,Barney
05x24,The girls not want to enter a taxi driver. I worked hard on it.,Barney
05x24,I think so. I must confess to Lily that the fifth lookalike is false.,Marshall
05x24,What's the problem?,Barney
05x24,"Lily decided that once you have seen all the doubles, we try to have children.",Marshall
05x24,Children!? No! Rule: no children under 45! You never read my blog!? He has improved a lot.,Barney
05x24,"I'm ready to be a father, you know? But Lily needs a sign of the universe. It could take years.",Marshall
05x24,"Sorry, pal. It'll be  37.50.",Barney
05x24,"That night, Marshall returned to the news to Lily.",Ted 
05x24,"The universe has spoken. Marshall Eriksen, make a baby.",Lily
05x24,"They told me, so I've prepared a few. I organize a marriage. Tell me, Billy Idol, it's going to do? More on Billy Idol.If someone wants the real Slim Shady, it's there. This one was good. Robin, why do not you help me?",Barney
05x24,"First, I get lots of compliments. Then tell her.",Ted
05x24,It gets no compliments.,Robin
05x24,The other thing.,Ted
05x24,It may be that I moved to Chicago next week.,Robin
05x24,"Just to know, but it would do the same if we had not seen the Barney look-alike, eh?",Marshall
05x24,"But we have seen, which means that the universe in its infinite wisdom, tell me of planting, and apply yourself.",Lily
05x24,I can not. I can in good conscience you plant.,Marshall
05x24,I know what's bothering you.,Lily
05x24,Really?,Marshall
05x24,The taxi driver looked like enough to Barney.,Lily
05x24,"Well, there you got wrong.",Marshall
05x24,Time out! This is a group decision! You can not go to Chicago before we are all agreed.,Barney
05x24,I think Robin...,Ted
05x24,"Stay out of it, Brigitte Nielsen and Dolph Lundgren in Rocky IV! We need Marshall and Lily.",Barney
05x24,It was smaller than Barney!,Lily
05x24,It was the same size!,Marshall
05x24,"And you know what? I think he was Asian. Yeah, this guy was a little Asian with a graying goatee and belly.",Lily
05x24,You forgot what looks like Barney?,Marshall
05x24,You kiss?,Barney
05x24,Why are you in our room?  Why Ellen DeGeneres is in our room?,Marshall
05x24,It works!,Ted
05x24,Wait a second. Candles... flowers... I guess that Marshall has forgotten to tell you. The fifth lookalike... it was me.,Barney
05x24,"What? Wait, you were aware? You lied to me?",Lily
05x24,"By omission, because this idea of let the world decide is crazy.",Marshall
05x24,"Baby, you...",Lily
05x24,We must control our...,Marshall
05x24,Friends! We forget what is really important here. Ted is blond.,Barney
05x24,"Friends, I'm doing well. Robin has something important to say.",Ted
05x24,It failed him.,Robin
05x24,The other thing.,Ted
05x24,He had a manicure.,Robin
05x24,The other thing.,Ted
05x24,I had a job offer in Chicago.,Robin
05x24,That's why we're all here. For Robin to deter...,Barney
05x24,"Actually, I already made my decision. Friends, I must accept.",Robin
05x24,I can not believe that Robin is going to lose.,Ted
05x24,"Perhaps it's the depression talking, but Ted's hair beginning to be well?","Lily, thinking"
05x24,"Thank God, I thought I was the only one!","Marshall, thinking"
05x24,Looks like a real movie star!,Barney
05x24,"And besides, it was a big mistake. I will re-stain the hair.",Ted
05x24,Finally.,Lily
05x24,I told you so.,Marshall
05x24,Not so great that.,Barney
05x24,So I was on the phone with Chicago.,Robin
05x24,"Yes, I made my decision. I appreciate the offer, but I can not accept it. Thank you.",Robin
05x24,I'm staying.,Robin
05x24,"Tell me... Did you see the real Barney driving the taxi, and you thought it was a little Asian pot-bellied.",Marshall
05x24,"I know. It's weird, huh?",Lily
05x24,It's not weird. That means you're not ready. Sorry for wanting to rush things. Our baby can expect the real dead ringer for Barney.,Marshall
05x24,Hello Moo-Moo! Monty did you do an extra-fine pizza just as you love them! Are you okay?,Robin
05x24,You'll never believe it. I was offered the position of presenter WNKW in Chicago.,Don
05x24,You said what?,Robin
05x24,I agreed. It's been years I expect this opportunity.,Don
05x24,Barney?,Marshall
05x24,I'm single mountebank of Estonia. Who is this Barney?,Sosie
05x24,It's just a guy we know who has a blog and really bad.,Marshall
05x24,"It seems that he is improving. Finally, what is it, blog?",Sosia
05x24,This is something that was cool 8 years ago.,Marshall
05x24,Always cool. It looks pretty cool.,Sosia
05x24,What's your name?,Lily
05x24,Kristof.,Sosia
05x24,how Kristof?,Lily
05x24,Kristof... Sosie.,Sosia
05x24,Really? Your last name is Sosie?,Marshall
05x24,"It's my name, man.",Lookalike
05x24,Wait. Trying to understand.,Don
05x24,I'm going.,Robin
05x24,Wait. Put yourself in my place. You can imagine what it is to be offered a dream job?,Don
05x24,"I can. Good luck in Chicago, Don.",Robin
05x24,"Barney, why are you doing this?",Lily
05x24,Wait a second. Is it possible that Barney Stinson secretly hope they have children?,Marshall
05x24,Who is Barney? Calm down the U.S.!,Sosia
05x24,Let me talk about him. He keeps saying that nobody should have children before 45 years.,Lily
05x24,I'd be interested to read what he has to say in his blog.,Sosie
05x24,"But I think I know what happens. Yesterday, Barney felt obliged to say goodbye to someone he really likes. And it made him think... A baby joining our group might not be the worst thing.",Lily
05x24,Babies... this can be cute.,Sosia
05x24,"And one day he will be the best uncle in the world. Because it Barney, he is part of our family.",Lily
05x24,Excuse me. I heard you come from Estonia. So do I.,Woman
05x24,Excuse me a moment. Estonia Baltic countries would complete!,Barney
05x24,And I'm like you clown.,Woman
05x24,Say yes to that.,Robin
05x24,Yes.,Ted
05x24,I can re-move?  Is I'm the biggest idiot in the world?,Robin
05x24,"Think of all of us, five years ago, when we met you.Marshall and Lily were friends as little. Today they are married and think about the children. And Barney? He would never get involved with anyone. And last year, he fell in love. And me? I was chasing a girl, convinced she was right. Today it is one of my best friends. And you? 5 years ago, you would never put love before your career, but now you did it.",Ted
05x24,Seems like I become more and more stupid.,Robin
05x24,"Just more courageous. We all looked for the 5 lookalikes.But eventually, over time, we all become our own doubles.These completely different people who look exactly like us. The Robin, there was 5 years? This girl was pretty cool. Robin lookalike? She's great.  We drank a lot.",Ted
05x24,I do not care.,Robin
05x24,"What? I forgot, I'm blond. I have blonde hair.",Ted
05x24,"And here's how my hair bleached prevented us from doing anything that would have regretted. Children, the world is fun.",Ted 
05x24,Yes! You're there! This is fantastic!,Lily
05x24,"Calm down. Your husband is here. Trying to hide it, at least.",Barney
05x24,"The friends, follow me!  Look! The fifth double.",Lily
05x24,This guy looks like me...,Barney
05x24,Guys... Play the game,Marshall
05x24,"Children, you can ask the universe all the signs of the world...",Ted 
05x24,It's amazing.,Marshall
05x24,Is not it?,Lily
05x24,It looks like Barney.,Robin
05x24,Amazing.,Ted
05x24,It's like looking in a mirror.,Barney
05x24,"But ultimately, we see only what we want to see, when you're ready to see it.",Ted 
05x24,Does that mean...?,Marshall
05x24,Marshall Eriksen... put a baby in my belly.,Lily
06x01,"Kids, there are two big days in any love story: the day you meet the girl of your dreams, and the day you marry her.",Ted from 2030
06x01,Nice! Where'd you get this?,Ted
06x01,Stashed a cooler behind the pulpit. Beer be with you.,Marshall
06x01,"And also with you. Man, this is what church has been missing. Dude, you fixed church.",Ted
06x01,"Yeah. You're welcome, God. Nervous?",Marshall
06x01,What? No. I'm just hoping it doesn't rain. Why? Do I look nervous?,Ted
06x01,"Look at your beer, dude. You always do that when you're nervous.",Marshall
06x01,"Barney, I really... I have to grade these papers.",Ted
06x01,"I'm sorry. I'll let you work. But first, a riddle: What piece of women's attire most stokes a man's desire?",Barney
06x01,A sun dress.,Ted
06x01,"Correct. What lightweight outfit, pink or white, makes the front of my slacks abnormally tight?",Barney
06x01,I really have to get this done.,Ted
06x01,"Of course, of course.",Barney
06x01,Thank you.,Ted
06x01,"Sun dress, by the way. Hey! What are you nervous about? Tell me. Tell me. Tell me. What flowing cotton frock...",Barney
06x01,"Okay, I'll tell you. Just... There's a... There's a girl sitting at the bar. Don't look!",Ted
06x01,I want to see a pretty girl.,Barney
06x01,"Okay, you can look. Just-just-just be cool for once.",Ted
06x01,"I'll be cool. Ah, Ted. You got your beer label in a bunch over nothing. Listen to your Uncle Barney. You have no reason to be nervous. None whatsoever. And I'm going to tell you why in one word.",Barney
06x01,And what's that word?,Ted
06x01,Dibs!,Barney
06x01,What... You can't call dibs on a girl I've been sitting here thinking about maybe talking to eventually at some point.,Ted
06x01,You never called dibs.,Barney
06x01,Dibs were implied.,Ted
06x01,Implied dibs?,Barney
06x01,Yeah.,Ted
06x01,"Ted, you are spitting on the grave of Sir Walter Dibs, inventor of the dib. It was 1652... The SS Dibs was lost at sea...",Barney
06x01,"Look, I don't have time for a fake history lesson, so I'll keep this simple. You go over there and talk to that girl, I will see you in court.",Ted
06x01,And who's gonna represent you? Dibs on Marshall as my lawyer!,Barney
06x01,Damn it!,Ted
06x01,Where is Marshall anyway?,Barney
06x01,Uncle Marshall and Aunt Lily had recently decided to take a swing at starting a family. Tonight was their first at-bat.,Ted from 2030
06x01,"Okay, I'm almost ready to leave. Let's just go through the checklist. Candles?",Marshall
06x01,Check.,Lily
06x01,Music to set the mood?,Marshall
06x01,Check.,Lily
06x01,Music for when we're actually doing it?,Marshall
06x01,Check.,Lily
06x01,You know what? To hell with your dibs. I'm going over there right now and talking to her.,Ted
06x01,"Oh, yeah, yeah? Be my guest. Fall in love with her. Get married. Just know this: When I step up to make my toast as your best man...",Barney
06x01,"Actually, Marshall would probably be...",Ted
06x01,As your best man...,Barney
06x01,Ladies and Gentlemen... I... had dibs.,Barney
06x01,No!,Ted
06x01,What?,Barney
06x01,Tell me this isn't true.,Ted's wife
06x01,I had implied dibs.,Ted
06x01,I had no idea. You have to know that.,Ted's wife
06x01,"Shhh, shh. You're the victim here. We both are. Let's get out of here.",Barney
06x01,"Or, you know, we could just do it right here.",Ted's wife
06x01,We could just do it right here.,Barney
06x01,Fine. Have at it. Exercise your dibs. She's got her shields up anyway. She's reading a book.,Ted
06x01,"Yeah. At a bar. That book might as well be called, Are You There, Barney? It's Me, Horny. That is not what shields up looks like.  That is what shields up looks like.",Barney
06x01,"Move. God!  Hey. 'Sup, dudes? Fries?",Robin
06x01,"Oh, good God, woman. You're a disgrace.",Barney
06x01,No fries for this guy.,Robin
06x01,"Robin, seriously, I love you, but it's like you have squiggly cartoon odor lines coming off of you right now.",Barney
06x01,"You know what, Barney? Just cut her some slack, okay? She just went through a breakup.",Ted
06x01,With hygiene?,Barney
06x01,"No, with Don. A few months earlier...",Ted from 2030
06x01,"Here, have some tea.",Ted
06x01,Thanks.,Robin
06x01,"Robin, I am here for you. Whatever you need.",Ted
06x01,"Okay, about that. Ted, listen. I know myself pretty well. And, some time over the next few months, I'm going to want to sleep with you. And when that happens, you have to try to say no.",Robin
06x01,Try? I will absolutely say no. Our friendship is too important.,Ted
06x01,"Okay, you know, maybe I wasn't clear enough. I will come at you with everything I've got. I will stalk you like the lioness stalks the gazelle: careful, patient, deadly. And if you let your guard down for so much as a second, as sure as you were born, I will hump your brains out.",Robin
06x01,"Okay, I'm ready to have sx now.",Robin
06x01,"It was a tough summer, but I think our girl's been a real trooper. She's... Is this a Cheeto?",Ted
06x01,"No, we ran out of Cheetos last week. Oh, yeah, it's a Cheeto. Dibs.",Robin
06x01,"Oh, you're exquisite. You must let me paint you.",Barney
06x01,"Hey Robin, what do you think? The girl sitting at the bar. Shields up?",Ted
06x01,"Mmm, totes, toots. She's here on a date. She brought the book because she got here early, and she also wants to impress the guy she's meeting. Girls like to come across all classy and smart, you know?",Robin
06x01,This? What you're doing right now? I'm getting a de-rection.,Barney
06x01,Hey! How'd it go? You pregnant yet?,Ted
06x01,Nope!,Marshall
06x01,"Okay, so, here's what happened. I was at home, waiting for Marshall.",Lily
06x01,"Hey! How was your day? Don't answer. No time. Bedroom. No, no. No time. Floor. No, no time. Against this wall!",Marshall
06x01,"Marshall, whoa! Wait. A big package just arrived.",Lily
06x01,"Yeah, it did.",Marshall
06x01,"No, no. It's a real package from your dad.",Lily
06x01,"Well, that's a little weird, but yeah, it is.",Marshall
06x01,"Marshall, look!",Lily
06x01,"A bassinet? Oh, my... He must've made it in his wood shop. Wasn't that sweet of him? Lil? Isn't that sweet? Lily?",Marshall
06x01,You told your dad we're trying to have a baby?,Lily
06x01,Of course I did. I tell my dad everything. My dad is my best friend.,Marshall
06x01,Ohhh,Barney
06x01,"We have been looking forward to this magical, special night for two weeks now. And, sweetie, during that time, I have been... How do I put this delicately? Saving all my love for you.",Marshall
06x01,"I have read 11 books on conception. I have cut out alcohol, caffeine and sugar. I take my temperature every hour. But good for you for not playing with yourself.",Lily
06x01,"I feel you, buddy.",Ted
06x01,"Ah, no! Don't even touch me, dude. It's been, like... It's been two weeks. I'm, like, a light breeze away from having a big problem. Seriously.  Okay, I'm better now.",Marshall
06x01,"Okay, Barney. What's this going to cost me?",Ted
06x01,Excuse me?,Barney
06x01,Your dibs. I want to buy your dibs.,Ted
06x01,Two... hundred... and fifty thousand dollars.,Barney
06x01,20 bucks.,Ted
06x01,But I... Can I go smell her first?,Barney
06x01,No.,Ted
06x01,Fine.,Barney
06x01,All right. Wish me luck.,Ted
06x01,"Now kids, remember how I told you about a girl named Cindy?  FLASHBACK - Cindy's appartment  How I went on one date with her and it ended...",Ted from 2030
06x01,Get out.,Cindy
06x01,badly? Well...  END OF FLASHACK,Ted from 2030
06x01,How are you?,The Girl who was reading
06x01,Good.,Cindy
06x01,What the hell are you doing?,Barney
06x01,That girl she's talking to? I dated her.,Ted
06x01,"Oh, that sucks! And dibs.",Barney
06x01,"So you went on one date with one of her friends. It's not necessarily a big deal. I mean, did it end on bad terms?",Robin
06x01,"Well, I guess you just got to move on. I mean, it's not like you have a shot with Ready McGee over there, right? Ted?",Robin
06x01,"Then I remembered. Cindy had a roommate. A roommate I only caught a glimpse of... But a roommate who, by every indication, was something very special. Was it possible? Could this be the girl attached to that ankle?",Ted from 2030
06x01,I got to see her ankles.,Ted
06x01,"You're one of those? God, I swear, one in five guys...",Robin
06x01,"Lily! We kind of had a plan tonight, remember? Candles? Banjo?",Marshall
06x01,Who else did you tell? Did you tell anyone at the office?,Lily
06x01,Shannon? Start the music...,Marshall
06x01,"I may have mentioned it in passing to a couple of colleagues at work. I'm sorry about that, but you know what? I got to be able to tell my dad.",Marshall
06x01,"Your dad is the last person you should tell! The man is too involved in our lives! It's like, every time the phone rings...",Lily
06x01,Hello.,Lily
06x01,"Lily, Marvin Eriksen. I noticed you hadn't changed your last name yet.",Marshall's dad
06x01,"No, I'm gonna...",Lilly
06x01,"So, don't worry. I called the DMV, I called your Amex, I got that process started for you.",Marshall's dad
06x01,Hello.,Lily
06x01,"Lily, Marvin Eriksen. I understand you and Marshall have been fighting. Well, let me tell you what works for me and the missus. Frilly French undies and a box of wine.",Marshall's dad
06x01,Hello.,Lily
06x01,You might want to try pickles on that sandwich.,Marshall's dad
06x01,Pickles would have helped that sandwich!,Marshall
06x01,The man has no boundaries. And I just can't procreate under these conditions!,Lily
06x01,"Yeah, well, you know what? I've already told him, so the damage is done.",Marshall
06x01,"So, call him and tell him we decided not to have a baby.",Lily
06x01,"Okay, so you just... You want me to give my dad a stroke?",Marshall
06x01,Only if you want to give this a stroke.,Lily
06x01,"That's ridiculous. Lily, there is no way that I would ever... Okay, everyone needs to shut up so that I can think!",Marshall
06x01,They're talking to a guy now.,Robin
06x01,What kind of guy? A cheesy guy or a cool guy?,Ted
06x01,"Oh, a cheesy guy. Don't worry.",Robin
06x01,"Oh, man! That guy is cool. His hair's all cool, he's got a cool belt.",Ted
06x01,"Well, that guy is cheesy, and if you think he's not cheesy, then you're cheesy, too, and now I want something cheesy. Who's feeling nachos?",Robin
06x01,"Oh, look at you, Robin. You're jealous.",Barney
06x01,Jealous?,Robin
06x01,"Yeah, jealous, because she's got it, and you've lost it.",Barney
06x01,I have not lost it.,Robin
06x01,You lost it.,Barney
06x01,"I still have it. I know exactly where it is, and I can go get it whenever I want.",Robin
06x01,"Robin, girls are like cartons of milk. Each one has a hotness expiration date, and you've hit yours. I'm not saying the occasional guy won't still open the fridge, pick you up, give a sniff, shrug and take a sip anyway But it's all downhill from here.",Barney
06x01,I don't have to take this. But I do have to take this.,Robin
06x01,"Okay, so you just want me to call my dad and tell him that we're not having a baby?",Marshall
06x01,That's about the size of it.,Lilly
06x01,"Okay, out of curiosity,when do we tell him about the baby?",Marshall
06x01,We'll tell him about the baby when there's a baby to tell him about.,Lily
06x01,"So, he just gets no notice? He just walks into his boss's office, and says, I just had a grandson. I'm gonna be out for three months.",Marshall
06x01,Out for three months?,Lily
06x01,Yeah. He and my mom are coming to live with us when the baby's born. We talked about this.,Marshall
06x01,"No, we didn't.",Lily
06x01,"I meant, me and my dad.",Marshall
06x01,"You know what, Marshall? Why don't you have a baby with your dad?",Lily
06x01,"Oh, okay, Lily.Why don't you have a baby with your butt?",Marshall
06x01,What?,Lily
06x01,I can't think straight! Why do you have to wear that shirt? This is not how I thought this night was going to go!,Marshall
06x01,Ted?,Cindy
06x01,"Oh, God, this sucks! Do you think she saw me?",Ted
06x01,"Hi, Ted!",Cindy
06x01,"Yeah, she definitely saw you.",Barney
06x01,Can I see you for a minute... in private?,Cindy
06x01,"Yeah. Yeah, sure. I mean, how could that not be fun? If I don't come back, tell my mom I love her.",Ted
06x01,"Okay, will do. And dibs.",Barney
06x01,"Barney, am I crazy? Marshall talks to his dad way too much, right?",Lily
06x01,"Oh, you don't want my opinion on that.",Barney
06x01,Why not?,Lily
06x01,"If I had my dad's number, I would never not be on the phone with him.",Barney
06x01,That was really...,Lily
06x01,"Whoa, a hottie with a body! Boing...!",Barney
06x01,Brief.,Lily
06x01,"No. Lily, look.  You saucy little minx. You sundressed up.",Barney
06x01,Hi.,The man
06x01,"14 seconds! 14 seconds, and already some dingdong is stepping up, thinking he can get some of this broke off. I... still... got... it. All right, buddy, you proved my point. Now scram. Nice belt, by the way.",Robin
06x01,"Robin, you do look super hot.",Barney
06x01,"Oh, do I?",Robin
06x01,"Yeah, you do.",Barney
06x01,Thanks.,Robin
06x01,"I braced myself for what was next: rage, fury, a possible shanking.",Ted from 2030
06x01,"Thank you, Ted. After things didn't work out with us, I got really sad for a while. But then I realized, you're not what I wanted, Ted, and I'm not what you wanted. I'm sorry I was such a jerk. I feel like I should make it up to you somehow. You know, buy you a beer or Yankees tickets, or...",Cindy
06x01,"Or set me up with one of your friends. No, I'm kidding. That would be weird.",Ted
06x01,"No, it wouldn't.",Cindy
06x01,"It wouldn't, would it? Any one of those three. Whichever's easiest and right nearby. And not the beer.",Ted
06x01,I should get back.,Cindy
06x01,Totally.,Ted
06x01,Come say good-bye before you leave.,Cindy
06x01,Say good-bye before you leave?,Robin
06x01,Her words exactly.,Ted
06x01,"Dude, you are so in. That is so awesome. A high five doesn't even cut it. High six!",Barney
06x01,"She didn't see us high-six, did she?",Ted
06x01,No. Good. That was pretty lame.,Barney
06x01,"Yeah, let's never do that again.",Ted
06x01,Marshall?,Lily
06x01,"What? Lily, what? Are there more members of my family that you want to crap all over?",Marshall
06x01,Here's the thing.,Lily
06x01,"I'm sorry. Hold on. Just... It's my dad. Lily, it's my dad, okay? I love him, and if he calls me, I'm gonna answer the phone! Hey, Dad.",Marshall
06x01,"Hey, hey. I know it's late, but I just had to call. How'd it go?",Marvin
06x01,"Dad, this is...",Marshall
06x01,Did you do everything the books say? Did you put the pillow under her back?,Marvin
06x01,"Dad, I'm in the middle of something right now.",Marshall
06x01,Did it feel like a boy? You can tell.,Marvin
06x01,"He's insane. My dad is insane. I'm so sorry, Lily. He's just... He's so... enthusiastic. It's ridiculous, you know? Like, who's like that?",Marshall
06x01,"You. You're like that. You and your dad both care so much. It's... it's why women fall in love with the Eriksen men to begin with. But right now, it's a lot of pressure.",Lily
06x01,"Baby, I'm not trying to pressure you one bit.",Marshall
06x01,What if I can't have a baby? That could happen. I could totally let you down. Has that thought not occurred to you?,Lily
06x01,"Not even for one second. Not having a baby would suck, but the idea of you letting me down... that's impossible. That would be like aliens landing. That's a bad example, because that could happen. It probably already has. I saw this, episode... All right.",Marshall
06x01,I'm doing this. I am going over there. Wish me luck.,Ted
06x01,"Kids, nothing in this life quite compares to the sweet, terrifying exhilaration of making your move. When you just put it all on the line and go for it. And that night, by golly, Cindy went for it. So no, kids, that girl wasn't your mother. She ended up being someone else's mother. In fact, they both did.",Ted from 2030
06x01,"Like I said, she's here on a date.",Robin
06x01,So that was not the day I met your mother. The day I met your mother was the day of a wedding.,Ted from 2030
06x01,"Okay, maybe I'm a little nervous.",Ted
06x01,"Dude, it's just a wedding toast.",Marshall
06x01,"I know. I just... I want it to be great, you know? I want this whole day to be great.",Ted
06x01,It will be.,Marshall
06x01,Best man? You're being summoned.,Lily
06x01,"Geez, what now?",Ted
06x01,"Ted, seriously, relax. Everything's... Okay, and it's raining.",Marshall
06x01,Yeah. You were saying?,Ted
06x01,"You didn't happen to bring an umbrella, did you?",Marshall
06x01,No. I didn't bring an umbrella.,Ted
06x01,"I mean, everyone told us that it might take a while, but... We thought we might be the exception to the rule. Anyways, we're getting back on that horse. I mean, feeling good about the future. Obviously, this goes without saying, but you won't tell Lily about any of this, right?",Marshall
06x01,No! Of course! Absolutely!,Ted
06x02,"So, this chick and I are going at it behind the Central Park Zoo. The Bonobo chimps start giving us a standing O, and just when I'm about to give her the same thing... What up?... I... I can't. I just... I can't. Guys, I know you count the minutes until you can escape from your humdrum lives by hearing how awesome mine is, and I love doing that for you, but I just can't tonight.",Barney
06x02,What's wrong?,Robin
06x02,I don't want to talk about it.,Barney
06x02,"Okay. Hey, you guys see Deadliest Catch last night?",Robin
06x02,Did I ever! Deadliest Catch ever!,Ted
06x02,"All right, I'll tell you! My mother is selling the house I grew up in. All of my childhood memories gone, just like that!",Barney
06x02,"That sucks. I've been there, buddy.",Ted
06x02,What are you talking about? Your mother still lives in the house you grew up in.,Marshall
06x02,"With her new hippie husband, Clint. The comfort of home is a little ruined when someone turns your old room into what I'm pretty sure is a Tantric sx temple. With all the bamboo, pot smoke and '60s music, it's like my old G.I. Joes are frozen in some weird Vietnam flashback.",Ted
06x02,"Anyway, I need you guys to come out to Staten Island on Saturday and help box everything up.",Barney
06x02,You expect us to spend a whole day packing up your mom's house?,Lily
06x02,Of course not. It's a two-day job.,Barney
06x02,Pass.,Robin
06x02,Same.,Ted
06x02,Unsubscribe.,Marshall
06x02,"You guys are adorable. You seriously believe that I, Barney Stinson, can't talk you into this? I got the Queen to give me a fist bump.",Barney
06x02,No one believes that story.,Ted
06x02,"You may be able to talk the brain surgeons you pick up into doing whatever you want, but it's not gonna work on us.",Lily
06x02,How did he do that?,Lily
06x02,So there we were helping Barney pack up his childhood home.,Ted from 2030
06x02,"Whoa, Ted, that thing you're packing is way too big to fit in that box.",Barney
06x02,"Yeah, that's what your mom said.",Ted
06x02,How dare you!,Barney
06x02,"No, she actually said that.",Ted
06x02,"Oh, dear, I thought I told you, that's just not going to fit in there.",Lauretta
06x02,"Someone order something tall, dark and awesome?",James
06x02,James!,Everyone
06x02,Bro!,Barney
06x02,How you doing?,Ted
06x02,Hey!,James
06x02,"Oh, my goodness!",Lauretta
06x02,Mama.,James
06x02,Look at my two sons. So big and strong and handsome.,Lauretta
06x02,Mom. Stop.,Barney
06x02,"And how is my delicious little grandson? Oh, did he get the clothes I sent him?",Lauretta
06x02,"Check it. Huh? How cute is that, right? When was the last time you saw a diaper poking out of a Dolce and Gabana suit?",James
06x02,Tuesday at work. Some of the senior partners are really getting up there.,Barney
06x02,"So, Ted, yesterday at work, I totally talked you up to that super-hot makeup girl, Liz.",Robin
06x02,Oh yeah? Mm-hmm. What did you say?,Ted
06x02,"Oh, you know, how funny you are...",Robin
06x02,Guilty.,Ted
06x02,Handsome.,Robin
06x02,"Who, me?",Ted
06x02,Incredible lover.,Robin
06x02,Really?,Ted
06x02,"Oh, yeah. Oh, yeah. I was all like, He knows a woman's body better than she knows her own, endless waves of pleasure just cresting and breaking for hours and hours... Blah, blah, blah. Orgasms so intense that you just black out. All that stuff.",Robin
06x02,"Robin, how can I possibly live up to that review?",Ted
06x02,"What? You know what you're doing down there. Oh, Teddy Westside can bring it. We know this.",Robin
06x02,"But that is not the point. I mean, you broke the first rule of setting people up: undersell. It's like, if someone's never seen The Karate Kid, you don't say, It's the greatest movie ever. You say, Uh, it's pretty good And then they see it, it blows their freakin' mind. Because Cobra Kai sensei's all like, Sweep the leg! And Daniel-san's all like...",Ted
06x02,Maybe I did oversell you a bit.,Robin
06x02,Thank you guys so much for helping us out with this stuff.,James
06x02,"Oh, it gives us a rare insight into the makings of Barney Stinson. Like, look at this. Who was a cute little basketball player before he became the biggest pervert in the world?",Lily
06x02,"I loved Pee Wee basketball. Well, until they kicked me off the team... I was so awesome, the coach asked me to quit because it wasn't fair to the other kids.",Barney
06x02,"I was so awesome, the coach asked me to quit because it wasn't fair to the other kids.",Barney
06x02,That sounds plausible.,Marshall
06x02,"Hey. It's true. Tell him, James.",Barney
06x02,"Oh, yeah, he had, like, a four-foot vertical leap. He would hit it from the outside, hit it from the inside... He sucked. Coach cut him from the team, and Mom fed him that story so he'd feel better.",James
06x02,"Oh, my God! Look at this. My letter from the Postmaster General. I still can't believe he took the time to write this...",Barney
06x02,"Dear Barney... I sincerely apologize about losing all the invitations you sent out to your eighth birthday party. That's why none of your classmates showed up. Not because you threw up when they turned the lights off at the Planetarium. No one even noticed that. Also, Janey Masterson's mother is a whore, and with gin on her breath at 10:00 in the morning, she's got some nerve kicking us out of the carpool. Love, Postmaster General.",Barney
06x02,Thank you.,Barney
06x02,Does your mom make stuff like that up a lot?,Marshall
06x02,"Constantly. I mean, she put more effort into some lies than others.",James
06x02,Mom? Who's my dad? All the other kids at school know who their dad is. Who's mine?,Barney
06x02,"Oh, I don't know... That guy.",Loretta
06x02,"Did she tell you that Bob Barker was your dad, too?",Robin
06x02,"No. No, no. I heard Flip Wilson, Bill Cosby, James Earl Jones, Meadowlark Lemon... The list goes on. I still can't get a straight answer about who my real dad is. And Barney's no help. He still believes every lie that my mom told us growing up. Not me. I caught on early.",James
06x02,Careful! Michael Jackson sent me this glove for my tenth...,Barney
06x02,Damn. Loretta really lied a lot to her kids.,Ted
06x02,"Well, she's not alone. Whenever Marshall was acting too hyper, his mom would suddenly decide he was sick and give him cough medicine until he passed out.",Lily
06x02,"I'm pretty sure that's what stunted my growth. I hit 6'4 in the fifth grade, and then I just stopped.",Marshall
06x02,And then there's the most popular parental lie in history. Santa.,Lily
06x02,"Yeah, but that's a good lie. Like when we tell Ted he'll meet the right girl and settle down.",Marshall
06x02,I always find that reassuring.,Ted
06x02,"You will meet her, buddy.",Marshall
06x02,You think so?,Ted
06x02,Yeah!,Marshall
06x02,"Santa's still a lie, and I'm not lying to our kids.",Lily
06x02,"Baby, it's Santa. Don't you want our kids going to sleep on Christmas Eve with their hearts full of hope, their heads full of crazy cough syrup nightmares, knowing that downstairs Kris Kringle is stuffing their stockings full of joy and stuffing his belly full of milk and lutefisk that they left him?",Marshall
06x02,Milk and lutefisk? Santa doesn't get cookies in Minnesota?,Lily
06x02,"Yeah, that's just what Santa needs at 3:00 a.m. when he's battling a snowstorm over the Rockies: a sugar crash. No. Santa needs protein.",Marshall
