response,context/0,context/1,context/2,context/3,context/4
Then thats not breaking the law! Im there!,Yeah.,"Okay, now would you say that thats more than 50 yards away from Sting, his wife, or a member of his family?","Uh, middle balcony.","Oo, where are the seats?",Welllets just say  Rosss caaaaan!
Yeah?,Phoebe?,Then thats not breaking the law! Im there!,Yeah.,"Okay, now would you say that thats more than 50 yards away from Sting, his wife, or a member of his family?","Uh, middle balcony."
"Hes awfully short and I think hes talking to himself. And to be completely honest, hes not that good in bed.","Look at that guy by the window, wow!",Yeah?,Phoebe?,Then thats not breaking the law! Im there!,Yeah.
"Wait a second! This is about the fourth month of your pregnancy, right?","Oh, what is wrong with me lately? I mean its like every guy I seeI mean look here.  Look at that guy for example, I mean normally thats not someone I would-would be attracted to, but right now, with the way Im feeling, all I want to do is rip off his sweatpants and fanny pack.","Hes awfully short and I think hes talking to himself. And to be completely honest, hes not that good in bed.","Look at that guy by the window, wow!",Yeah?,Phoebe?
"This is completely normal, around the fourth month your hormones start going crazy.",Yeah.,"Wait a second! This is about the fourth month of your pregnancy, right?","Oh, what is wrong with me lately? I mean its like every guy I seeI mean look here.  Look at that guy for example, I mean normally thats not someone I would-would be attracted to, but right now, with the way Im feeling, all I want to do is rip off his sweatpants and fanny pack.","Hes awfully short and I think hes talking to himself. And to be completely honest, hes not that good in bed.","Look at that guy by the window, wow!"
"Oh absolutely yeah! Oh and keep in mind, now, I was carrying triplets so in, yknow, medical terms I was-I was thrice as randy.",Really?! So this has happened to you?,"This is completely normal, around the fourth month your hormones start going crazy.",Yeah.,"Wait a second! This is about the fourth month of your pregnancy, right?","Oh, what is wrong with me lately? I mean its like every guy I seeI mean look here.  Look at that guy for example, I mean normally thats not someone I would-would be attracted to, but right now, with the way Im feeling, all I want to do is rip off his sweatpants and fanny pack."
"Yeah. Yeah, I remember trying to steal a cardboard cutout of Evander Holyfield from a Foot Locker.","Wow! This explains so much! Last weekend, I went from store to store sitting on Santas lap.","Oh absolutely yeah! Oh and keep in mind, now, I was carrying triplets so in, yknow, medical terms I was-I was thrice as randy.",Really?! So this has happened to you?,"This is completely normal, around the fourth month your hormones start going crazy.",Yeah.
Yeah.,Ah.,"Yeah. Yeah, I remember trying to steal a cardboard cutout of Evander Holyfield from a Foot Locker.","Wow! This explains so much! Last weekend, I went from store to store sitting on Santas lap.","Oh absolutely yeah! Oh and keep in mind, now, I was carrying triplets so in, yknow, medical terms I was-I was thrice as randy.",Really?! So this has happened to you?
"Yeah. Yeah, thats what you need a goodpill.","Well, yknow what? I go see my doctor tomorrow, Ill ask her about this. Maybe she can give me a pill or something.",Yeah.,Ah.,"Yeah. Yeah, I remember trying to steal a cardboard cutout of Evander Holyfield from a Foot Locker.","Wow! This explains so much! Last weekend, I went from store to store sitting on Santas lap."
Yknow she has a face Ross!,Im missin picture time?!,"Oh yeah, probably at the end.  Oh my God! He only took pictures of my breasts!",Hey where-where are the pictures that creepy pretzel vendor took of us together?,"Oh uh, ordinarily I would love too, but I am just swamped right now.","Oh great! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?"
Bye.,Bye guys.,"Uh sure, sure.","Oh, I gotta get to work. So call me later?",Okay.,"Yeah, yknow. Happy holidays from Mona and Ross. Itll be cute, okay?"
"Wait, Im-Im sorry. Whats the big deal about a holiday card?",I know. Can you believe that?,Congratulations! You just got married!,Bye.,Bye guys.,"Uh sure, sure."
"Oh hey! So, how did your doctors appointment go?",Hi.,Do you feel it too?,"Im sorry, is there something going on here?",Well would you like me to lie down on the table?,"Okay then, would you like to lie down on the table?"
Oh my God.,"Well, lets see. Uh, they gave me cute doctor today and in the middle of the exam I put my pinky in his chin dimple.","Oh hey! So, how did your doctors appointment go?",Hi.,Do you feel it too?,"Im sorry, is there something going on here?"
"Okay, remember that little problem I was having during my fourth month of pregnancy?",Why did you do that?,Oh my God.,"Well, lets see. Uh, they gave me cute doctor today and in the middle of the exam I put my pinky in his chin dimple.","Oh hey! So, how did your doctors appointment go?",Hi.
You wish.,"Oh yeah, the Evander Holyfield phase. Oh man you were so hard up you practically came on to me.","Okay, remember that little problem I was having during my fourth month of pregnancy?",Why did you do that?,Oh my God.,"Well, lets see. Uh, they gave me cute doctor today and in the middle of the exam I put my pinky in his chin dimple."
Oh yeah? Come and get it.,"Hey, I couldve had you if I wanted you.",You wish.,"Oh yeah, the Evander Holyfield phase. Oh man you were so hard up you practically came on to me.","Okay, remember that little problem I was having during my fourth month of pregnancy?",Why did you do that?
Ugh! Women!,"Yeah, were not just doing a card! Yknow, she-she also wants to have the conversation about where the relationship is going.",You and Mona are doing a holiday card together?,"Oh yeah, yeah were moving forward. Youll be getting our card!","Oh hey! Hey Ross! Hey hows it, hows it going with you and Mona? Are you guys still together?",Hey!
Give her a key to your apartment.,"Uh, bigger than that.",Making her a mixed tape?,Smaller than that.,Like asking her to move in with you?,"Hey! You were a closed book! Okay? Im not a mind reader! Besides, I hate those conversations. Im horrible at them. Really! Maybe-maybe I need kind of a gesture. Yknow, something that says were moving forward without having to talk about it."
"No, we hate that.","Yeah I-I dont-I dont think Im quite there yet, but I could say I looove spending time with you.","All right. Have you said, I love you? You could say, I love you.",Whoa-hello! We were closer with the mixed tape.,Give her a key to your apartment.,"Uh, bigger than that."
Hey. Ooh Ross! Howd the conversation go?,"Not just a key, I gave her the only key! I am now a homeless person in a very serious relationship.",You gave her a key to your apartment?!,You dont think this is too fast.,Really.,Really?!
Where?!,"Oh great, I live on the street.",Hey. Ooh Ross! Howd the conversation go?,"Not just a key, I gave her the only key! I am now a homeless person in a very serious relationship.",You gave her a key to your apartment?!,You dont think this is too fast.
"Hi! Okay, Monica, Rachel, this is my friend Roger.",Hey!,Where?!,"Oh great, I live on the street.",Hey. Ooh Ross! Howd the conversation go?,"Not just a key, I gave her the only key! I am now a homeless person in a very serious relationship."
"So umm, Im gonna get us some drinks.  Would you help me out?",Hi Roger.,Hey everybody.,"Hi! Okay, Monica, Rachel, this is my friend Roger.",Hey!,Where?!
"Umm, hes here to have sex with you.",Yeah.,"So umm, Im gonna get us some drinks.  Would you help me out?",Hi Roger.,Hey everybody.,"Hi! Okay, Monica, Rachel, this is my friend Roger."
Youre welcome.,What?,"Umm, hes here to have sex with you.",Yeah.,"So umm, Im gonna get us some drinks.  Would you help me out?",Hi Roger.
"Its okay, hes a virgin.",Phoebe no!,Youre welcome.,What?,"Umm, hes here to have sex with you.",Yeah.
"Yeah, okay lets leave these two alone.","Rachel umm, I was just talking to this guy and I think hell have sex with you.","Its okay, hes a virgin.",Phoebe no!,Youre welcome.,What?
Fine! Then you tell Roger because he was really looking forward to this!,"No! I do not care what my hormones are doing, I am not going to just do it with some random guy!","Yeah, okay lets leave these two alone.","Rachel umm, I was just talking to this guy and I think hell have sex with you.","Its okay, hes a virgin.",Phoebe no!
"Hi. Listen, Im sorry about that whole thing with Roger. It really wasnt right, and I, and I want to make it up to you, so umm, I brought you something that I think youll really enjoy.",Get back in there!,Good night!,Never happened! Good night!,This conversation never happened!,Thats the end of this conversation!
Hey! I got you a present!!,David Schwimmer,"Hi. Listen, Im sorry about that whole thing with Roger. It really wasnt right, and I, and I want to make it up to you, so umm, I brought you something that I think youll really enjoy.",Get back in there!,Good night!,Never happened! Good night!
"I got it for your wedding and I ordered it weeks ago, and it finally got here!",Oh my goodness! Where did you hide it?,Hey! I got you a present!!,David Schwimmer,"Hi. Listen, Im sorry about that whole thing with Roger. It really wasnt right, and I, and I want to make it up to you, so umm, I brought you something that I think youll really enjoy.",Get back in there!
Its a Ms. Pac-Man machine!!,Pheebs you didnt have to get us anything for our wedding you already sang,"I got it for your wedding and I ordered it weeks ago, and it finally got here!",Oh my goodness! Where did you hide it?,Hey! I got you a present!!,David Schwimmer
I didnt know where to put it so I just left it here for now.,Oh my God!,Its a Ms. Pac-Man machine!!,Pheebs you didnt have to get us anything for our wedding you already sang,"I got it for your wedding and I ordered it weeks ago, and it finally got here!",Oh my goodness! Where did you hide it?
Do you really like it?,I kinda like it here.,All right.,"Oh, okay.","Oh well, maybe we can put it in the guest bedroom.",I didnt know where to put it so I just left it here for now.
Oh really? What was your first?,"Are you kidding?! I practically spent my entire childhood at the arcade! This is likeOh my, this is like my second favorite game!",Do you really like it?,I kinda like it here.,All right.,"Oh, okay."
"No. No! Yes! Ahh. Oh, would you look at that Monica? I just knocked off all of your top scores, how sad.",All right?,Ill be fun.,Okay! Ill go with ya! Ill go! Ill go with ya.,"Yes I do! And were gonna go out, were gonna have a good time, and take your mind off of childbirth and c-sections and-and giant baby heads stretching out","What?! Joey, you dont want to go on a date with a pregnant lady."
"Oh, Im sorry. I didnt hear you over all the winning.","Okay, Im next.  Dont! Dont start another game! I said Im next! Phoebe!","No. No! Yes! Ahh. Oh, would you look at that Monica? I just knocked off all of your top scores, how sad.",All right?,Ill be fun.,Okay! Ill go with ya! Ill go! Ill go with ya.
"Wait okay, if this game is gonna cause problems between the two of you, then maybe I should just keep it.",I dont suck. Its sucks. You suck.,You only think its stupid because you suck at it.,Who cares? Its a stupid game.,Chandler! Phoebes hogging the game!,"Oh, Im sorry. I didnt hear you over all the winning."
Yeah! Its not like it spits out a Clark bar after every game.,Why do you want to play this game so bad?,"No! No-no! I love it! It is a great present! In fact, why dont you go home and wait for the thank you card?","Wait okay, if this game is gonna cause problems between the two of you, then maybe I should just keep it.",I dont suck. Its sucks. You suck.,You only think its stupid because you suck at it.
Oh my God! Your friends have some unfortunate initials!,"Okay, I got that. Ill escape over there. Ill come back over here. All right, come on Ms. Pac-Man. Its gotRight Well, youre just a little bitch, arent you?","Yeah well thats because uhI stayed in my room. Yeah, you dont want to look in my hamper.",Really?! How come we didnt cross paths?,"Yeah me too, all night.","Yeah, I mean I was up sick all night."
Chandler sucks! He couldnt have gotten this good!,Theyre all Chandler.,Oh my God! Your friends have some unfortunate initials!,"Okay, I got that. Ill escape over there. Ill come back over here. All right, come on Ms. Pac-Man. Its gotRight Well, youre just a little bitch, arent you?","Yeah well thats because uhI stayed in my room. Yeah, you dont want to look in my hamper.",Really?! How come we didnt cross paths?
I know!,"Oh my God Phoebe, youre on fire!","Oh yeah, sure.  Ehhh.",Totally! Wow!  Would you excuse me for a sec?,"Ooh! Yeah. So yeah, so you know exactly what Im talking about.","Ew, yknow what? One time I saw this guy from behind and he seemed like a totally normal guy and then he turned around and it was Stephan Baldwin!"
Dont touch me!!,One more score to go! You can do it!,I know!,"Oh my God Phoebe, youre on fire!","Oh yeah, sure.  Ehhh.",Totally! Wow!  Would you excuse me for a sec?
I cant!! I cant!!  Noooooooo!!!!!!! You son of a bitch!!!!!,All right! Go left! Go left! Go right!! Go right!!,Dont touch her!!,Dont touch me!!,One more score to go! You can do it!,I know!
Oh hi BenNo!! Dont look at the machine!,Phoebe!!,I cant!! I cant!!  Noooooooo!!!!!!! You son of a bitch!!!!!,All right! Go left! Go left! Go right!! Go right!!,Dont touch her!!,Dont touch me!!
"Hey, are you going to find out the sex of the baby?",Right.,"Hi! Oh, Ross, dont forget, we have that doctors appointment tomorrow!",If that.,"You know what? This is a bad idea. Forget it. Forget it, and listen, do me a favor, this conversation was between you and me.","Yes. When Monica and I were in London, we were both in London."
Are you two talking about the same baby? Hey! Have you started off thinking of names yet?,With an aptitude for science.,Popular.,And smart!,Yep! Happy and healthy! And cute!,"No-no, we talked about it. We dont want to know. All we care about is that its happy and healthy."
Me too!,Really? Me too!,Oh yeah! Ive come up with a bunch of ideas!,Are you two talking about the same baby? Hey! Have you started off thinking of names yet?,With an aptitude for science.,Popular.
"Uh huh! If its a girl, Phoebe, and if its a boy, Phoebo!",Really?!,Me too!,Really? Me too!,Oh yeah! Ive come up with a bunch of ideas!,Are you two talking about the same baby? Hey! Have you started off thinking of names yet?
"Yeah, by Sandrine.","Wow, oh my God, our child will be beaten to death in the schoolyard.","Well, OK, its for a boy. Well, I know its a little out there, butDarwin.","Okay fine, what do you have?",Huh. Thats a really pretty name for-for an industrial solvent.,"Okay! I was thinking if its a girl, how about Sandrine? Its French."
How-how about you each get five vetoes?,"Im really, really not.",Youre just saying that 'cause I said no to your name!,"Yeah, by Sandrine.","Wow, oh my God, our child will be beaten to death in the schoolyard.","Well, OK, its for a boy. Well, I know its a little out there, butDarwin."
I know her! I bought homemade soap from her at a Dead show!,"Rain? Hi. Hi, my name is Rain. I have my own kiln, and my dress is made out of wheat.",Why?,Veto.,"Yeah! I dont think youre going to need it though. Okay, check this out. If its a girl, Rain.",That sounds fair.
"Is it me, or is veto starting to sound really good?",Veto.,Veto. Helen?,Veto. Sawyer?,Veto. Stewart?,Oh! Im sorry! Are we having an 89-year-old? How about Dayton?
You guys?,My God! He wants to do it with Phoebe in London!,"And Phoebe is his friend, so he thinks that would be breaking the rules!",Because he was looking at her differently.,Wait a minute! He stopped talking the minute Phoebe came in!,But what did he mean by rules?
"Oh, hey, Monica, I brought back your iron.","Oh, God!",You just stay here!,Im not going to let you say anything.,"Why would I say anything? That two of our best friends could start the greatest love affair of their lives! And they would have me to thank, and we could all start having babies?",You dont say anything.
Uh-huh.,"Oh, you had that?","Oh, hey, Monica, I brought back your iron.","Oh, God!",You just stay here!,Im not going to let you say anything.
"Oh, just as well, I broke this one.","I thought I lost it. I got a new one, like, a month ago.",Uh-huh.,"Oh, you had that?","Oh, hey, Monica, I brought back your iron.","Oh, God!"
What?,"Oh, just as well, I broke this one.","I thought I lost it. I got a new one, like, a month ago.",Uh-huh.,"Oh, you had that?","Oh, hey, Monica, I brought back your iron."
Okay.,Nothing.,What?,"Oh, just as well, I broke this one.","I thought I lost it. I got a new one, like, a month ago.",Uh-huh.
Fine.,"I mean, I-I, I really shouldnt say. I mean, Im really not supposed to.",Okay.,Nothing.,What?,"Oh, just as well, I broke this one."
Then its really too bad that you cant tell me.,Its a humdinger!,Fine.,"I mean, I-I, I really shouldnt say. I mean, Im really not supposed to.",Okay.,Nothing.
Is it Chandler?,Somebody likes you!,Then its really too bad that you cant tell me.,Its a humdinger!,Fine.,"I mean, I-I, I really shouldnt say. I mean, Im really not supposed to."
"Well, then tell him to stop staring!",No!,Is it Chandler?,Somebody likes you!,Then its really too bad that you cant tell me.,Its a humdinger!
Really?! Joey?! You dont say.,Its Joey!,"Well, then tell him to stop staring!",No!,Is it Chandler?,Somebody likes you!
"I dont know, I dont know, I dont know. You know, I mean, on the one hand, Mother may I? But yknow on the other hand No. No, I cant. Were friends. No, oh, no. I dont want to risk what we have.",Is it something youd be interested in?,Really?! Joey?! You dont say.,Its Joey!,"Well, then tell him to stop staring!",No!
"Sure, yeah. I mean, its Joey. I dont want him to get hurt. Well, I must say, I am on fire! First Chandler, now Joey!","I guess that makes sense. So, you think youre going to talk to him?","I dont know, I dont know, I dont know. You know, I mean, on the one hand, Mother may I? But yknow on the other hand No. No, I cant. Were friends. No, oh, no. I dont want to risk what we have.",Is it something youd be interested in?,Really?! Joey?! You dont say.,Its Joey!
Sure.,"Not Chandler, just Joey.","Sure, yeah. I mean, its Joey. I dont want him to get hurt. Well, I must say, I am on fire! First Chandler, now Joey!","I guess that makes sense. So, you think youre going to talk to him?","I dont know, I dont know, I dont know. You know, I mean, on the one hand, Mother may I? But yknow on the other hand No. No, I cant. Were friends. No, oh, no. I dont want to risk what we have.",Is it something youd be interested in?
Hey.,Not like this!,"But Ross, you want the name Ruth!","Unless  You anticipated that I would figure all this out and you know that it actually is a girl, and you really do want her to be named Ruth! Well, Im not falling for that! Okay? Ruth is off the table!",Fine.,Veto.
"Umm, Joey, I know.","Hey. Well, whats up?",Hey.,Not like this!,"But Ross, you want the name Ruth!","Unless  You anticipated that I would figure all this out and you know that it actually is a girl, and you really do want her to be named Ruth! Well, Im not falling for that! Okay? Ruth is off the table!"
I knooow.,What?,"Umm, Joey, I know.","Hey. Well, whats up?",Hey.,Not like this!
I know about your feelings.,Whaaat?,I knooow.,What?,"Umm, Joey, I know.","Hey. Well, whats up?"
"Yes, and Im sorry. I-I know things worked out for Chandler and Monica, but thats very rare.",Oh my God. You do?,I know about your feelings.,Whaaat?,I knooow.,What?
"For God sakes, its Rachel!","I know. I know. And this is so much more complicated than it was for those guys. I mean, its Rachel for God sakes.","Yes, and Im sorry. I-I know things worked out for Chandler and Monica, but thats very rare.",Oh my God. You do?,I know about your feelings.,Whaaat?
Yeah thats Rachel.  Beat me over the head with it.,I know. I know. And shes not only my friend; shes my pregnant friend! Shes my pregnant friend whos Ross ex!,"For God sakes, its Rachel!","I know. I know. And this is so much more complicated than it was for those guys. I mean, its Rachel for God sakes.","Yes, and Im sorry. I-I know things worked out for Chandler and Monica, but thats very rare.",Oh my God. You do?
Yeah.,"What am I going to do? You know, and I keep, I keep trying to get rid of these feelings, yknow? I stayed up all last night and made a list of everything I dont like about her. You want to hear it?",Yeah thats Rachel.  Beat me over the head with it.,I know. I know. And shes not only my friend; shes my pregnant friend! Shes my pregnant friend whos Ross ex!,"For God sakes, its Rachel!","I know. I know. And this is so much more complicated than it was for those guys. I mean, its Rachel for God sakes."
"Joey, I just think youre getting worked up over nothing. This is probably just a crush.","She made me switch to light Mayo. Thats it! Thats all I got! And, you know what? It tastes the same and my pants fit better!",Yeah.,"What am I going to do? You know, and I keep, I keep trying to get rid of these feelings, yknow? I stayed up all last night and made a list of everything I dont like about her. You want to hear it?",Yeah thats Rachel.  Beat me over the head with it.,I know. I know. And shes not only my friend; shes my pregnant friend! Shes my pregnant friend whos Ross ex!
"Absolutely! Yknow, you get this rush of feelings, but then it goes away.",You think?,"Joey, I just think youre getting worked up over nothing. This is probably just a crush.","She made me switch to light Mayo. Thats it! Thats all I got! And, you know what? It tastes the same and my pants fit better!",Yeah.,"What am I going to do? You know, and I keep, I keep trying to get rid of these feelings, yknow? I stayed up all last night and made a list of everything I dont like about her. You want to hear it?"
"Thats right, there you go! Crushes happen all the time! I know Ive had them for all you guys. Well, except for Ross and Chandler. And Im sure youve had them for us.","Yeah, just a crush! Thats all this is! Its a crush! Im Joey; I dont get deep feelings.","Absolutely! Yknow, you get this rush of feelings, but then it goes away.",You think?,"Joey, I just think youre getting worked up over nothing. This is probably just a crush.","She made me switch to light Mayo. Thats it! Thats all I got! And, you know what? It tastes the same and my pants fit better!"
Mm-hmm.  Throw me a bone here.,Not really.,"Thats right, there you go! Crushes happen all the time! I know Ive had them for all you guys. Well, except for Ross and Chandler. And Im sure youve had them for us.","Yeah, just a crush! Thats all this is! Its a crush! Im Joey; I dont get deep feelings.","Absolutely! Yknow, you get this rush of feelings, but then it goes away.",You think?
"Hi, Bubbles. Manly. Well, I just thought I would drop by and let you know how it went with Joey.",Hey!,"Fine, you can have the bath, but I am taking your boat. Now youre just a girl in a tub!","Oh, its so hard to care when youre this relaxed.","I know that youre new at this, but this is completely unacceptable bath decorum.",L-leaving my troubles behind?
"Well, you were wrong, he doesnt like me!",She pulled it out of me! Shes like a conversational wizard! Howd it go?,You told her?!,"Hi, Bubbles. Manly. Well, I just thought I would drop by and let you know how it went with Joey.",Hey!,"Fine, you can have the bath, but I am taking your boat. Now youre just a girl in a tub!"
"Yeah! How would you like it if I sent you to Lee Majors house and told you that he liked you, and you went down there and you found out that he didnt like you? How would you feel?",What?,"Well, you were wrong, he doesnt like me!",She pulled it out of me! Shes like a conversational wizard! Howd it go?,You told her?!,"Hi, Bubbles. Manly. Well, I just thought I would drop by and let you know how it went with Joey."
Really? Lee Majors is hot!,I dont think Id care.,"Yeah! How would you like it if I sent you to Lee Majors house and told you that he liked you, and you went down there and you found out that he didnt like you? How would you feel?",What?,"Well, you were wrong, he doesnt like me!",She pulled it out of me! Shes like a conversational wizard! Howd it go?
Were in the bathroom!,Hello?,Really? Lee Majors is hot!,I dont think Id care.,"Yeah! How would you like it if I sent you to Lee Majors house and told you that he liked you, and you went down there and you found out that he didnt like you? How would you feel?",What?
Mazel tov.,"Its no big deal, okay? Phoebe and I talked about it. Its just a crush! Its going to go away!  Dude, you gotta rearrange your bubbles! Oh!",You like Rachel?!,"Oh my God! A friend hes looking at differently, but its wrong. Its Rachel!",What are you guys doing in here?,Because its a relaxing and enjoyable time!
Tell us what?,"No, I was waiting for you!","Hey, did you, did you tell them?",Yes were all in here and we would love for you to join us!,Hello?,"Honey, cover it up with the boat!"
"Well, I left my guitar here again.","Hey, whats up?","Whatever keeps you off the balcony, big guy!","Oh, sweet Lord. New realms of pleasure!",Its the salts.,Youre not?
Okay.,"Oh, okay. No problem.","Well, I left my guitar here again.","Hey, whats up?","Whatever keeps you off the balcony, big guy!","Oh, sweet Lord. New realms of pleasure!"
Oh.,Okay.,Okay.,"Oh, okay. No problem.","Well, I left my guitar here again.","Hey, whats up?"
Okay.,Here you go.,Oh.,Okay.,Okay.,"Oh, okay. No problem."
Great! Umm,Okay.,Okay.,Here you go.,Oh.,Okay.
So do you want to hang out or something?,What?!,Great! Umm,Okay.,Okay.,Here you go.
Oh are you and Chandler,Phoebe! You kinda caught me at a bad time.,So do you want to hang out or something?,What?!,Great! Umm,Okay.
Okay. Do you guys want me to play for you?,Yes! Exactly.,Oh are you and Chandler,Phoebe! You kinda caught me at a bad time.,So do you want to hang out or something?,What?!
You ask an intriguing question Chandler Bing.,"Hey Pheebs, whats up?",Okay. Do you guys want me to play for you?,Yes! Exactly.,Oh are you and Chandler,Phoebe! You kinda caught me at a bad time.
Oh my God! Youre getting a massage! You never let me massage you!!,You ask an intriguing question Chandler Bing.,"Hey Pheebs, whats up?",Okay. Do you guys want me to play for you?,Yes! Exactly.,Oh are you and Chandler
You told me you hate massages!,"Phoebe, I can explain!",Oh my God! Youre getting a massage! You never let me massage you!!,You ask an intriguing question Chandler Bing.,"Hey Pheebs, whats up?",Okay. Do you guys want me to play for you?
I cant believe this! How long as this been going on?,"Buy stamps, pick up dry cleaningDont let Phoebe in.",You told me you hate massages!,"Phoebe, I can explain!",Oh my God! Youre getting a massage! You never let me massage you!!,You ask an intriguing question Chandler Bing.
"Oh, it has a name?","Well umm, Alexandra has been",I cant believe this! How long as this been going on?,"Buy stamps, pick up dry cleaningDont let Phoebe in.",You told me you hate massages!,"Phoebe, I can explain!"
OkayOop! Too late! Im leaving! Come on Chandler lets go!,"Phoebe, dont get upset!","Oh, it has a name?","Well umm, Alexandra has been",I cant believe this! How long as this been going on?,"Buy stamps, pick up dry cleaningDont let Phoebe in."
You!,Love you.,Thank you!,Fine.,"Chandler, there is nothing in there that concerns you! If you love me you-youll let it go.",Dont try to make me uncomfortable with feminine stuff!
Why wont you let me massage you?,Phoebe if it helps Alexandra has only been massaging Monica for like three years.,You!,Love you.,Thank you!,Fine.
Monica! We lived together for years! Ive seen you naked!,Well itsI mean Id justId be self-conscious. Youre my friend; Id be naked.,Why wont you let me massage you?,Phoebe if it helps Alexandra has only been massaging Monica for like three years.,You!,Love you.
Im curious about the human body.,"Thats different, we were roommates! And when?!",Monica! We lived together for years! Ive seen you naked!,Well itsI mean Id justId be self-conscious. Youre my friend; Id be naked.,Why wont you let me massage you?,Phoebe if it helps Alexandra has only been massaging Monica for like three years.
"But Im a professional! And Im really good! Look, if youre uncomfortable we can stop. Just give me a chance, okay. Please?","Hey, come on Phoebe, you can understand why this would be weird for me.",Im curious about the human body.,"Thats different, we were roommates! And when?!",Monica! We lived together for years! Ive seen you naked!,Well itsI mean Id justId be self-conscious. Youre my friend; Id be naked.
It does! How would you feel if you couldnt share your cooking? Or-or imagine how Ross would feel if he couldnt teach us about dragons.,"Okay, if it means that much to you","But Im a professional! And Im really good! Look, if youre uncomfortable we can stop. Just give me a chance, okay. Please?","Hey, come on Phoebe, you can understand why this would be weird for me.",Im curious about the human body.,"Thats different, we were roommates! And when?!"
"Potato, potaato.",Dinosaurs.,It does! How would you feel if you couldnt share your cooking? Or-or imagine how Ross would feel if he couldnt teach us about dragons.,"Okay, if it means that much to you","But Im a professional! And Im really good! Look, if youre uncomfortable we can stop. Just give me a chance, okay. Please?","Hey, come on Phoebe, you can understand why this would be weird for me."
Are you under the sheet?,Wow! Can I get a copy of that?,"Look, I-I dont want to miss anymore baby stuff. SoHere. Heres my new pager number, okay? Anytime anything pregnancy related happens use it! Ill be there! Okay? I dont care if its three in the morning and all you want is ice cream.",Well I got stuff going on in here  if you wanna feel.,"My God, the babys kicking. Thats great. Although Ikinda wish I-I wouldve been there to feel the kicking for the first time yknow.",A dreamless sleep.
Hows the pressure?,Yes.,Are you under the sheet?,Wow! Can I get a copy of that?,"Look, I-I dont want to miss anymore baby stuff. SoHere. Heres my new pager number, okay? Anytime anything pregnancy related happens use it! Ill be there! Okay? I dont care if its three in the morning and all you want is ice cream.",Well I got stuff going on in here  if you wanna feel.
"Stating the obvious, but thank you. And its not weird is it.",Nice! Wow Phoebe you are good!,Hows the pressure?,Yes.,Are you under the sheet?,Wow! Can I get a copy of that?
"Thats right, you just enjoy.",No. Ooohh,"Stating the obvious, but thank you. And its not weird is it.",Nice! Wow Phoebe you are good!,Hows the pressure?,Yes.
Okay.,Oh. Oh yeah! Ohhhhh! Ohh! Oh yeah!,"Thats right, you just enjoy.",No. Ooohh,"Stating the obvious, but thank you. And its not weird is it.",Nice! Wow Phoebe you are good!
Hey.,Hey.,"Well, its not your fault. What are you gonna do? Not take her to the hospital? Yknow? Youre doing nothing wrong.  Richard? If-if youre in there, could you pass me my credit card?","Oh, I justI feel terrible.","Okay.  So uh, Ross is kinda bummed huh?",Yeah.
"No-no, I got that.","I gotta tell you, yesterday was amazing. That massage felt so good!",Hey.,Hey.,"Well, its not your fault. What are you gonna do? Not take her to the hospital? Yknow? Youre doing nothing wrong.  Richard? If-if youre in there, could you pass me my credit card?","Oh, I justI feel terrible."
"Okay. Okay but you should know though, Ive raised my rates to 200 an hour.","So umm, what do you say we make it a weekly appointment?","No-no, I got that.","I gotta tell you, yesterday was amazing. That massage felt so good!",Hey.,Hey.
I mean 500.,Okay.,"Okay. Okay but you should know though, Ive raised my rates to 200 an hour.","So umm, what do you say we make it a weekly appointment?","No-no, I got that.","I gotta tell you, yesterday was amazing. That massage felt so good!"
600.,What?,I mean 500.,Okay.,"Okay. Okay but you should know though, Ive raised my rates to 200 an hour.","So umm, what do you say we make it a weekly appointment?"
"Oh, you make sex noises when you get massaged!",Whats going on?,600.,What?,I mean 500.,Okay.
"Yeah, and it really freaked me out! And after a while I even tried to hurt you and it just spurred you on.",What?,"Oh, you make sex noises when you get massaged!",Whats going on?,600.,What?
Really? Theres nothing sexual about this?  I mean hi.,What?! Youre crazy! Theres nothing sexual about the noises I make!,"Yeah, and it really freaked me out! And after a while I even tried to hurt you and it just spurred you on.",What?,"Oh, you make sex noises when you get massaged!",Whats going on?
"No, you cant let this stop you from getting massages! No look, I have, I have lots of clients that make the same noises you do!","Oh myThis is so embarrassing. Oh my God, Im never gonna get massaged again!",Really? Theres nothing sexual about this?  I mean hi.,What?! Youre crazy! Theres nothing sexual about the noises I make!,"Yeah, and it really freaked me out! And after a while I even tried to hurt you and it just spurred you on.",What?
"Well not clients, lovers. But lets just yknow, try it again. Come back and-and well work through it.",Really?!,"No, you cant let this stop you from getting massages! No look, I have, I have lots of clients that make the same noises you do!","Oh myThis is so embarrassing. Oh my God, Im never gonna get massaged again!",Really? Theres nothing sexual about this?  I mean hi.,What?! Youre crazy! Theres nothing sexual about the noises I make!
Yes.,Are you sure?,"Well not clients, lovers. But lets just yknow, try it again. Come back and-and well work through it.",Really?!,"No, you cant let this stop you from getting massages! No look, I have, I have lots of clients that make the same noises you do!","Oh myThis is so embarrassing. Oh my God, Im never gonna get massaged again!"
"Great! Okay, if youll just excuse me.  So, did you hear something you liked?",I guess.,Yes.,Are you sure?,"Well not clients, lovers. But lets just yknow, try it again. Come back and-and well work through it.",Really?!
